,real_X,real_Y,real_Z,real_R,real_G,real_B,aligned_x,aligned_y,aligned_z,aligned_R,aligned_G,aligned_B,ID
0,5.4,39.96,8.64,1.0947817113837912,2.273964116546158,4.834766722258561,27.23748132059922,158.99135741498122,29.131210838979953,1.0947817113837912,2.273964116546158,4.834766722258561,I1L
1,5.94,42.120000000000005,15.66,0.7053152251054312,1.9120477890173115,3.2180734985707504,20.53847520943532,157.08223646743184,31.0863270558527,0.7053152251054312,1.9120477890173115,3.2180734985707504,I1R
2,18.36,29.700000000000003,15.120000000000001,8.900478700939766,1.194573123497287,-0.1603573041304818,20.227082019046954,149.97751794367156,22.963009262277495,8.900478700939766,1.194573123497287,-0.1603573041304818,I3
3,16.200000000000003,30.240000000000002,15.120000000000001,0.1436204836724574,0.664903687397637,-0.023229599777808127,20.19590677293258,151.53633363456797,23.33875410592305,0.1436204836724574,0.664903687397637,-0.023229599777808127,MI
4,12.420000000000002,27.0,7.5600000000000005,-0.11788375687547678,-0.16946017039183922,-0.20644352229437007,27.175327974678336,156.22710512605613,20.701167201042168,-0.11788375687547678,-0.16946017039183922,-0.20644352229437007,IL2DR
5,26.46,23.220000000000002,10.260000000000002,5.878858578648345,1.5281230361657647,0.014091754808898935,24.671465008353668,145.73009023859643,18.314680335313092,5.878858578648345,1.5281230361657647,0.014091754808898935,IL2DL
6,30.240000000000002,23.220000000000002,11.34,0.3184526217343764,0.6717507530535882,10.241273861705626,23.759403858250867,142.6555985555629,18.348382097306857,0.3184526217343764,0.6717507530535882,10.241273861705626,URADL
7,29.700000000000003,26.46,19.44,-0.11267599106086643,0.3323319269657239,2.167703556982745,16.063322678403207,141.20504931479323,21.096867847300658,-0.11267599106086643,0.3323319269657239,2.167703556982745,URADR
8,26.46,37.260000000000005,17.82,2.340553690893082,4.917420535861585,0.23717166972489798,18.722969008032425,141.8890959795427,27.87016399306429,2.340553690893082,4.917420535861585,0.23717166972489798,M3R
9,25.92,36.18,9.18,2.362872687241412,14.25241640551442,0.4246266552626766,27.146989739637817,143.8420936850567,26.464690269522748,2.362872687241412,14.25241640551442,0.4246266552626766,M3L
