GT,Top1,Top2,Top3,Top4,Top5
IL2VL,I2L,NSML,MCL,I1L,I1R
IL2VR,I2R,NSMR,I1R,MCR,IL2VR
I2L,I2L,NSML,MCL,I1L,M3L
IL2DL,I1L,IL2DL,MCL,I2L,MI
MCR,MCR,I2R,NSMR,I1R,MCL
I2R,I2R,NSMR,MCR,I1R,M3R
MCL,MCL,I2L,NSML,MCR,I1L
MI,MI,I3,I1R,I1L,MCR
NSML,NSML,I2L,MCL,M3L,IL2VL
I3,I3,MI,IL2DR,IL2DL,MCR
NSMR,NSMR,I2R,MCR,IL2VR,M3R
IL2L,IL2DL,IL2L,MCL,NSML,I2L
IL2DR,IL2DR,I3,MI,M4,IL2R
IL2R,IL2R,NSMR,IL1R,IL2DR,URBR
M4,M4,MCR,I3,IL2DL,M3L
IL1L,IL2L,IL1L,NSML,URBL,URYVL
M3L,M3L,URYVL,IL1L,IL2L,NSML
URAVL,IL1L,URYVL,M3L,URAVL,IL2VL
URADL,URADL,URYDL,IL2DL,OLLL,IL1DL
M3R,M3R,NSMR,IL1R,IL2VR,URBR
OLLL,OLLL,URYDL,IL1L,URBL,IL2L
URBR,URBR,OLLR,IL1R,IL2R,RIPR
IL1VL,IL1VL,IL1VR,IL2VR,IL2VL,URYVL
URYDL,URYDL,IL1DL,OLLL,URADL,IL1L
IL1DR,IL1DR,IL1DL,URADR,URYDR,OLLR
IL1VR,IL1VR,IL2VR,IL1VL,URYVR,URAVR
URBL,URBL,IL1L,IL2L,OLLL,URYVL
URYVL,URYVL,URAVL,OLQVL,IL1L,BAGL
URADR,URADR,OLLR,URYDR,IL1DR,RIPR
URYVR,URYVR,IL1R,URBR,RIPR,IL1VR
OLLR,OLLR,URBR,IL1R,URADR,URYDR
IL1DL,IL1DL,URYDL,IL1DR,URADL,OLLL
RIPL,RIPL,IL1L,URBL,URYDL,OLLL
IL1R,IL1R,URBR,RIPR,OLLR,URYVR
BAGL,BAGL,RIPL,URYVL,IL1L,URBL
URYDR,URYDR,OLQDR,OLLR,IL1DR,URADR
OLQVR,OLQVR,BAGR,URAVR,URYVR,CEPVR
OLQVL,OLQVL,URYVL,BAGL,URAVL,CEPVL
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
OLQDR,OLQDR,URYDR,IL1DR,OLQDL,RMED
RMEL,RMEL,RIPL,URYVL,URBL,URYDL
RIPR,RIPR,BAGR,URBR,RMER,OLQVR
RMER,RMER,RIPR,URBR,URYDR,BAGR
URAVR,URAVR,CEPVR,RMEV,OLQVR,CEPVL
RMED,RMED,OLQDR,OLQDL,URYDR,URYDL
,CEPVL,URAVL,OLQVL,BAGL,RMEV
BAGR,BAGR,CEPVR,OLQVR,URAVR,RIPR
RMEV,RMEV,CEPVR,CEPVL,URAVR,OLQVR
RIH,RMEV,CEPVL,CEPVR,BAGL,OLQVL
CEPVR,CEPVR,RMEV,CEPVL,RMDR,BAGR
CEPVL,RMEV,RMDL,CEPVL,AVEL,CEPVR
SMDVL,SAAVL,RIAL,SMDVL,RMDVL,RMEL
RMDVR,RMDVR,SAAVR,RIAR,AVAR,SMDVR
RMDVL,RMDVL,SAAVL,AVAL,RIAL,SMDVL
RID,RID,URXR,RMED,URXL,CEPDR
RIAL,RIAL,SAAVL,SMDVL,CEPDL,URXL
AVAL,AVAL,AFDL,SAAVL,RMDVL,RMDL
SAAVL,RMDL,AFDL,AVAL,AWCL,AVEL
RMDDR,AVAR,RMDVR,RMDR,SAAVR,AFDR
RIAR,RIAR,SAAVR,SMDVR,RMDVR,AVAR
SAADL,RIH,SAADL,SAADR,RMEV,RMDL
AVEL,AVEL,RMDL,AFDL,AVAL,SIBDL
URXL,URXL,CEPDL,URXR,RID,SMDVL
AVAR,AVAR,RMDVR,SAAVR,AFDR,RIAR
AFDL,AFDL,ADFL,RIAL,SAAVL,AVAL
ADFL,SMDVL,RIAL,SAAVL,URXL,CEPDL
CEPDL,CEPDL,URXL,SMDVL,RIAL,ALA
SAAVR,RMDR,AVER,AVAR,AFDR,AWCR
URXR,URXR,URXL,CEPDR,ALA,ASKR
RMDL,AVEL,RMDL,SIBDL,AIBL,AWCL
CEPDR,CEPDR,URXR,ASKR,RIAR,SMDVR
SMDVR,SMDVR,RIAR,CEPDR,SAAVR,URXR
AVER,AVAR,AVER,RMDR,AFDR,SAAVR
RMDR,AVER,RMDR,AVAR,SIBDR,AIBR
SIADR,SAADL,SAADR,RMEV,RIH,SIBVL
AFDR,AFDR,RIAR,SAAVR,AVAR,AWBR
SIBVL,SIBDL,SAADL,AIBL,SAADR,SIBVL
ASKL,CEPDL,URXL,ASKL,ALA,SMDVL
AWBL,AWAL,SMDVL,RIAL,AWBL,ADFL
AIBL,AIBL,AWCL,RMDL,AVEL,SIBDL
AWAL,SMDVL,RIAL,ASKL,URXL,AWAL
ASKR,ASKR,URXR,CEPDR,RIAR,SMDVR
AIBR,AIBR,RMDR,AVER,SIBDR,AWCR
AIYR,RMDR,AIBR,RMDDR,AVER,SAADR
ADFR,ADFR,ASKR,RIAR,AWAR,ADLR
SIBDL,AIBL,SIBDL,AWCL,RMDDL,RMDL
SAADR,RMDDL,SAADL,SIBVL,SAADR,RMDDR
ASEL,AWBL,ASGL,AWAL,ADFL,AFDL
AWBR,AWBR,AFDR,AWAR,ASER,AVAR
ALA,ALA,URXR,CEPDR,URXL,CEPDL
RMFR,RMFR,RMDDR,RMFL,SMBDR,SMBDL
AWCL,AWCL,ASHL,SIBDL,AIBL,ASEL
SIBDR,RMHL,RMHR,RMDDL,SIBVL,AIBL
ADLL,ASKL,ADLL,URXL,ALA,CEPDL
AWCR,AWCR,AIBR,AUAR,RIBR,ASHR
ASHR,ASHR,AIBR,AWAR,ASER,AWCR
ASER,ASER,AWBR,AWAR,AFDR,ASGR
ASGL,ASGL,ADLL,ASKL,ASIL,AWAL
AUAL,AUAL,AIBL,RMDDL,SMBDL,RIBL
ASHL,ASEL,ASGL,ASHL,AVHL,AWBL
SIADL,RMFR,RMFL,SMBDR,SMBDL,RMDDR
AIMR,RMDDR,RIBR,AUAR,AIBR,SMBDR
RMFL,SMBDL,RMFL,AUAL,RMDDL,SMBVL
SMBDR,RMFL,RMFR,SMBDR,SMBDL,RMDDR
ADLR,ADLR,ASKR,ASIR,ASGR,RIVR
ASGR,ASGR,ASIR,AWAR,ASER,AWBR
AVBL,ASIL,AVHL,ASGL,AVJL,ASEL
ASJL,ASJL,RIBL,AUAL,AVBL,ASHL
AVHL,AVHL,RIVL,ASGL,ASIL,AVJL
RIBL,AVBL,AVJL,ASEL,AVDL,AVHL
SMBVR,SMBDR,SMBVR,RMFR,SMBDL,RMFL
SIBVR,SMBVL,SMBDL,SMBDR,RMHL,ASJL
ASJR,RIBR,AVBR,ASER,AVDR,AUAR
ASIL,ADLL,ASIL,RIVL,ASGL,I4
RMDDL,SMBVR,SMBDR,AIAR,RMFR,AUAR
RIML,AVDL,AVJL,AVBL,RIBL,ASEL
AWAR,ASIR,RIVR,AVJR,AVHR,ASGR
SIAVL,SMBVL,SMBVR,SIAVL,SMBDL,AIAL
AVHR,AVHR,RIVR,ASIR,AVJR,ASGR
AVFR,SMBVL,SIAVL,SMBVR,SMBDL,SMBDR
RIBR,ASJR,AIZR,RICR,RIBR,AUAR
AVDR,AVDR,AVJR,AINR,AVBR,ASER
AUAR,RICR,AIZR,AUAR,SMBVR,AIAR
