GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DA1,AS1
,VB3,VA2,VD2,DA1,AS1
RIGR,VB3,VA2,VD2,DA1,AS1
,DA1,VA2,AS1,VD2,SABD
,VA2,VD2,DA1,DB1,SABD
,DA1,SABD,VD2,AS1,VA2
,DD1,VD2,AVG,AS1,DA1
,AVG,SABD,DA1,DB1,DD1
,SABD,DA1,AVG,DB1,VD2
RIGL,RIGR,RIGL,AVG,DD1,VB1
,AS1,AVG,SABD,RIGL,VD1
VB1,VB1,RIGL,VA1,AVG,DB1
,DB1,AVG,VA1,VB1,RIGL
RMGR,RMGR,AVG,RIFR,ADAR,SABD
RMGL,RMGL,ADAL,RIGL,VB1,VD1
ADAR,ADAR,RMGR,AQR,AVG,RIFR
,VA1,VB1,RIGL,VD1,DB2
,RIFR,DB2,VA1,VB1,AVG
,ADAL,ADEL,RMGL,VB1,RIGL
,VA1,DB2,VB1,RIFR,RIFL
M5,M5,I6,ADEL,ADAL,AINL
,ADAL,ADEL,FLPL,RMGL,RICL
AQR,AQR,ADAR,RMGR,ADER,FLPR
,SABVL,SABVR,DB2,RIFL,VB2
ADER,ADER,ADAR,AQR,FLPR,RMGR
,VB2,VB1,VA1,DB2,SABVL
,DB2,SABVL,SABVR,VB2,RIS
,VB2,DB2,SABVL,RIS,AIML
,SABVL,VB2,AVFL,AIML,AIYL
FLPL,FLPL,ADEL,ADAL,RICL,RMGL
,SABVR,SABVL,RIS,VB2,DB2
M1,M1,AINR,M2R,AVJR,RIVR
I6,I6,M5,AINL,I4,M1
,ADEL,FLPL,AIZL,RICL,AINL
,RIS,VB2,SABVR,AIML,SABVL
FLPR,FLPR,ADER,AIZR,RICR,AINR
,RICR,FLPR,ADER,AQR,I5
,I5,RICL,FLPL,M2L,AIZL
,AINL,AVJL,AVDL,AIZL,FLPL
,AIZR,RICR,FLPR,ADER,ADAR
,AIML,SMBVL,AIYL,SIAVL,FLPL
,I4,M1,I6,M2R,RIVR
,M2R,AINR,AIZR,RICR,AVDR
RICL,RICL,AIZL,FLPL,M2L,ASJL
,SIAVL,SMBVL,AIML,AIYL,RICL
AIZL,AIZL,AVDL,AINL,AVJL,RICL
,AINL,I6,AVJL,AVBL,ASIL
,AIMR,SMBVR,AIAR,SIAVR,AIYR
,RICL,ASJL,AIZL,SMBVL,SIAVL
,AIAR,SMBVL,SMBVR,SIAVL,SIAVR
,SMBVL,SIAVL,SMBDL,ASJL,RMFL
AVJL,AVJL,AVDL,AINL,AVBL,AVHL
,ASJL,AUAL,RICL,AIZL,SMBVL
,SMBVL,SMBDL,SIAVL,ASJL,RMFL
,SMBVR,AIAR,SIAVR,SMBDR,AIYR
RIVL,RIVL,ASIL,AVHL,AVJL,ASGL
,AINR,AVDR,AVJR,AVHR,RIVR
,SMBDR,SMBVL,SMBVR,SMBDL,RMFL
,AVDR,AVJR,AINR,AVBR,AVHR
AINL,ASIL,AVJL,ASGL,AVHL,AVDL
,SMBDL,ASJL,RMHL,AUAL,RMFL
AVDL,AVDL,AVJL,ASEL,AVHL,AVBL
,ASJR,SMBDR,RIBR,AUAR,AIBR
,AUAL,RMDDL,AIBL,SMBDL,AWCL
,RIBL,ASEL,AVDL,AVBL,ASHL
AVJR,AVJR,AVHR,ASGR,RIVR,AVDR
,RIBR,AIBR,AVDR,ASER,AVBR
,AUAR,ASJR,RMDDR,AIBR,SMBDR
,AIBL,RIBL,ASHL,AUAL,RMHL
RIVR,RIVR,ADLR,ASGR,ASIR,ASKR
,ADLR,ASKR,RIVR,ASIR,ASGR
AVHL,AVHL,ASGL,AWBL,ASIL,AWAL
,RMFR,RMFL,SMBDR,SMBDL,RMDDL
,ADLL,ASKL,ASIL,ASGL,AVHL
,AIBL,ASHL,AWCL,RIBL,AUAL
,RMFR,RMFL,SMBDR,SMBDL,RMDDR
AVDR,ASER,AVDR,ASGR,AWBR,AWAR
,ASEL,AWBL,ASGL,ASHL,AWAL
,SMBDR,RMDDR,RMFR,RMHR,AIBR
,ASHR,AWCR,AVDR,ASER,AIBR
AVHR,AVHR,ASGR,AWBR,ASER,AWAR
,ASGR,AWAR,AWBR,ASER,AVHR
,SIBDL,AIBL,AWCL,RMDDL,RMHL
,ASGL,AWBL,AWAL,SMDVL,AVHL
,AIBL,ASHL,AWCL,AWBL,AWAL
,AIBR,RMDDR,AWCR,RMDR,AUAR
,ASKL,ADLL,SMDVL,CEPDL,URXL
,RMDDL,RMHL,RMFR,RMFL,SAADL
,AIBR,SAADR,RMDDR,RMDR,SAADL
,ASKR,ASGR,ADLR,URXR,SMDVR
,AWCL,SIBDL,AIBL,RMDL,ASHL
,AWBL,SMDVL,RIAL,ADFL,ASGL
,RMDDR,RMFR,SAADR,SAADL,SIBVR
ASER,AWBR,AFDR,ASER,ASGR,AWAR
,CEPDR,ASKR,URXR,ADLR,ALA
,AWAL,AWBL,AFDL,ADFL,RIAL
,RMDR,AWCR,AIBR,ASHR,SIBDR
,SAADL,RMDL,RMDDR,SAADR,RMDDL
,RMDR,AIBR,SIBDR,AVER,RMDDR
,RMDR,AWBR,AWAR,AFDR,AIBR
,RMDR,AIBR,SAADR,RMDDR,SAADL
,RMDL,AVEL,AFDL,AIBL,SIBDL
CEPDL,CEPDL,SMDVL,URXL,RIAL,ASKL
,RMDL,AVEL,AWCL,SIBDL,AIBL
ALA,ALA,CEPDR,URXR,URXL,CEPDL
,AFDR,AWBR,RMDR,ADFR,AVER
,RMDR,AVER,AIBR,AFDR,AWCR
,SMDVL,CEPDL,URXL,RIAL,SAAVL
URXR,URXR,CEPDR,URXL,ALA,CEPDL
,CEPDR,URXR,SMDVR,ASKR,RIAR
,AFDL,AVAL,RMDL,AWBL,AVEL
URXL,URXL,CEPDL,SMDVL,RIAL,ALA
AVEL,AVEL,AVAL,RMDL,AFDL,SAAVL
,AFDR,RMDR,AWBR,AVAR,AVER
CEPDR,CEPDR,URXR,SMDVR,RIAR,ASKR
RIAL,RIAL,SAAVL,SMDVL,AVAL,RMDVL
,RMDR,AVER,AVAR,AFDR,RMDVR
RIAR,RIAR,SMDVR,SAAVR,RMDVR,ADFR
AVAL,AVAL,RMDVL,AFDL,AVEL,RMDL
,RMEV,RIH,RMDL,CEPVR,CEPVL
RID,RID,URXL,URXR,RMED,CEPDR
SAAVR,SAAVR,SMDVR,RIAR,URXR,CEPDR
SMDVL,SAAVL,SMDVL,RMDVL,RIAL,AVAL
AVER,AVER,RMDR,SAAVR,RIAR,AVAR
SMDVR,SAAVR,SMDVR,RIAR,RMDVR,AVAR
AVAR,AVAR,SAAVR,RMDVR,RMDR,AFDR
SAAVL,AVAL,RMDVL,RMDL,SAAVL,BAGL
RMDVL,RMDVL,AVAL,SAAVL,RIAL,RMEL
RMDVR,RMDVR,SAAVR,BAGR,RMER,RIAR
CEPVR,CEPVR,BAGR,OLQVR,RMER,RMDR
,RMED,OLQDL,URYDL,OLQDR,RID
,CEPVR,BAGR,CEPVL,OLQVR,URAVR
RMED,RMED,OLQDL,OLQDR,URYDR,URYDL
OLQDR,OLQDR,URYDR,RMED,OLQDL,IL1DR
,RMEL,BAGL,RIPL,URYDL,RMDVL
,RMER,URYDR,BAGR,RIPR,URBR
CEPVL,CEPVL,OLQVL,BAGL,CEPVR,URAVL
,OLQVL,BAGL,URYVL,RMEL,RIPL
OLQDL,OLQDL,URYDL,IL1DL,RIPL,OLLL
,RIPL,BAGL,OLQVL,URBL,RMEL
,OLQVR,BAGR,URYVR,RMER,RIPR
,URYDL,OLQDL,OLLL,IL1DL,RIPL
IL1DR,IL1DR,URYDR,OLQDR,URADR,OLQDL
,RIPR,BAGR,URBR,OLQVR,URYVR
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
,URAVL,OLQVL,URYVL,BAGL,RIPL
,URYVL,OLQVL,IL1L,BAGL,URBL
,URBR,OLLR,URYDR,RIPR,URYVR
,OLQVR,URYVR,URAVR,BAGR,IL1VR
,URBL,OLLL,IL2L,IL1L,RIPL
,URYVR,URBR,RIPR,IL1R,OLQVR
URADR,URYDR,URADR,IL1DR,OLLR,URBR
IL1L,IL1L,IL2L,URBL,URYVL,OLLL
,OLLL,URYDL,IL2L,URBL,IL1L
,URADL,OLLL,URYDL,IL2L,IL1DL
,OLLR,URADR,URYDR,IL1DR,URBR
,URAVR,URYVR,OLQVR,IL1VR,IL1R
IL1R,IL1R,URYVR,OLLR,URBR,IL2R
,IL2DL,URADL,IL1DL,URYDL,M4
,IL2DR,URADR,IL1DR,URYDR,OLLR
IL1VL,IL1VL,IL1VR,IL2VL,URYVR,URAVR
,IL2L,IL1L,URBL,OLLL,NSML
,IL2VL,IL1VL,M3L,NSML,URYVL
IL1VR,IL1VR,URYVR,IL1VL,IL2VR,M3R
M3R,M3R,NSMR,URYVR,IL1R,IL2R
M4,M4,I3,IL2DR,IL2DL,MI
,IL2R,IL1R,IL2DR,OLLR,URBR
M3L,M3L,NSML,IL2VL,I2L,IL2L
I3,I3,MI,M4,IL2DR,IL2DL
,IL2VR,NSMR,I2R,IL1VR,M3R
,NSML,I2L,MCL,M3L,IL2L
MI,MI,I3,IL2DR,IL2DL,M4
NSMR,NSMR,I2R,MCR,M3R,I1R
,MCL,I2L,NSML,I1L,MCR
,MCR,I2R,NSMR,MCL,I1R
I2L,I2L,NSML,MCL,I1L,M3L
I2R,I2R,MCR,NSMR,I1R,M3R
,I1L,I1R,I2L,MCL,NSML
,I1R,I1L,I2R,MCR,I2L
