GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,NSMR
I1L,I1L,I1R,I2L,I2R,MCR
I3,I3,MI,I2R,MCR,MCL
M4,M4,MCR,I3,URADL,NSMR
MI,MI,I3,MCR,M4,IL2DR
I2L,I2L,NSML,MCL,MCR,I1L
NSML,NSML,I2L,MCL,MCR,M3L
MCL,MCL,MCR,I2L,NSML,I2R
M3L,M3L,NSML,M3R,I2L,IL2VL
M3R,M3R,NSMR,I2R,MCR,IL2R
IL2DR,IL2DR,IL2R,URADR,I3,MI
IL2DL,IL2DL,I3,URADL,MI,IL2L
IL2R,IL2R,IL1R,M3R,NSMR,MCR
IL2L,IL2L,IL1L,URADL,NSML,M3L
IL1DL,IL1DL,URADL,IL1DR,URYDL,URYDR
IL1DR,IL1DR,URYDR,URADR,OLQDR,IL1R
URYDL,URYDL,URADL,OLLL,OLQDL,RIPL
OLQDL,OLQDL,RMED,OLQDR,URYDL,URXL
OLQDR,OLQDR,URYDR,RMER,URBR,RMED
RMED,RMED,URYDR,OLQDR,RMER,URADR
OLLR,OLLR,URYDR,URBR,IL1R,URYVR
OLLL,OLLL,URADL,URYDL,IL1L,RIPL
IL1L,IL1L,IL2L,URADL,RIPL,URYVL
URBR,URBR,IL1R,URYVR,IL2R,RIPR
URBL,URBL,RIPL,BAGL,OLLL,URYVL
RMEL,RMEL,SAAVL,BAGL,RIPL,URYDL
RMER,RMER,BAGR,RIPR,CEPVR,URYVR
URYVL,URYVL,URAVL,BAGL,RIPL,OLQVL
OLQVL,OLQVL,BAGL,CEPVL,URAVL,RIPL
OLQVR,OLQVR,URYVR,URBR,BAGR,CEPVR
CEPVL,CEPVL,RMEV,CEPVR,RIH,BAGL
IL2VL,IL2VL,IL1VL,IL1VR,URAVL,IL2VR
IL2VR,IL2VR,NSMR,IL1VR,I2R,M3R
IL1VL,IL1VL,IL1VR,URAVL,IL2VL,URYVL
CEPDR,CEPDR,URXR,ALA,RIAR,ASKR
CEPDL,CEPDL,URXL,ALA,ASKL,SMDVL
RID,RID,URXR,RMED,URXL,ALA
SMDVL,SMDVL,URXL,CEPDL,SAAVL,RIAL
SMDVR,SMDVR,RIAR,SAAVR,URXR,ASKR
ASGR,ASGR,ADLR,AWAR,ASKR,AWBR
ASGL,ASGL,ADLL,ASIL,ASKL,RIVL
AWBL,AWBL,AFDL,AWAL,SAAVL,ADFL
RIAL,RIAL,SAAVL,URXL,SMDVL,CEPDL
RMDVL,RMDVL,SAAVL,AVAL,CEPVL,BAGL
RMDVR,RMDVR,SAAVR,AVAR,RIAR,RMDR
AVAR,AVAR,AFDR,SAAVR,AWBR,RMDR
AVAL,AVAL,AFDL,SAAVL,RMDVL,RMDL
AVEL,AVEL,RMDL,SIBDL,AIBL,SAADL
AVER,AVER,RMDR,AVAR,SAAVR,AFDR
RMDR,RMDR,AVER,AWCR,AIBR,SIBDR
RMDL,RMDL,AVAL,AVEL,AFDL,SIBDL
AWCL,AWCL,ASHL,SIBDL,AFDL,AIBL
AIBR,AIBR,AVER,RMDR,AWCR,SIBDR
AIBL,AIBL,RMDDL,SMDDL,SIBDL,AWCL
ASHL,ASHL,AFDL,AWAL,SIBDL,ADFL
ASER,ASER,AWBR,AVJR,ASGR,AVHR
ASEL,ASEL,ASHL,AVHL,AFDL,AWBL
AVDL,AVDL,AVHL,AVBL,AWAL,ASIL
AVDR,AVDR,AINR,AVJR,AVHR,AVBR
AVJL,AVJL,RIVL,AVHL,AVDL,AVBL
AIZL,AIZL,AVDL,RICL,AVJL,AINL
AIZR,AIZR,FLPR,RICR,ADER,ADAR
RICR,RICR,AIZR,AUAR,ASJR,RIBR
RICL,RICL,AIZL,SIAVL,SMBVL,RIML
AINL,AINL,I6,AVDL,AVJL,RIVL
FLPL,FLPL,ADEL,ADAL,AIML,AIYL
RIVR,RIVR,AVHR,AVJR,I4,M1
RIVL,RIVL,AVHL,AVJL,ASIL,ADLL
AUAL,AUAL,AIBL,RIBL,RIML,RMDDL
AUAR,AWCR,ASHR,AUAR,RIBR,AIBR
ADEL,ADEL,VB1,ADAL,VB2,VA1
AQR,RMGR,ADAR,AQR,ADER,RIFR
ADAL,ADAL,DD1,RIGL,AVG,VD1
RMGL,RMGL,AS1,AVG,DB1,VA1
M5,M5,RMGL,I6,ADAL,ADEL
M1,M1,I6,FLPR,ADAR,ADER
RMDDL,RMDDL,SMBDL,RMFL,RMDDR,SMDDL
RMDDR,RMDDR,AUAR,AIBR,RMFR,SMBDR
