GT,Top1,Top2,Top3,Top4,Top5
,VA2,VB3,DA1,VD2,AS1
,VB3,VA2,VD2,DA1,AS1
,VB3,DA1,VD2,VA2,AS1
,VA2,DA1,VD2,VB3,SABD
,VD2,DA1,VA2,DD1,VB3
,DA1,VD2,VA2,AS1,VB3
,AS1,SABD,DA1,VD2,DD1
,DA1,VD2,AS1,SABD,DB1
,SABD,DB1,DA1,VD2,AVG
,AS1,SABD,AVG,DA1,DD1
,RIGR,AVG,DD1,RIGL,SABD
,DB1,RIGL,SABD,AVG,DD1
,AVG,DD1,VD1,SABD,DB1
,AVG,DD1,VD1,RIGL,VB1
,VD1,RIGL,DD1,AVG,VB1
,RIGL,VB1,VA1,DB1,AVG
,RIGL,VB1,VA1,RIGR,AVG
,ADAL,RMGL,RIGL,VB1,RIGR
RMGR,RMGR,AQR,ADAR,RIFR,VA1
,RMGL,ADAL,ADEL,VB1,RIGL
,ADAR,RMGR,AQR,ADER,RIFR
,RMGL,ADAL,ADEL,FLPL,AVKL
,VB1,VA1,RIGL,DB2,RIFR
,ADAL,FLPL,ADEL,RMGL,M5
M5,M5,ADEL,FLPL,ADAL,I6
,VB1,RIFR,VA1,DB2,VB2
,FLPL,ADEL,ADAL,RMGL,M5
ADER,ADAR,ADER,AQR,RMGR,FLPR
,RIFL,DB2,SABVL,AVFL,VB1
,ADEL,ADAL,FLPL,RICL,AIZL
,FLPL,AINL,AIZL,ADEL,M5
,SABVL,VB2,AVFL,RIFL,AVFR
AQR,AQR,ADER,FLPR,ADAR,RICR
,VB2,RIS,SABVL,DB2,VA1
,ADAR,AQR,ADER,FLPR,RICR
I6,I6,AINL,M5,RIVL,AVJL
,FLPL,RICL,AIZL,ADEL,AINL
M1,M1,RIVR,ASIR,I4,ADLR
,SABVR,VB2,RIS,AIMR,SABVL
RIVR,RIVR,AINR,M1,ASIR,AVHR
FLPR,FLPR,ADER,AIZR,RICR,AVDR
AINR,AINR,FLPR,AVDR,AIZR,ADER
,VB2,RIS,SABVR,AIMR,AIML
,AVDL,AIZL,AINL,AVJL,FLPL
,I5,RICR,AIZR,FLPR,RICL
,SABVL,RIS,VB2,SABVR,AIYL
,I4,RIVL,ASIL,ADLL,M1
,SABVR,FLPR,RICR,AIMR,AQR
,AIMR,RIS,SMBVR,SABVR,SIAVR
,M2L,AIZL,AVBL,AVDL,AINL
,AIZR,RICR,FLPR,ASJR,ADER
,SMBVR,SIAVL,AIAR,SMBVL,AIYR
AVJL,AVJL,AVDL,AINL,RIVL,AVHL
,SIAVL,SMBVR,AIMR,VB2,SIAVR
,AINR,AVDR,AVJR,AIZR,AVBR
,AINR,AVDR,AVJR,M2R,AVBR
,RICR,AIZR,FLPR,AUAR,ASJR
RIVL,RIVL,ADLL,ASIL,ASKL,ASGL
,SIAVL,SMBVL,RICL,SMBVR,SMBDL
,ASIR,RIVR,ADLR,ASGR,AVHR
,SMBVR,AIAR,AIMR,AIYR,SIAVR
,AINL,AVDL,AVJL,AVBL,ASEL
,AVDL,AINL,AIZL,AVBL,RIBL
AVDR,AVDR,AINR,AVJR,AIZR,AVBR
AVHL,AVHL,AVJL,RIVL,ASGL,ASIL
,ASIL,ADLL,ASGL,RIVL,ASKL
,SMBVL,SIAVL,SMBDL,SMBVR,RMFL
