GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DA1,AS1
,VA2,AS1,VD2,DA1,SABD
,DA1,SABD,DB1,DD1,VD2
,AS1,DD1,DA1,VA2,VD2
,DB1,AVG,SABD,DA1,DD1
,VA2,RIGL,DB1,DD1,DA1
,DA1,SABD,DD1,AVG,RIGL
,DB1,AVG,DB2,VA1,SABD
RMGR,RMGR,ADAR,AQR,RIFR,ADER
,RIGL,RIGR,VB1,AVG,ADAL
RMGL,RMGL,ADAL,RIGL,VB1,DD1
,VB1,RIGR,AVG,RIGL,VA1
ADAR,ADAR,RMGR,AQR,ADER,RIFR
,VB1,VA1,DB2,RIGL,RIFR
ADAL,ADAL,RMGL,ADEL,RIGL,VB1
AQR,AQR,ADAR,RMGR,ADER,RIFR
M5,M5,I6,RMGL,ADAL,ADEL
,DB2,VA1,VB1,VB2,SABVL
ADER,ADER,ADAR,AQR,RMGR,FLPR
ADEL,ADEL,ADAL,RMGL,FLPL,VB1
,ADAL,ADEL,RMGL,FLPL,VB2
,DB2,VB2,RIS,SABVL,VA1
,RIS,VB2,SABVL,SABVR,DB2
,VB2,AIML,RIS,SABVL,DB2
FLPL,FLPL,ADEL,ADAL,RICL,RMGL
I6,I6,M5,AINL,I4,ADEL
,SABVR,SABVL,RIS,AIAR,VB2
FLPR,FLPR,ADER,AIZR,RICR,AQR
,AIML,VB2,RIS,AIYL,RICL
,I5,RICL,RIS,ADEL,RICR
,AIAR,AIMR,RIS,AIML,VB2
,AIAR,AIMR,RIS,SIAVL,AIML
,I4,I6,M1,M5,RIVL
,AIZL,AINL,M2L,RICL,I6
,AIAR,SMBVR,AIYR,AIMR,SIAVR
M1,M1,RIVR,I4,ASIR,AVJR
,M2R,AIZR,AINR,RICR,AVJR
,AIZR,RICR,AVDR,ASJR,AUAR
,SMBVR,SMBDR,SMBVL,SIAVR,SIAVL
,AIZL,AINL,AVDL,RICL,AVJL
,AINR,AVDR,AVJR,AVBR,AVHR
,RICR,AIZR,ASJR,RIMR,SMBVR
,AVDR,AVJR,AINR,AIZR,AVBR
,SMBVL,SIAVL,SMBDL,SMBVR,RMFL
,SMBDR,SMBDL,SMBVR,AVL,SIAVL
,AUAR,RIMR,ASJR,SMBDR,SMBVR
,ASJL,RIBL,AIZL,RICL,SMBDL
,AUAL,SMBDL,SMBVL,ASJL,SIAVL
,SMBDR,ASJR,SMBDL,SMBVR,RIBR
,RMFL,SMBDL,RMFR,SMBVL,SMBDR
AVJR,AVJR,AVDR,AVHR,RIVR,AINR
RIVR,RIVR,ASIR,ADLR,AVHR,ASGR
,SMBDL,AUAL,RMDDL,RMFL,SMBVL
,SMBDR,SMBDL,RMFR,RMFL,RMHR
,RIBR,AVBR,ASER,AVDR,ASHR
AINL,AINL,AVDL,AVJL,AVHL,ASIL
,AVDL,RIBL,AVBL,ASEL,AINL
,AUAR,RIBR,AWCR,ASJR,AIBR
,RMDDR,AUAR,SMBDR,AIBR,RMHR
AVHR,AVHR,ASGR,ADLR,RIVR,ASIR
AVDR,ASGR,AVHR,AWBR,ASER,AWAR
,ASER,AWAR,ASGR,AVHR,ASHR
,RMDDL,RMFL,SMBDL,RMHL,RMFR
,ADLR,ASKR,ASIR,RIVR,ASGR
,AWCL,AUAL,RMDDL,AIBL,RIBL
RIVL,RIVL,ASIL,AVHL,ASGL,ADLL
,AIBR,AWCR,ASHR,AUAR,SIBDR
AVJL,AVJL,AVHL,ASGL,ASIL,RIVL
AVDL,ASEL,AVDL,AVJL,AVHL,ASHL
,ASHR,AIBR,AWAR,ASER,AWBR
