GT,Top1,Top2,Top3,Top4,Top5
CEPVR,CEPVR,CEPVL,URAVR,RMEV,BAGR
CEPVL,CEPVL,CEPVR,BAGL,URAVL,URYVL
OLQVR,OLQVR,URBR,URAVR,RIPR,BAGR
OLQVL,OLQVL,URYVL,URBL,BAGL,RIPL
RMER,RMER,URAVR,RIPR,BAGR,OLQVR
OLQDL,OLQDL,URYDL,OLLL,OLQDR,IL1DL
OLQDR,OLQDR,URYDR,OLQDL,RMED,RID
URYDR,URYDR,RIPR,OLLR,URADR,IL1DR
URYVR,URYVR,URAVR,IL1R,IL1VR,URBR
OLLR,OLLR,IL1R,URYDR,URBR,URADR
OLLL,OLLL,URYDL,URBL,URYVL,IL1L
URADL,URADR,M4,OLLR,URYDR,IL2R
IL1DR,IL1DR,URYDR,IL1DL,URADR,URYDL
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLLL
IL1VR,IL1VR,IL1VL,URAVR,URYVR,IL2VR
IL1VL,IL1VL,URYVL,URAVL,IL1VR,IL1L
IL2R,IL1R,IL2R,URBR,M3R,OLLR
M3R,M3R,NSMR,MCR,I2R,MCL
IL2VR,IL2VR,IL1R,IL1VR,M3R,URYVR
IL2VL,IL2VL,URYVL,IL1VL,NSML,M3L
IL2DR,IL2DR,MI,IL2R,I3,M4
IL2DL,IL2DL,URADL,M4,IL2L,NSML
I2R,I2R,MCR,NSMR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,M3L
RMEL,RMEL,URYVL,BAGL,URYDL,RIPL
IL2L,IL2L,IL1L,URYVL,OLLL,URBL
ALA,ALA,RID,CEPDR,URXR,CEPDL
CEPDR,CEPDR,URXR,ALA,RID,CEPDL
URXR,URXR,CEPDR,ASKR,SMDVR,ALA
URXL,URXL,CEPDL,SMDVL,ASKL,URXR
RMDVR,RMDVR,AVAR,SAAVR,AVER,BAGR
AVAR,AVAR,RMDVR,AVER,RMDR,AFDR
AVER,AVER,AVAR,RMDR,RMDVR,AFDR
RMDR,RMDR,AVER,AVAR,AWCR,AFDR
RMDVL,RMDVL,RIAL,RMDL,AVAL,SMDVL
