GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
IL2L,I2L,I1L,MCL,NSML,I1R
IL1L,I2L,NSML,MCL,I1L,I1R
IL2DL,IL2L,NSML,I2L,MCL,IL2DL
I2L,I2L,NSML,MCL,I1L,IL2VL
IL2VR,MCR,NSMR,I2R,I1R,IL2R
I2R,I2R,MCR,NSMR,I1R,I1L
IL2DR,IL2DL,MI,I3,IL2DR,M4
MCL,MCL,NSML,I2L,MCR,I1L
MCR,MCR,NSMR,I2R,I1R,MCL
NSML,NSML,MCL,I2L,IL2VL,M3L
NSMR,NSMR,MCR,I2R,I1R,M3R
MI,MI,I3,IL2DR,IL2DL,M4
I3,I3,MI,IL2DL,IL2DR,M4
M3L,M3L,NSML,IL2L,IL1L,IL2VL
URBL,IL2L,URBL,IL1L,OLLL,URYVL
M3R,M3R,NSMR,MCR,IL2R,I2R
M4,M4,IL1DL,URADR,I3,URADL
IL2VL,IL2VR,NSMR,IL1VR,IL2VL,IL1VL
IL2R,IL2DR,URADR,IL2R,IL1DR,I3
URYVL,URYVL,IL1L,URBL,IL2L,M3L
URADL,URADL,IL1DL,URYDL,OLLL,OLQDL
RIPL,URBL,IL1L,IL2L,URYVL,RIPL
URBR,IL2R,OLLR,URBR,IL1R,M3R
OLLR,OLLR,IL2R,URADR,URBR,IL1R
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
OLLL,OLLL,URBL,URYDL,RIPL,IL1L
IL1R,IL1R,IL2R,URBR,OLLR,URYVR
BAGL,URYVL,IL1L,URBL,RIPL,BAGL
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
IL1VR,IL1VR,IL1VL,IL2VR,URYVR,URAVR
URADR,URADR,OLLR,URYDR,IL1DR,URBR
URAVL,URAVL,URYVL,OLQVL,IL1VL,URBL
URYDL,URYDL,IL1DL,OLQDL,OLLL,URADL
CEPDL,URYDL,IL1DL,OLQDL,RIPL,OLLL
IL1VL,IL1VL,URYVL,URAVL,OLQVL,CEPVL
RIPR,RIPR,URBR,OLLR,URYDR,IL1R
OLQVL,OLQVL,URYVL,BAGL,URBL,RIPL
URYDR,URYDR,IL1DR,URADR,OLLR,OLQDR
URYVR,URYVR,OLQVR,URAVR,RIPR,BAGR
URAVR,URAVR,URYVR,OLQVR,IL1VR,URAVL
BAGR,RIPR,URBR,BAGR,RMER,OLLR
RMEL,RMEL,URYDL,RIPL,URBL,URYVL
OLQDL,OLQDL,URYDL,RMED,OLQDR,IL1DL
OLQDR,OLQDR,URYDR,OLQDL,IL1DR,OLLR
CEPVL,CEPVL,BAGL,OLQVL,URYVL,URAVL
OLQVR,OLQVR,BAGR,URYVR,CEPVR,URAVR
,CEPVL,BAGR,OLQVR,URAVL,OLQVL
RMED,RMED,OLQDL,OLQDR,URYDL,URYDR
,CEPVL,BAGR,OLQVR,URAVR,URAVL
RMER,RMER,RIPR,BAGR,URBR,URYDR
CEPVR,CEPVL,BAGR,CEPVR,RMEV,OLQVR
RMDVL,RMDVL,AVAL,RMDL,SAAVL,AVEL
RMEV,RMEV,CEPVL,RIH,RMDL,CEPVR
RMDVR,BAGR,RMER,RMDVR,SAAVR,AVAR
SIADR,CEPVR,BAGR,RMEV,OLQVR,RMDR
AIBR,RMDVR,RMER,SAAVR,SMDVR,RIAR
AVAL,AVAL,SAAVL,RMDVL,RIAL,AFDL
RIH,RMEV,CEPVL,RIH,CEPVR,RMDR
AVEL,AVAL,AVEL,RMDL,RMDVL,AFDL
SAAVL,SAAVL,RIAL,SMDVL,CEPDL,URXL
RID,RID,URXR,CEPDR,URXL,ALA
RIAL,RIAL,SAAVL,SMDVL,CEPDL,URXL
SMDVR,SAAVR,SMDVR,RIAR,RMDVR,RMER
AFDL,AFDL,AVAL,AWBL,RMDVL,SAAVL
RMDL,RMDL,AVEL,AWCL,RMDVL,AVAL
URXR,URXR,CEPDR,SMDVR,RID,RIAR
RIAR,SAAVR,RIAR,AVAR,RMDVR,SMDVR
AIBL,AVEL,RMDL,AFDL,AVAL,RMDVL
AVAR,AVAR,RMDVR,SAAVR,AFDR,RMDR
SAADL,RIH,SAADR,SAADL,RMEV,RMDR
ADFL,CEPDL,ASKL,URXL,SMDVL,RIAL
CEPDR,CEPDR,URXR,SMDVR,RIAR,ASKR
AWAL,AWAL,RIAL,ASKL,SAAVL,URXL
ASKR,RIAR,SMDVR,ASKR,SAAVR,CEPDR
ALA,ALA,URXL,URXR,CEPDL,CEPDR
SIBVL,RMEV,SAADL,SAADR,SIBVR,SIBDL
SMDVL,SMDVL,ASKL,CEPDL,RIAL,URXL
URXL,URXL,CEPDL,ALA,ASKL,URXR
