GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I1L,I2R,MCR,MI
AMSOL,I1L,I2L,I1R,MCL,MI
I1L,I1R,I1L,I2L,MCL,MCR
I1R,I1L,I1R,I2R,MCR,NSMR
IL2DL,I3,MI,IL2DL,MCL,I2L
I2L,I2L,NSML,MCL,M3L,I1L
I2R,I2R,NSMR,MCR,M3R,I1R
MCR,MCR,NSMR,I2R,MCL,M3R
MCL,MCL,NSML,I2L,MCR,M3L
MI,MI,I3,IL2DL,IL2DR,M4
NSML,NSML,I2L,MCL,IL2VL,M3L
NSMR,NSMR,MCR,I2R,M3R,IL2R
I3,I3,MI,IL2DL,IL2DR,M4
IL2L,IL2L,IL2DL,NSML,IL1L,I2L
IL2VR,IL2VR,NSMR,URYVR,I2R,IL1VR
IL2R,IL2R,IL1R,IL2DR,NSMR,I2R
IL1R,IL2R,IL1R,IL2DR,URADR,OLLR
IL2DR,IL2DR,IL2R,URADR,I3,IL1DR
M4,M4,I3,URADR,IL1DR,IL2DL
M3R,M3R,URYVR,IL1R,IL2R,NSMR
M3L,M3L,IL2VL,URYVL,NSML,IL1VL
URADL,URADL,OLLL,IL2DL,IL1DL,M4
URYVR,IL1R,URYVR,IL2R,URBR,OLLR
IL1VR,IL1VR,URYVR,IL1VL,IL2VR,URAVR
IL1L,IL1L,IL2L,URBL,RIPL,URYVL
IL1VL,IL1VL,IL1VR,IL2VL,URAVL,URYVL
URADR,URADR,URYDR,IL1DR,OLLR,IL2R
IL2VL,IL2VL,IL1VL,URYVL,URAVL,OLQVL
OLLR,OLLR,URBR,URYDR,IL1R,IL2R
IL1DR,IL1DR,URYDR,URADR,OLQDR,IL2DR
IL1DL,IL1DL,IL1DR,URADL,URYDL,IL2DL
URBR,URBR,OLLR,IL2R,IL1R,URYVR
OLLL,OLLL,URBL,RIPL,IL1L,URYDL
URYVL,URYVL,BAGL,RIPL,OLQVL,URAVL
OLQVR,OLQVR,URYVR,IL1R,URBR,BAGR
URBL,URBL,OLLL,RIPL,RMEL,IL1L
,OLQDR,URYDR,IL1DR,URADR,RMED
URYDL,URYDL,OLLL,RIPL,OLQDL,IL1DL
URYDR,OLQDR,URYDR,IL1DR,URADR,OLLR
RIPR,RIPR,URYDR,URBR,IL1R,OLLR
URAVR,URAVR,URYVR,OLQVR,BAGR,IL1VR
OLQDL,OLQDL,OLQDR,URYDL,RMED,IL1DL
RIPL,BAGL,RIPL,RMEL,URBL,OLQVL
URAVL,URAVL,OLQVL,BAGL,URYVL,CEPVL
RMEV,URAVR,OLQVR,URYVR,CEPVR,BAGR
OLQVL,OLQVL,BAGL,URYVL,RMEL,CEPVL
OLQDR,URYDR,OLQDR,RMED,IL1DR,OLQDL
RMED,RMED,OLQDR,URYDR,OLQDL,IL1DR
RMER,RMER,URYDR,RIPR,BAGR,OLQDR
RMEL,RMEL,RIPL,BAGL,RMDVL,URBL
BAGR,BAGR,OLQVR,URYVR,URAVR,RMER
CEPVL,CEPVL,BAGL,RMEV,OLQVL,CEPVR
CEPVR,CEPVR,OLQVR,URAVR,RMEV,BAGR
SIBVL,CEPVR,RMEV,OLQVR,URAVR,BAGR
,RMDVL,RMEL,SAAVL,RIAL,SMDVL
BAGL,CEPVL,RMEV,BAGL,RMDL,RMDVL
RMDVR,RMDVR,AVAR,SAAVR,BAGR,RMER
RID,RID,RMED,ALA,OLQDR,URXR
AVAL,AVAL,RMDVL,SAAVL,RIAL,SMDVL
SIADR,RMEV,RIH,CEPVR,CEPVL,SAADL
SAAVR,SAAVR,AVAR,RIAR,AFDR,RMDVR
RIMR,RIH,RMDR,CEPVR,RMEV,SAADR
RMDVL,RMDVL,AVAL,RMDL,AFDL,AVEL
SIADL,RMEV,RIH,RMDL,SAADL,AVEL
AVAR,AVAR,SAAVR,RMDVR,AFDR,RIAR
SAAVL,SAAVL,RIAL,AVAL,SMDVL,RMDVL
URXR,URXR,CEPDR,RIAR,SMDVR,ALA
ALA,ALA,CEPDR,RID,URXR,URXL
SIBVR,RMEV,AVER,RMDR,SIBDR,AVAR
URXL,URXL,CEPDL,SMDVL,RIAL,SAAVL
RIAR,RIAR,SMDVR,SAAVR,CEPDR,ADFR
RMDR,AVER,AVAR,RMDR,AFDR,RMDVR
AFDL,AFDL,AVAL,RMDVL,AVEL,SAAVL
RIAL,RIAL,SMDVL,SAAVL,CEPDL,URXL
CEPDR,CEPDR,RIAR,SMDVR,URXR,ASKR
ADFR,ADFR,RIAR,AFDR,SMDVR,SAAVR
RMDL,AVEL,RMDL,SIBDL,AWCL,AVAL
AVER,AVER,RMDR,AVAR,AFDR,AIBR
CEPDL,CEPDL,URXL,SMDVL,RIAL,ASKL
AFDR,AFDR,AVAR,RMDR,AVER,AWBR
AVEL,AVEL,AFDL,AVAL,RMDL,RMDVL
SAADL,SAADL,RMEV,SAADR,RMDL,SIBDL
ADFL,ADFL,RIAL,SMDVL,ASKL,SAAVL
AWBR,AWBR,AFDR,AVAR,ADFR,AVER
SMDVR,SMDVR,RIAR,ADFR,CEPDR,AWBR
SIBDL,RMDL,AWCL,SIBDL,AVEL,AFDL
RMDDL,AVEL,RMDL,SIBDL,AIBL,RMDDL
ASKR,ASKR,CEPDR,ADLR,SMDVR,RIAR
AIBR,RMDR,AIBR,AVER,AWCR,SIBDR
AWAR,AWAR,AWBR,ASGR,AFDR,ADFR
AWAL,AWAL,RIAL,ASKL,SMDVL,ADFL
SAADR,SAADR,RMDR,RMDDR,SIBDR,SIBVR
ASKL,ASKL,ADLL,CEPDL,URXL,ALA
AWCL,AWCL,RMDL,ASHL,SIBDL,ASEL
SIBDR,AWCR,SIBDR,ASHR,RMDR,AIBR
AWBL,AWBL,ASGL,ADFL,AFDL,AVHL
RMDDR,RMDDR,AIBR,SIBDR,AWCR,RMDR
SMDVL,SMDVL,ASKL,ADLL,CEPDL,RIAL
ASER,ASER,ASHR,AWBR,AWCR,AFDR
ASHL,ASHL,ASEL,AWCL,AWAL,AFDL
ASGR,ASGR,AWAR,AWBR,ASER,AFDR
ASGL,ASGL,AWAL,ADLL,ASIL,AVHL
SMDDL,AWCL,SIBDL,RMDDL,AIBL,RMHL
RIML,RMDDL,RMDDR,RMHL,RMHR,RMFL
AIBL,AIBL,AWCL,ASHL,SIBDL,ASEL
ADLR,ADLR,ASGR,ASKR,ASIR,AWAR
AVL,AIBR,RMDDR,SIBVR,AWCR,SIBDR
RIBR,ASHR,ASER,AWCR,AIBR,RIBR
RIH,RMDDR,RMFR,RMHR,SMBDR,RMFL
ASIR,ASGR,AWAR,ASIR,ASER,AWBR
ASEL,ASEL,AVHL,AVJL,ASGL,AWBL
RIBL,RIBL,AWCL,ASHL,ASEL,AVDL
AWCR,AUAR,AWCR,ASHR,RIBR,SIBDR
ADLL,ADLL,ASIL,ASKL,RIVL,I4
AVDR,AVDR,ASER,ASHR,AVBR,AVJR
RMHR,RMHL,SMBDL,RMHR,RMDDL,RMFL
AVHR,AVHR,ASGR,ASIR,ASER,RIVR
ASHR,AUAR,AWCR,ASJR,RIBR,ASHR
AUAL,AUAL,AWCL,RIBL,ASJL,AVDL
AVHL,AVHL,RIVL,ASIL,AVJL,ASGL
RMFR,RMFR,RMFL,SMBDR,SMBDL,RMHR
AVDL,AVDL,AVJL,AVHL,RIVL,ASIL
AIYR,SMBDR,ASJR,AUAR,RIMR,RIBR
AVJR,AVJR,AVDR,ASER,AVBR,RIBR
ASIL,AVBL,AVJL,ASEL,AVDL,AVHL
AUAR,AUAR,ASJR,RIMR,SMBDR,RIBR
AVBR,RIBR,ASJR,AUAR,AVBR,AVDR
AIAL,SMBDL,SMBDR,RMHL,RMHR,RMFL
RMHL,RIBL,ASJL,SMBDL,RMHL,RIML
AVJL,AVJL,RIVL,AVHL,ASIL,AINL
RIVL,RIVL,I4,ASIL,ADLL,AVHL
RMFL,RMFL,SMBDL,SMBDR,RMFR,SMBVL
AVBL,AVDL,AIZL,RIBL,ASJL,AINL
ASJL,ASJL,RIBL,AIZL,RICL,M2L
RIVR,RIVR,ASIR,AVHR,I4,M1
SIAVR,RICR,ASJR,SMBDR,SMBVR,RIMR
AINR,AINR,AVDR,AVJR,AVBR,ASIR
AINL,AINL,I6,AVJL,RIVL,ASIL
AIAR,SMBVR,SIAVR,AIAR,SMBDR,AIYR
SMBDL,SMBVL,SIAVL,SMBDL,RMFL,ASJL
RIR,SMBDR,SMBVR,RICR,SIAVR,AIAR
SMBVR,SMBVR,SIAVR,SMBDR,AIMR,AIAR
ASJR,ASJR,RICR,AIAR,I5,AIZR
AIZL,AIZL,AINL,AVJL,AVDL,I6
RICL,AIZL,RICL,FLPL,AINL,AVDL
AIZR,AIZR,RICR,FLPR,AVDR,M2R
SMDDR,AIAR,AIMR,RIS,SABVR,SIAVR
SMBVL,SIAVL,SMBVL,SIAVR,SMBVR,RIS
