GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,I1L,I3,MI,IL2DR
I2R,I2R,NSMR,MCR,I1R,I1L
I2L,I2L,I1L,NSML,MCL,I1R
MCR,MCR,I2R,NSMR,I1R,I1L
MCL,MCL,I1L,NSML,I2L,I1R
MI,MI,I3,I1L,I1R,MCL
NSMR,NSMR,I2R,MCR,M3R,IL2VR
NSML,NSML,I2L,MCL,I1L,M3L
I3,I3,MI,IL2DR,M4,I1L
IL2VR,IL2VR,NSMR,I2R,IL1VR,M3R
M3R,M3R,NSMR,IL1R,URYVR,IL2R
IL2DL,IL2DL,I3,MI,IL2L,URADL
M4,M4,I3,IL2DR,MCL,MCR
IL2R,IL2R,IL1R,URBR,OLLR,URADR
M3L,M3L,NSML,IL2VL,I2L,MCL
URBR,IL2DR,OLLR,URBR,URADR,IL2R
URYDR,IL2DR,URADR,URYDR,OLLR,IL1DR
IL2VL,IL2VL,M3L,NSML,IL1VL,I2L
URADR,URADR,OLLR,URYDR,IL1R,IL1DR
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
IL2L,IL2L,URADL,IL1L,OLLL,IL1DL
OLLR,OLLR,URBR,URYDR,IL1R,URADR
IL1VR,IL1VR,IL1VL,URYVR,OLQVR,IL1R
IL1R,URBR,IL1R,URYVR,IL2R,OLLR
URADL,URADL,IL1DL,OLLL,URYDL,IL2L
IL1VL,IL1VL,IL1VR,IL2VL,M3L,URYVL
IL1DL,IL1DL,IL1DR,URYDL,URADL,OLLL
OLLL,OLLL,URBL,URYDL,IL1DL,IL2L
RIPR,RIPR,URYDR,URBR,OLLR,URADR
IL1L,IL1L,IL2L,URBL,URYVL,OLLL
OLQDR,OLQDR,URYDR,IL1DR,OLLR,OLQDL
URYVR,URYVR,OLQVR,BAGR,RMER,URBR
URAVR,URAVR,OLQVR,URYVR,CEPVR,BAGR
URBL,URBL,OLLL,RIPL,IL1L,IL2L
URYDL,URYDL,IL1DL,OLLL,OLQDL,RMEL
BAGR,RMER,BAGR,URBR,RIPR,OLQVR
RMER,URYDR,RMER,OLQDR,OLLR,RIPR
URYVL,URYVL,OLQVL,IL1L,URAVL,URBL
URAVL,URAVL,URYVL,OLQVL,URAVR,IL1VL
RIPL,RIPL,URBL,RMEL,BAGL,IL1L
OLQDL,OLQDL,URYDL,OLQDR,IL1DL,RMED
RMEL,RMEL,URYDL,RIPL,OLQDL,OLLL
OLQVL,OLQVL,BAGL,URYVL,URAVL,CEPVL
OLQVR,BAGR,OLQVR,CEPVR,RMER,URAVR
CEPVR,OLQVR,BAGR,CEPVR,URYVR,RMER
RMED,RMED,OLQDR,URYDR,OLQDL,RMER
BAGL,BAGL,RMEL,RIPL,OLQVL,URBL
CEPVL,CEPVL,CEPVR,OLQVL,BAGL,URAVL
SMDDR,RMDVR,AVAR,RMDR,BAGR,CEPVR
RMDVR,RMDVR,AVAR,SAAVR,RIAR,SMDVR
SMDVR,SAAVR,RMDVR,SMDVR,RIAR,RMER
SIADR,RMEV,CEPVR,RIH,RMDR,AVAR
SAAVR,AVAR,AFDR,RMDVR,RMDR,SAAVR
RIAR,RIAR,SAAVR,SMDVR,URXR,CEPDR
AVAR,SAAVR,RMDVR,AVAR,AFDR,RIAR
RID,RID,URXR,CEPDR,ALA,URXL
RMEV,CEPVR,RIH,RMEV,CEPVL,RMDL
URXR,URXR,CEPDR,RID,URXL,ALA
RMDVL,RMDVL,AVAL,SAAVL,RIAL,RMEL
ADFR,SMDVR,ADFR,RIAR,SAAVR,ASKR
SAAVL,SAAVL,RIAL,URXL,CEPDL,SMDVL
CEPDR,CEPDR,URXR,ASKR,ALA,SMDVR
RMDR,RMDR,AVER,AVAR,AFDR,AWCR
AVER,AVER,RMDR,AFDR,AVAR,RMDVR
ASKR,ASKR,URXR,CEPDR,RIAR,ALA
CEPDL,CEPDL,URXL,SMDVL,RIAL,ALA
AFDR,AFDR,ADFR,RIAR,AWBR,AVAR
SIBVR,RIH,RMEV,SAADR,SIBVR,SAADL
AVAL,AVAL,RIAL,SAAVL,RMDVL,SMDVL
ALA,ALA,URXR,URXL,RID,CEPDL
URXL,URXL,CEPDL,URXR,ALA,SMDVL
RIR,RMEV,RIH,RMDL,AVEL,SAADL
RIAL,RIAL,URXL,SMDVL,CEPDL,SAAVL
