GT,Top1,Top2,Top3,Top4,Top5
CEPVR,CEPVR,RMEV,CEPVL,URAVR,OLQVR
CEPVL,CEPVL,BAGL,CEPVR,URAVL,OLQVL
IL1VR,IL1VR,URAVR,IL1VL,OLQVR,CEPVR
IL1VL,IL1VL,IL1VR,URAVL,URYVL,OLQVL
OLQVR,OLQVR,IL1VR,URAVR,URYVR,URBR
OLQVL,OLQVL,URYVL,BAGL,URBL,RIPL
URYVR,URYVR,IL1R,OLQVR,URAVR,URBR
IL2VR,IL2VR,IL1VR,IL1VL,URAVR,URYVR
IL2VL,IL2VL,NSML,IL1VL,I2L,MCL
RMER,RMER,RIPR,BAGR,URBR,OLQVR
BAGR,BAGR,RIPR,OLQVR,URAVR,URBR
RMEL,RMEL,URBL,RIPL,URYVL,BAGL
OLQDR,OLQDR,URYDR,IL1DR,RMED,OLLR
OLQDL,OLQDL,URYDL,RMED,URBL,OLQDR
URYDR,URYDR,IL1DR,URADR,OLLR,OLQDR
IL1DR,IL1DR,URADR,URYDR,IL1DL,IL2DR
IL1DL,IL1DL,URADL,IL1DR,URYDL,OLQDL
OLLR,OLLR,IL1R,IL2R,URBR,URADR
OLLL,OLLL,URADL,URBL,IL2L,URYDL
IL2R,IL2R,IL1R,URBR,OLLR,RIPR
IL2DR,MI,IL2DR,I3,M4,MCR
IL2DL,IL2DL,URADL,IL2L,M4,I3
URADR,URADR,M4,IL2DR,OLLR,IL1DR
URYDL,URYDL,URBL,RIPL,RMEL,URADL
RMED,RMED,RID,OLQDR,OLQDL,URYDR
M3R,M3R,IL1R,NSMR,IL1VR,IL2VR
M3L,M3L,URYVL,NSML,IL2L,IL1L
I2R,I2R,MCR,NSMR,I1R,MCL
I3,I3,MI,M4,IL2DR,IL2DL
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
RMDVR,RMDVR,AVAR,SAAVR,RMDR,RMER
AVAR,RMDVR,AVAR,AVER,RMDR,AFDR
AVER,AVER,AVAR,RMDR,RMDVR,AFDR
ALA,ALA,URXR,CEPDR,RID,URXL
CEPDR,CEPDR,URXR,ASKR,RID,ALA
CEPDL,CEPDL,URXL,SMDVL,ASKL,RIAL
URXR,URXR,CEPDR,ASKR,RID,SMDVR
URXL,URXL,CEPDL,URXR,RIAL,SMDVL
SAAVR,SAAVR,AVAR,RIAR,RMDVR,RMER
SAAVL,SAAVL,RIAL,SMDVL,AFDL,AVAL
RMDR,AVAR,RMDR,AVER,RMDVR,AFDR
RMDVL,RMDVL,RIAL,AVAL,SAAVL,AFDL
AVAL,AVAL,RIAL,AFDL,SAAVL,RMDL
AVEL,AVEL,RMDL,AFDL,RIAL,AVAL
RMDL,RMDL,AVEL,AFDL,AWCL,AVAL
RMDDR,RMDR,AVER,AWCR,AIBR,SIBDR
RMDDL,RMDDL,SMDDL,RMFL,RMDDR,SMBDL
AIBR,AIBR,AVER,RMDR,AWCR,SIBDR
AUAR,AUAR,AWCR,AVDR,ASHR,RIBR
AUAL,AUAL,AIBL,AVDL,ASEL,AWCL
AFDR,AFDR,AVAR,AWBR,ADFR,AVER
AWBR,AWBR,ASGR,ADFR,ASKR,RIVR
ASHR,ASHR,AWCR,AWBR,ASER,AWAR
RIMR,RIBR,AVDR,RIMR,AIBR,AVBR
AVDR,AVDR,AIZR,FLPR,RICR,AINR
AIZR,RICR,AIZR,I5,SMBVR,RICL
AINR,AINR,AVDR,AIZR,FLPR,AVJR
AVJR,AVJR,AVDR,RIVR,AINR,AVHR
ASER,ASER,AVDR,RIBR,AVJR,AVHR
FLPR,FLPR,AIZR,RICR,I5,ADER
VD2,VB3,VD2,VA2,DA1,DD1
,URBR,RIPR,IL1R,OLLR,RMER
RMEV,RMEV,RIH,CEPVR,CEPVL,SAADL
,IL1L,IL2L,URBL,URYVL,RIPL
,URYVL,URAVL,IL1L,URBL,IL1VL
,NSMR,MCR,I2R,IL2VR,MCL
,SAADR,SAADL,RMEV,AVER,RMDL
,SAADL,RIH,RMEV,RMDL,SAADR
,RMDL,SIBDL,SAADL,SMDDL,AIBL
,RMDDR,RMFR,AWCR,RMDR,SMBDR
,SMBDL,RMFR,SMBDR,RMFL,RMDDR
,SMBDR,SMBVR,ASJR,RMFR,RIMR
,SMBDR,SMBVR,SMBDL,RMFR,ASJR
,ASJR,SMBVR,AIZR,AIYR,SIAVR
,SMBDR,RMFR,SMBDL,RMFL,RIBR
,RIML,AVDL,AIZL,ASJL,RIBL
,FLPL,AVDL,AIZL,RICL,AINL
,AINL,I6,AVJL,AVDL,M5
,AVHR,RIVR,AVJR,AINR,AVDR
,ASGR,ASIR,RIVR,AVHR,AWBR
,SMDVR,RIAR,CEPDR,URXR,ASKR
,RIAR,SMDVR,RMDVR,SAAVR,AVAR
,AWAR,ASGR,AWBR,ASKR,ADFR
