GT,Top1,Top2,Top3,Top4,Top5
I2R,I2R,I1R,NSMR,MCR,I1L
I2L,I2L,I1L,NSML,MCL,I1R
MCR,MCR,I1R,I2R,NSMR,I1L
MCL,MCL,I1L,I2L,NSML,I1R
MI,MI,I3,I1L,I1R,MCR
NSMR,NSMR,I2R,MCR,I1R,M3R
NSML,NSML,I2L,MCL,I1L,M3L
I3,I3,MI,M4,IL2DR,I1L
IL2R,IL2R,IL2DR,MCR,NSMR,URADR
,I2R,NSMR,MCR,M3R,IL2R
M3L,M3L,NSML,I2L,MCL,I1L
M4,M4,I3,MCR,MCL,MI
M3R,M3R,NSMR,MCR,I2R,IL2R
IL2L,IL2L,IL1L,IL2DL,I2L,M3L
IL2DL,IL2DL,URADL,IL2L,IL1DL,I3
IL2DR,URADR,IL2DR,IL2R,IL1DR,URYDR
IL2VL,IL2VL,IL1VL,IL1VR,IL2VR,M3L
IL2VR,IL2VR,NSMR,URYVR,IL1VR,M3R
URBR,IL2R,URBR,OLLR,IL1R,URADR
URADR,URADR,OLLR,IL2R,URYDR,IL2DR
IL1L,IL1L,IL2L,OLLL,M3L,URADL
IL1VL,IL1VL,IL1VR,IL2VL,M3L,URYVL
OLLR,OLLR,URBR,IL2R,URYDR,URADR
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLQDR
IL1R,IL1R,URYVR,URBR,OLLR,IL2R
IL1DL,IL1DL,URADL,IL1DR,URYDL,OLLL
URYDR,URYDR,URADR,OLLR,OLQDR,IL1DR
OLLL,OLLL,URBL,URYDL,URADL,IL1L
IL1VR,IL1VR,URYVR,OLQVR,IL1VL,IL1R
URYVL,URYVL,IL1L,URBL,OLQVL,URAVL
URADL,URADL,URYDL,IL1DL,OLLL,OLQDL
URYVR,URYVR,BAGR,URBR,IL1R,OLQVR
RIPR,URYDR,OLQDR,URADR,OLLR,IL1DR
URBL,URBL,OLLL,RIPL,URYVL,OLQVL
URAVL,URAVL,URAVR,URYVL,CEPVL,IL1VL
BAGR,RIPR,URBR,BAGR,OLLR,URYDR
URAVR,URAVR,URYVR,OLQVR,CEPVR,URAVL
OLQDR,OLQDR,URYDR,IL1DR,OLQDL,OLLR
URYDL,URYDL,OLQDL,OLLL,RMEL,RIPL
RIPL,RIPL,URBL,RMEL,URYDL,BAGL
OLQVL,OLQVL,BAGL,CEPVL,URYVL,URAVL
OLQDL,OLQDL,URYDL,OLQDR,IL1DL,RMED
OLQVR,OLQVR,BAGR,CEPVR,URYVR,URAVR
RMER,RMER,BAGR,RIPR,URBR,URYDR
RMEL,RMEL,BAGL,RIPL,RMDVL,URYDL
BAGL,BAGL,CEPVL,OLQVL,URAVL,RMEL
RMED,RMED,OLQDR,OLQDL,RID,URYDR
CEPVR,CEPVR,BAGR,CEPVL,OLQVR,RMEV
CEPVL,CEPVL,CEPVR,BAGL,RMEV,OLQVL
RMDVR,RMDVR,BAGR,RMER,SAAVR,AVAR
RIH,RMEV,CEPVL,CEPVR,RIH,RMDL
RID,RID,CEPDL,URXL,URXR,ALA
SAAVR,SAAVR,RIAR,SMDVR,CEPDR,AFDR
URXR,CEPDR,URXR,ASKR,RIAR,SMDVR
RMDVL,RMDVL,AVAL,SAAVL,AFDL,RIAL
RIAR,RIAR,SAAVR,RMDVR,AVAR,SMDVR
AVAR,AVAR,AFDR,RMDVR,SAAVR,RMDR
SIADL,RMEV,RIH,RMDR,CEPVR,SAADR
AFDR,AFDR,AVAR,SAAVR,RIAR,RMDVR
,SMDVR,CEPDR,RIAR,ASKR,URXR
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
SAAVL,SAAVL,AVAL,AFDL,RIAL,RMDVL
URXL,URXL,CEPDL,SMDVL,ALA,ASKL
AVAL,AVAL,AFDL,AVEL,RMDL,RMDVL
ALA,ALA,CEPDL,URXL,ASKL,SMDVL
RMDR,RMDR,AVER,AVAR,AFDR,SIBDR
RMEV,SAADL,RMEV,SAADR,RIH,RMDL
RIAL,RIAL,SMDVL,SAAVL,ADFL,ASKL
AWBR,ADFR,AWBR,AFDR,RIAR,SAAVR
AFDL,AFDL,AVAL,AVEL,AWBL,RMDL
RMDL,RMDL,AVEL,AVAL,AFDL,SIBDL
SIBDR,SIBDR,RMDR,AWCR,AVER,AFDR
SMDVL,SMDVL,ASKL,CEPDL,RIAL,URXL
ASKR,ASKR,ADLR,CEPDR,URXR,RIAR
AVER,AVER,RMDR,AIBR,AFDR,AVAR
CEPDL,CEPDL,ASKL,URXL,SMDVL,ADLL
AWAR,AWAR,AFDR,AWBR,AVER,ASGR
ASHR,ASHR,AFDR,AWCR,AWBR,RMDR
AWAL,AWAL,ADFL,ASGL,ASKL,AWBL
ASHL,AFDL,AWBL,AWCL,AWAL,ASHL
AVEL,AVEL,RMDL,AFDL,AIBL,SIBDL
AWCR,AWCR,ASHR,RMDR,SIBDR,AFDR
SIBDL,SIBDL,AWCL,RMDL,AIBL,AVEL
