GT,Top1,Top2,Top3,Top4,Top5
RMER,RMER,BAGR,RIPR,URBR,URAVR
RMEL,RMEL,BAGL,RIPL,URBL,URYDL
RMEV,RMEV,RIH,CEPVR,RMDR,SAADR
RMED,RMED,RID,OLQDR,OLQDL,URYDR
CEPVR,CEPVR,BAGR,OLQVR,CEPVL,RMDR
CEPVL,CEPVL,BAGL,CEPVR,OLQVL,URAVL
OLQDR,OLQDR,URYDR,IL1DR,URBR,OLLR
OLQDL,OLQDL,URYDL,RMED,OLLL,IL1DL
IL1DR,IL1DR,URADR,URYDR,OLLR,URBR
IL1DL,IL1DL,URADL,IL1DR,URYDL,IL1L
OLQVR,OLQVR,BAGR,URBR,URAVR,RIPR
OLQVL,OLQVL,BAGL,RIPL,URAVL,URYVL
IL1VL,IL1VL,URAVR,IL1VR,CEPVR,BAGR
IL1VR,IL1VR,IL1VL,URAVR,IL2VR,IL1R
OLLR,OLLR,URBR,IL1R,IL2R,URADR
OLLL,OLLL,IL2L,URADL,IL1L,URYDL
IL2DR,IL2DR,IL2R,M4,MI,MCR
IL2DL,IL2DL,URADL,IL2L,MI,M4
IL2VR,IL2VR,IL1VR,NSMR,I2R,M3R
IL2VL,IL2VL,IL1VL,URAVL,IL1L,IL2L
URYVR,URYVR,URBR,IL1R,BAGR,RIPR
URYDR,URYDR,IL1DR,URBR,RIPR,OLLR
URYDL,URYDL,URADL,OLLL,RIPL,RMEL
I2R,I2R,NSMR,MCR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,MCR
I3,I3,MI,MCR,M4,MCL
I1R,I1R,I1L,MCR,I2R,I2L
I1L,I1L,I1R,I2L,MCL,NSML
IL2R,IL1R,IL2R,URBR,NSMR,RIPR
ALA,ALA,RID,CEPDL,CEPDR,URXR
CEPDR,CEPDR,SMDVR,URXR,RIAR,ASKR
URXR,URXR,CEPDR,RID,SMDVR,RIAR
URXL,URXL,CEPDL,URXR,SMDVL,RID
SAAVR,SAAVR,AVAR,RMDVR,SMDVR,RIAR
SAAVL,SAAVL,SMDVL,RIAL,AFDL,CEPDL
RMDVR,RMDVR,AVAR,RMDR,SAAVR,AVER
AVAR,AVAR,RMDVR,RMDR,AVER,AFDR
AVER,AVER,RMDR,AVAR,AFDR,ASHR
RMDVL,RMDVL,RMDL,AVAL,AFDL,SMDVL
AVAL,AVAL,RMDL,AFDL,AVEL,AWBL
AVEL,AVEL,RMDL,AFDL,AWBL,AVAL
AIBR,AIBR,RMDR,AVER,RMDDR,SIBDR
AUAR,AUAR,ASHR,AWCR,AVDR,RIBR
AFDR,AFDR,AVAR,AVER,RIAR,ADFR
RIMR,RIBR,AVDR,RIMR,ASHR,AIZR
AVDR,AVDR,AVJR,AVBR,RIBR,AINR
RIML,RIML,RIBL,ASJL,AVBL,AVDL
AVDL,AVDL,AVJL,AVBL,AINL,ASEL
AWBR,AWBR,ASGR,ADFR,AWAR,SMDVR
AWAR,AWAR,ASGR,AWBR,ASHR,ASER
ASHR,AWCR,RMDR,ASHR,AWBR,AVER
ASER,ASER,AVJR,AVHR,ASGR,AVDR
AIBL,AIBL,AWCL,RMDL,ASHL,SIBDL
RMDDR,RMDDR,RMDR,AIBR,SIBDR,SIBVR
RMDDL,RMDDL,AWCL,RMDL,SIBDL,SMDDL
AIZL,AIZL,RICL,AVBL,AVJL,AINL
AINR,AINR,AVJR,ASIR,AVDR,M2R
AINL,AINL,I6,AVJL,RIVL,ASIL
FLPR,AIZR,FLPR,RICR,ADER,AVDR
FLPL,FLPL,RICL,ADEL,ADAL,RMGL
DD1,DD1,AVG,AS1,VD2,DA1
VD1,VD2,VB3,VA2,DD1,DA1
VD2,VB3,VD2,VA2,DA1,DD1
,URADR,IL1DR,URYDR,OLLR,IL2R
,URBL,RIPL,BAGL,IL1L,IL2L
,IL1L,IL2L,URBL,URADL,RIPL
URYVL,URYVL,IL1L,URAVL,BAGL,URBL
M3R,M3R,NSMR,IL2R,MCR,I2R
M3L,M3L,NSML,IL2L,MCL,I2L
,RMDL,SAADL,SIBDL,AVEL,SAADR
,SAADR,SAADL,RIH,SIBVR,SIBVL
,RMFR,RMFL,RMDDR,RMDDL,SMDDL
,SMBDL,RMDDL,SMDDL,RMFL,RMHL
,ASJR,SMBDR,RIMR,SMBVR,AUAR
,SMBDR,SMBDL,RMFR,RMFL,SMBVR
,SMBVL,RICL,SIAVL,SMBDL,ASJL
,AIAR,AIMR,RIS,SMBVR,AVL
,RICR,FLPR,AIZR,ADER,AIMR
AUAL,AUAL,AWCL,ASHL,RIBL,AIBL
,RIVR,I4,M1,ASIR,AVJR
,RIAL,SMDVL,CEPDL,URXL,ASKL
,RIVL,ADLL,ASIL,AVHL,ASKL
,SMBDL,SMBDR,ASJR,SMBVR,AVL
,SMBVR,SIAVR,RICR,ASJR,SMBDR
,ADLR,ASGR,ASIR,ASKR,RIVR
,AVHR,AVJR,RIVR,ASGR,ASIR
,ASGL,ASIL,ADLL,AVHL,RIVL
,AWAL,AWBL,ASGL,ADLL,AFDL
,AIML,VB2,RIS,AIMR,SABVR
,ADEL,ADAL,FLPL,RMGL,AIML
,M1,ADER,ADAR,FLPR,RMGR
,VB2,AIML,RIS,ADAL,SABVL
,RMGL,ADAL,AVKL,SABVL,VB2
,DB2,VB2,VB1,VA1,AVFL
,VB2,AVFR,AVFL,DB2,VB1
,AQR,RMGR,ADAR,ADER,FLPR
,VB1,VA1,RIGL,DB2,VB2
,VA1,SABD,VB1,RIFR,DB2
