GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,NSML
IL1VL,I2L,NSML,MCL,I1L,I1R
I2R,I2R,NSMR,MCR,I1R,I1L
I2L,I2L,NSML,MCL,I1L,I1R
MCL,MCL,I2L,NSML,MCR,I1L
MI,MI,I3,IL2DL,M4,IL2DR
NSMR,NSMR,I2R,MCR,I1R,IL2VR
MCR,MCR,NSMR,I2R,MCL,I1R
NSML,NSML,I2L,MCL,I1L,M3L
I3,I3,MI,IL2DL,M4,IL2DR
IL2VR,IL2VR,NSMR,I2R,MCR,IL1VR
IL2DR,IL2R,NSMR,IL1R,MCR,I2R
IL1VR,IL1VR,IL2VR,NSMR,IL1VL,I2R
M4,M4,I3,IL2DL,URADR,IL1DL
M3R,M3R,NSMR,IL2VR,I2R,MCR
M3L,M3L,NSML,IL2VL,I2L,MCL
IL2L,IL2L,IL1L,NSML,OLLL,IL2DL
IL2R,IL2DR,URADR,IL1DR,OLLR,IL2R
IL2DL,IL2DL,IL1DL,URADL,URYDL,OLLL
IL1R,IL1R,OLLR,IL2R,URBR,URYVR
URADL,URADL,OLLL,IL1DL,URYDL,IL2DL
IL1L,IL1L,IL2L,OLLL,URYVL,IL1DL
IL2VL,IL1VL,IL2VL,URAVL,URYVL,NSML
URADR,URADR,OLLR,URYDR,IL1DR,URBR
URYDR,IL1DR,URYDR,URADR,OLLR,URBR
OLLL,OLLL,URBL,URYDL,URADL,IL1DL
URAVL,URAVL,URYVL,IL1VL,OLQVL,IL2VL
URYVR,URYVR,URBR,IL1R,RIPR,URAVR
URBR,OLLR,URBR,URYDR,RIPR,RMER
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
URYVL,URYVL,URAVL,RIPL,IL1VL,OLQVL
IL1DR,URYDR,IL1DR,OLLR,OLQDR,URADR
URYDL,URYDL,IL1DL,OLLL,OLQDL,RMEL
URAVR,URAVR,URYVR,OLQVR,IL1VR,BAGR
URBL,URBL,OLLL,RIPL,RMEL,URYDL
RIPL,RIPL,URBL,URYVL,BAGL,RMEL
RIPR,RIPR,URYDR,RMER,URBR,OLLR
BAGR,BAGR,RIPR,URBR,RMER,OLQVR
OLQDR,OLQDR,URYDR,IL1DR,OLQDL,RMED
