GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,DA1,VD2,AS1
,VB3,VA2,VD2,DA1,DD1
,VB3,VA2,VD2,DD1,AS1
,VA2,VD2,VB3,DD1,DA1
,VA2,VB3,VD2,AS1,DA1
,VA2,DA1,VD2,DB1,SABD
,AS1,SABD,DA1,VD2,DD1
,RIGR,VD2,DB1,SABD,DA1
,DA1,SABD,AS1,DD1,AVG
RMGL,RMGL,AS1,ADAL,RIGL,DD1
,DD1,VD2,AVG,RIGR,RIGL
,SABD,DD1,RIGL,DB1,AVG
,AVG,SABD,DB1,RIGL,DD1
,RIGL,AVG,VD1,VB1,RIGR
,VB1,VA1,RIGL,DB1,RIGR
ADAL,ADAL,RMGL,RIGL,RIGR,VB1
,RIFR,DB1,AVG,VA1,VB1
,VA1,VB1,DB1,RIGL,DB2
,ADAL,RMGL,VB1,VA1,AVKL
,VA1,VB1,RIFR,DB2,VB2
M5,M5,ADAL,RMGL,I6,ADEL
,RMGR,ADAR,AQR,RIFR,DB2
,DB2,VB2,VB1,AVFL,RIFL
ADEL,ADEL,ADAL,FLPL,RMGL,AIML
,AVFL,VB2,DB2,AVFR,AIML
,AQR,ADAR,VB2,DB2,RIFR
,M1,I4,M5,I6,ADER
,ADAR,AQR,RMGR,ADER,VB2
,SABVL,SABVR,RIS,AQR,VB2
,VB2,AIML,RIS,SABVL,SABVR
,SABVR,SABVL,RIS,AQR,VB2
M1,ADER,FLPR,M1,ADAR,RMGR
I6,M5,I6,I4,AINL,M1
,AIML,AIYL,VB2,RIS,SABVL
FLPL,FLPL,RICL,AIZL,ADEL,ADAL
,I6,AINL,M5,FLPL,AIZL
,RIS,SABVR,AQR,FLPR,SIAVR
,RIS,SABVR,SIAVR,AIAR,VB2
,RICL,FLPL,AIZL,ADEL,I5
,AQR,FLPR,I5,RICR,ADER
,ADER,FLPR,ADAR,AQR,RICR
,I4,M1,I6,M5,M2R
,FLPR,RICR,ADER,AIZR,AQR
,RICR,AIZR,FLPR,AIMR,I5
,AIMR,AIAR,RICR,SIAVR,SMBVR
,AIZR,RICR,FLPR,ADER,M2R
,AIZL,RICL,AINL,AVDL,AVJL
,I6,M2L,AIZL,AINL,AVJL
,SMBVL,SIAVL,SMBDL,SMBVR,AIAL
,AINL,AVDL,AIZL,AVJL,AVBL
,SIAVL,I5,SIAVR,SMBVR,RICR
,ASJR,RICR,SMBVR,AIYR,AIAR
,AIAR,SMBVR,AIYR,SMBDR,AVL
AVDL,AVDL,AINL,AVJL,AVBL,AVHL
,AVL,SMBVR,ASJR,SMBDR,RIMR
AVJL,AVJL,AINL,AVDL,AVHL,ASIL
,ASJL,AUAL,SMBDL,RIML,RMFL
,SMBVR,ASJR,SMBDR,AUAR,RIMR
,SMBDL,RMFL,SMBVL,RMFR,RMHL
,AINR,AVDR,AVJR,AIZR,AVBR
,RIBL,ASJL,AUAL,AVBL,ASHL
RIVL,RIVL,I4,ASIL,AVHL,AVJL
,AVBL,AVDL,RIBL,ASEL,AVJL
,RIBR,AUAR,RIMR,ASJR,RMDDR
,SMBDL,RMDDL,RMFL,AUAL,RMHL
,RMFR,SMBDR,RMFL,SMBDL,RMDDR
,RMDDL,SMBDL,AUAL,RMFL,RMHL
,ASGL,AVJL,ASIL,AVHL,ASEL
AVHL,AVHL,ASGL,AVJL,ASIL,RIVL
,AUAR,RIBR,ASJR,ASHR,AWCR
,SMBDR,RMDDR,RMFR,RMFL,RMHR
,ASEL,AWBL,ASGL,AVHL,AVJL
AVDR,AVDR,AINR,AVJR,AVBR,AVHR
,SMBDR,AUAR,RMFR,RMDDR,AWCR
,ASIL,ASGL,ADLL,AVHL,RIVL
RIVR,RIVR,ASIR,AVHR,AVJR,ADLR
AVJR,AVJR,AVHR,RIVR,ASIR,AVDR
,ASHL,AWCL,AIBL,AUAL,SIBDL
,RMFR,RMFL,SIBVL,SAADL,RMDDL
,AWCL,SIBDL,AIBL,RMDDL,ASHL
,AIBL,ASHL,AWCL,ASEL,AWAL
,SIBDL,AWCL,RMDDL,AIBL,RMDL
,AWBL,ASEL,ASGL,AWAL,AFDL
,RMDDR,RMFR,SAADL,SAADR,RMFL
,ASGL,AWAL,AWBL,ADFL,ADLL
AVHR,AVHR,ASER,ASGR,ASIR,RIVR
,ADLR,ASIR,ASKR,ASGR,RIVR
,ADLL,ASKL,ASGL,ASIL,SMDVL
,ASHR,AWCR,AIBR,AUAR,SIBDR
,AWCR,SIBDR,RMDDR,AIBR,SIBVR
,AWAR,ASGR,ASER,ASHR,AWBR
,ADLL,ADFL,AWBL,SMDVL,ASGL
,AVEL,AFDL,AWCL,RMDL,AWBL
,SAADL,SAADR,RMEV,RMDDR,RIH
,SAADR,SAADL,RMDDL,RMEV,SIBVL
,ADLR,ASIR,ASGR,AVHR,AWAR
,ASGR,ADLR,AWAR,ASIR,AWBR
,AVEL,AFDL,RMDL,AIBL,SIBDL
,ASER,AWBR,AFDR,AWAR,ASGR
,AIBR,AWCR,SIBDR,ASHR,AVER
,AFDL,AWBL,RIAL,ADFL,AVAL
