GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I2R,MCR,NSMR,I1L
AMSOL,I1L,I1R,I2L,MCL,MI
I1R,I1R,I1L,I2L,MCR,I2R
IL2VL,IL2DL,MI,I3,MCL,M4
I2L,I1L,I2L,NSML,MCL,I1R
I1L,I2R,MCR,NSMR,I1R,I1L
I2R,MCL,I1L,I2L,I1R,NSML
MCL,MCR,MCL,NSML,I2R,NSMR
MI,MI,I3,MCR,IL2DL,MCL
NSML,MCL,MCR,NSML,I2L,I2R
IL2L,MCL,NSML,IL2L,IL2DL,I2L
I3,I3,MI,IL2DL,IL2DR,M4
IL2VR,NSML,IL2VL,MCL,I2L,I2R
M4,M4,I3,IL2DL,URADL,MI
M3R,NSMR,M3R,I2R,MCR,IL2R
MCR,NSMR,M3R,MCR,I3,I2R
NSMR,M3R,NSMR,I2R,MCR,M3L
M3L,M3L,M3R,NSML,IL2VL,MCL
IL2R,IL2R,IL2DR,IL1R,NSMR,M3R
IL1L,IL2L,IL1L,OLLL,M3L,IL2DL
IL1VL,IL1VL,IL2VL,IL1VR,M3L,NSML
IL2DL,IL2DR,URADR,M4,IL1DR,I3
URBL,URBL,IL1L,OLLL,URYVL,IL2L
IL1R,IL1R,IL2R,OLLR,URBR,M3R
URADL,URADL,OLLL,URYDL,IL1DL,IL1L
IL2DR,IL2VR,IL1VR,URYVR,M3R,URAVR
URYVR,URYVR,M3R,IL1R,URBR,OLLR
IL1DL,IL1DL,URYDL,IL1DR,URADL,OLLL
OLLL,OLLL,URBL,URYDL,IL1L,URYVL
URADR,URADR,URYDR,OLLR,IL1DR,URBR
URAVL,URAVL,URYVL,IL1VL,OLQVL,IL1L
IL1DR,IL1DR,URYDR,URADR,OLLR,OLQDR
OLLR,OLLR,URYDR,URBR,URADR,IL1DR
OLQVL,OLQVL,URYVL,URBL,URAVL,IL1VL
URYDL,URYDL,OLLL,RIPL,URBL,RMEL
URBR,URBR,OLLR,URYVR,RIPR,OLQVR
IL1VR,IL1VR,URYVR,OLQVR,URAVR,IL1VL
URAVR,URAVR,URYVR,OLQVR,IL1VR,URBR
URYDR,URYDR,OLLR,IL1DR,RMER,OLQDR
OLQDL,OLQDL,URYDL,RMED,RMEL,RIPL
OLQDR,OLQDR,URYDR,RMED,OLQDL,RMER
RIPR,RIPR,BAGR,URBR,RMER,OLQVR
OLQVR,OLQVR,URYVR,URAVR,BAGR,URBR
BAGL,BAGL,OLQVL,URYVL,URAVL,RIPL
RMEL,RMEL,RIPL,URYDL,BAGL,URBL
RMER,RMER,URYDR,RIPR,BAGR,OLQDR
RIR,BAGR,RIPR,OLQVR,RMER,URBR
RMDVL,RMDVL,BAGL,RMEL,OLQVL,RIPL
RMED,RMED,RID,OLQDR,URXR,CEPDR
CEPVR,CEPVR,OLQVR,BAGR,URYVR,URAVR
URYVL,CEPVL,BAGL,OLQVL,URYVL,RMEL
CEPVL,CEPVL,OLQVL,BAGL,CEPVR,URYVL
BAGR,CEPVR,OLQVR,BAGR,URAVR,RMER
RMDVR,RMDVR,RMER,BAGR,SAAVR,AVAR
SMDVL,SAAVL,RIAL,SMDVL,RMDVL,URXL
RMEV,RMEV,CEPVL,CEPVR,RIH,RMDL
CEPDL,CEPDL,URXL,RID,ALA,SMDVL
URXL,URXL,CEPDL,URXR,SMDVL,RIAL
AVAL,AVAL,RMDVL,AFDL,SAAVL,RMDL
RIAL,RIAL,SAAVL,SMDVL,ADFL,RMDVL
SAAVR,AVAR,SAAVR,RMDVR,AFDR,RMDR
URXR,URXR,RID,ALA,URXL,CEPDR
AVAR,SAAVR,AVAR,AFDR,RIAR,AVER
SMDVR,SMDVR,RIAR,SAAVR,ASKR,ADFR
RIAR,RIAR,SAAVR,SMDVR,ADFR,ASKR
ASKL,SMDVL,ASKL,RIAL,ADLL,ADFL
RMDDR,RMEV,RMDR,CEPVR,AVER,RIH
SIADR,RMEV,RIH,SAADL,CEPVR,CEPVL
AFDL,AFDL,RMDL,RMDVL,AWCL,AVEL
SIBVR,AVER,AFDR,RMDR,RIAR,AVAR
ASKR,ASKR,RIAR,SMDVR,ADFR,ADLR
CEPDR,CEPDR,ASKR,ALA,URXR,SMDVR
