GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,DD1,DA1
,VB3,VA2,AS1,DA1,VD2
,VB3,VA2,VD2,DD1,DA1
RIGL,VB3,VA2,VD2,AS1,DA1
,DA1,VA2,VD2,SABD,AS1
,VA2,DA1,VD2,AS1,VB3
,VD2,AVG,DA1,DD1,VA2
RIGR,AS1,VD2,RIGR,DA1,VA2
,VD2,DD1,AVG,DA1,SABD
VA1,DB1,AS1,DD1,RIGL,DA1
VB1,RIGL,DB1,VB1,DD1,SABD
,SABD,AS1,DB1,DA1,AVG
,SABD,AS1,AVG,DD1,DB1
,DB1,SABD,VA1,RIGL,AVG
RMGR,AVG,RMGR,SABD,RIGR,DD1
,VA1,RIGL,VB1,DB1,DB2
,DD1,VD1,RIGL,AVG,VB1
ADAR,ADAR,RMGR,AQR,ADER,VB1
AQR,RMGR,AQR,ADAR,RIFR,VA1
,VA1,DB2,VB1,RIFR,RIGL
,RIFR,VB1,AVG,DB2,RIGL
,VB1,DB2,VB2,RIFR,RIGL
,VB1,DB2,VA1,RIFL,RIFR
,VB1,ADAL,VB2,DB2,AQR
,DB2,SABVL,VB2,AVFL,AIML
ADER,ADER,ADAR,AQR,FLPR,RMGR
FLPL,FLPL,ADEL,M5,ADAL,RICL
,VB2,AIML,SABVL,RIS,VB1
,ADAR,ADER,AQR,FLPR,RICR
,SABVL,SABVR,RIS,VB2,DB2
,VB2,AIMR,SABVR,RIS,AIML
,AIML,VB2,RIS,ADEL,AIYL
,AINL,I6,M5,AVJL,AVDL
,SABVR,RIS,AIMR,AIAR,AQR
,RIS,AIAR,SABVR,AIYL,I5
M1,M1,RIVR,ASIR,I4,AVJR
,AIYL,AIAR,SIAVL,RICL,SMBVL
,AIZL,RICL,FLPL,ADEL,AVDL
FLPR,FLPR,ADER,AIZR,AVDR,RICR
,AIMR,SMBVR,AIAR,SIAVR,RIS
,RICR,AIAR,AIYR,I5,AIZR
AVDL,AVDL,AVJL,AINL,AIZL,RICL
AVJR,AINR,AVJR,AVDR,AIZR,FLPR
,SIAVL,SMBVL,SMBVR,SMBDL,AIAR
,I4,RIVL,ASIL,I6,ADLL
,AIZR,RICR,FLPR,RIMR,ASJR
,SMBVR,RICR,RIMR,AIAR,AIMR
AVJL,AVJL,AVDL,AVHL,RIVL,AINL
,SMBVL,SIAVL,ASJL,SMBDL,AVL
,AUAL,RICL,ASJL,AIZL,SMBDL
,AVJR,AVDR,AINR,M2R,AVBR
AVDR,AVDR,AVJR,AINR,AIZR,AVBR
,RIMR,SMBDR,ASJR,AIZR,AVL
,AVBL,ASIL,RIVL,AVHL,AVJL
,ASEL,AVDL,AVBL,RIBL,AVJL
