GT,Top1,Top2,Top3,Top4,Top5
RMEV,RMEV,CEPVR,RIH,CEPVL,URAVR
CEPVR,CEPVR,URAVR,CEPVL,OLQVR,BAGR
CEPVL,CEPVL,BAGL,CEPVR,URAVL,OLQVL
RMER,RMER,RIPR,URBR,BAGR,URYDR
RMEL,RMEL,URBL,BAGL,RIPL,URYVL
BAGR,BAGR,RIPR,OLQVR,URAVR,URBR
RMED,RMED,RID,OLQDR,OLQDL,URYDR
OLQVR,OLQVR,URAVR,URBR,URYVR,BAGR
OLQVL,OLQVL,URBL,URYVL,BAGL,URAVL
OLQDR,OLQDR,URYDR,IL1DR,OLLR,OLQDL
OLQDL,OLQDL,URYDL,OLLL,IL1DL,OLQDR
IL1DR,IL1DR,URYDR,URADR,OLLR,URBR
IL1DL,IL1DL,URADL,IL1DR,URYDL,OLLL
URADR,URADR,IL1DR,M4,OLLR,URYDR
URYDR,URYDR,IL1DR,OLLR,URBR,RIPR
URYDL,URYDL,OLLL,URBL,URADL,RIPL
OLLR,OLLR,URBR,URYDR,RIPR,IL1R
OLLL,OLLL,URBL,URADL,URYDL,RIPL
URYVR,URYVR,URBR,RIPR,IL1R,URAVR
URYVL,URYVL,URBL,RIPL,BAGL,OLQVL
IL2R,IL2R,NSMR,IL2DR,MCR,I2R
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,URYVR
IL2VL,IL2VL,IL1VL,URAVL,IL1VR,I2L
IL2DR,MI,IL2DR,I3,M4,I1R
IL1R,IL1R,IL2R,URBR,NSMR,M3R
IL1VR,IL1VR,IL1VL,IL2VR,URAVR,URYVR
IL1VL,IL1VL,IL1VR,URAVL,URYVL,OLQVL
M3R,M3R,URYVR,NSMR,URBR,IL1VR
M3L,M3L,NSML,I2L,URBL,URYVL
IL2DL,IL2DL,URADL,I3,M4,MI
I2R,I2R,MCR,NSMR,I1R,I1L
I2L,I2L,NSML,MCL,MCR,I1L
I1R,I1R,I1L,I2L,MCR,I2R
I3,I3,MI,M4,IL2DR,URADL
ALA,CEPDR,URXR,RID,ALA,ASKR
CEPDR,CEPDR,URXR,RID,ALA,ASKR
URXR,URXR,CEPDR,ALA,ASKR,RID
URXL,URXL,SMDVL,ASKL,CEPDL,ALA
CEPDL,CEPDL,SMDVL,URXL,ALA,RIAL
SAAVR,SAAVR,RMDVR,AVAR,RIAR,SMDVR
RMDVR,RMDVR,AVAR,SAAVR,SMDVR,AVER
AVAR,AVAR,RMDVR,AVER,SAAVR,RMDR
AVER,AVER,AVAR,RMDR,RMDVR,AFDR
AFDR,AFDR,AWBR,AVAR,ADFR,AVER
RMDVL,RMDVL,AVAL,RIAL,SAAVL,SMDVL
AVAL,AVAL,AFDL,RIAL,AVEL,RMDVL
AVEL,AVEL,RMDL,AFDL,AWBL,RIAL
RMDL,AFDL,RMDL,AWBL,AVEL,AWCL
RMDR,AVAR,RMDR,RMDVR,AVER,AFDR
RMDDR,RMDDR,AIBR,RMDDL,AVER,RMDR
RMDDL,RMDL,AVEL,SIBDL,AWCL,RMDDL
AIBR,AIBR,RMDR,AVER,AWCR,ASHR
AWCR,AWCR,RMDR,ASHR,AWBR,AVAR
AUAR,AUAR,AWCR,AIBR,AVDR,RIBR
RIMR,RIMR,RICR,AIZR,ASJR,RIBR
AVDR,AIZR,AVDR,FLPR,RICR,ADER
AINR,AINR,FLPR,AVDR,ADER,AVJR
RIML,RICL,RIML,AIZL,ASJL,FLPL
AVDL,AVDL,AINL,AIZL,AVJL,FLPL
AIZR,RICR,FLPR,ADER,I5,AIZR
ASER,ASER,AVDR,AVJR,RIBR,AVHR
FLPR,FLPR,ADER,AQR,RICR,ADAR
VD2,VB3,VD2,VA2,DA1,DD1
DD1,VD2,DD1,DA1,AVG,VA2
,IL1L,URBL,IL2L,URYVL,URADL
,SMDVR,RIAR,CEPDR,URXR,ASKR
,RIAR,SMDVR,AVAR,SAAVR,RMDVR
,AWAR,AWBR,ASGR,ASER,ASHR
,ASHR,AWCR,ASER,RIBR,AWBR
,ASGR,RIVR,AVHR,AVJR,ASIR
,AVJR,AVDR,AINR,AVBR,AIZR
,RIVR,AVHR,AVJR,M1,ASIR
,SAADL,SAADR,RIH,RMEV,SIBDL
,SAADR,SAADL,RMDDR,RMDR,RMFR
,RMDR,SAADR,AVER,AIBR,AWCR
,RMDDL,AWCL,AUAL,SMDDL,SIBDL
,RMFR,SMBDR,RMFL,SMBDL,RMDDR
,ASJR,SMBDR,SMBVR,RMFR,RIMR
,SIAVR,SMBVR,SMBDR,SIAVL,RMFR
,AIML,AIMR,SMBVR,SMBVL,SIAVL
,FLPL,SMBVL,RICL,ASJL,AIYL
,SMBVL,SMBDL,ASJL,RMFL,SIAVL
,SAADL,RMFL,SAADR,RMFR,RMDDL
,SMBDR,RMFR,SMBDL,RMFL,SMBVR
,I4,M1,RIVR,I6,RIVL
,RIVL,ASIL,ADLL,AVHL,AVJL
,ASGL,AWBL,AWAL,ADLL,ASIL
,ASGL,AWBL,AVHL,AVBL,ASEL
,I6,AINL,M5,FLPL,AIZL
,FLPL,AIZL,AINL,RICL,I6
,AVJR,AVDR,AVHR,AINR,RIVR
,AVJL,AVHL,AINL,RIVL,ASIL
,AIBL,AWCL,SIBDL,ASHL,AVEL
,ASEL,AIZL,AVDL,AINL,AVJL
,ADLR,ASKR,ASGR,RIVR,ASIR
,AVHR,ASGR,RIVR,AWBR,ASER
,SABVR,SABVL,RIS,VB2,DB2
,SABVR,RIS,SABVL,AIYR,SMBVR
,VB2,AIML,SMBVL,RIS,SIAVL
,SMBDL,AUAL,AWCL,RMFL,RIBL
,SAAVL,RIAL,SMDVL,AFDL,AVAL
,RICR,VB2,AQR,ADAR,RIS
,ADAR,AQR,ADER,RMGR,VB2
,ADAL,FLPL,AVKL,RMGL,AIML
,ADEL,FLPL,ADAL,RMGL,RICL
,M1,M5,RMGR,ADAR,ADER
,RMGR,ADAR,AQR,DB2,RIFR
,VB1,VB2,VA1,DB2,RIS
,DB2,VA1,VB1,RIFL,RIFR
,AVG,VD1,RIFR,RMGR,DD1
,VD1,VB1,RIGL,RIFR,AVFL
,VB1,RIGL,VD1,AVKL,AVFL
,RIGL,VB1,RIGR,VA1,DB1
,VD1,RIGL,DD1,VD2,RIGR
,DD1,AVG,VD2,RIGR,DB1
,AVG,DD1,DB1,AS1,RIGR
,SABD,DA1,DB1,AS1,VD2
,VA2,DA1,AS1,VD2,VB3
,VA2,DA1,VB3,VD2,AS1
,SABD,AVG,DB1,RIGR,DD1
,VB3,VA2,VD2,DA1,AS1
,IL2L,URBL,I2L,IL1L,NSML
,RIAL,SMDVL,SAAVL,ADFL,ASKL
