GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,I2R
I2L,I2L,MCL,NSML,I1L,MCR
I2R,I2R,MCR,NSMR,I1R,MCL
NSMR,MCR,NSMR,I2R,IL2R,M3R
NSML,NSML,MCL,I2L,MCR,IL2L
I3,MI,I3,IL2DL,M4,IL2DR
M3L,M3L,M3R,OLLL,IL2L,IL2VL
M3R,M3R,IL2R,NSMR,URBR,OLLR
IL2VR,IL2VR,IL1VR,NSMR,M3R,URYVR
IL2VL,IL2VL,IL1VL,IL2L,M3L,OLQVL
CEPVL,CEPVR,BAGR,OLQVR,RMER,RMEV
CEPVR,CEPVL,OLQVL,BAGL,CEPVR,URYVL
URYVL,URYVL,RMEL,OLLL,OLQVL,URYDL
URYVR,URYVR,URAVR,URBR,OLLR,OLQVR
OLQVR,OLQVR,URBR,BAGR,RMER,URYVR
IL1L,IL1L,IL2L,URYDL,OLLL,URADL
IL1R,IL1R,IL2R,URYDR,OLLR,IL1DR
RMEL,RMEL,OLLL,URYDL,URBL,OLQDL
OLQDL,OLQDL,RMED,OLQDR,URBL,URYDL
OLQDR,OLQDR,URBR,URYDR,OLLR,RMED
CEPDL,CEPDL,URXL,ALA,RIAL,CEPDR
URXL,URXL,URXR,ALA,RID,CEPDR
RID,CEPDR,RID,URXR,ALA,SMDVR
SMDVL,SMDVL,RIAL,SAAVL,CEPDL,URXL
RMDVR,RMDVR,RIAR,SAAVR,AVAR,SMDVR
RMDVL,RMDVL,SAAVL,RIAL,AVAL,RMEL
AVAR,AVAR,SAAVR,RMDR,AVER,AFDR
AVAL,AVAL,AFDL,SAAVL,AWBL,RMDVL
RMDL,RMDL,AWCL,RMEV,SIBDL,AVEL
AVEL,AVEL,RMDL,AWCL,AFDL,SIBDL
AIBL,AIBL,AWCL,SMDDL,SIBDL,ASHL
AIBR,AIBR,AWCR,RMDR,ASHR,AVER
AUAR,AUAR,AWCR,RIBR,ASHR,AIZR
AUAL,AUAL,AWCL,AIZL,RIBL,RIML
ASEL,ASEL,AWBL,AWCL,ASHL,AFDL
ASER,ASER,ASHR,AWCR,AVJR,RIBR
AWBL,AWBL,AFDL,ASEL,SAAVL,AVHL
AWAL,AWAL,ASKL,URXL,RIAL,ADLL
ASGL,ASGR,AWBR,AWAR,ADLR,ASIR
ASGR,ASGL,AWBL,AVHL,ASIL,ADLL
AVHR,AVJR,AVHR,ASER,ASGR,AINR
RIVL,RIVL,AVHL,ASIL,AVJL,ASGL
RIVR,RIVR,AVHR,AVJR,ASGR,ASIR
AVJL,AVJL,AVHL,RIVL,AVDL,AIZL
AVJR,AVJR,AINR,AVDR,AIZR,AVBR
AVDL,AVDL,AINL,RIML,RIBL,FLPL
AINL,AINL,I6,M5,ASIL,RIVL
M1,M1,I6,ADAR,I4,FLPR
RICL,SIAVL,RICL,SMBVL,AIZL,AVKL
AIZL,RICL,AIZL,ADAL,FLPL,ADEL
FLPL,FLPL,AVG,DD1,DB1,ADAL
ADEL,ADAL,VA1,ADEL,DB1,AVG
RMDD,RMDDL,RMDDR,SMDDL,RMFL,SMBDL
