GT,Top1,Top2,Top3,Top4,Top5
,I1L,I2L,I1R,MCL,NSML
I2R,I2R,I1R,NSMR,MCR,I1L
I2L,I2L,NSML,I1L,MCL,M3L
MCL,MCL,I2L,I1L,NSML,I1R
MCR,MCR,I1R,I2R,NSMR,MCL
MI,MI,I3,IL2DL,I1L,MCL
IL2DL,IL2DL,I3,MI,I1L,M4
NSML,NSML,I2L,MCL,I1L,M3L
NSMR,NSMR,I2R,MCR,I1R,M3R
I3,I3,MI,IL2DL,M4,IL2DR
M4,M4,I3,MCL,MI,IL2DL
IL2L,IL2L,IL1L,NSML,OLLL,M3L
M3L,M3L,NSML,I2L,IL2VL,MCL
M3R,M3R,NSMR,MCR,I2R,M3L
OLQVL,NSML,M3L,I2L,IL2VL,IL2L
IL2VR,IL2VR,NSMR,I2R,IL1VR,MCR
IL2DR,IL2DR,I3,URADR,IL2R,IL1DR
IL2R,IL2R,IL1R,OLLR,URADR,IL2DR
URADL,URADL,OLLL,URYDL,IL1DL,IL2DL
URBL,URBL,OLLL,M3L,IL2L,IL1L
IL1R,IL1R,IL2R,OLLR,M3R,URBR
IL2VL,IL2VL,IL1VL,M3L,URYVL,IL1VR
IL1DL,IL1DL,URYDL,OLLL,URADL,IL1DR
OLLL,OLLL,URBL,URYDL,IL1L,IL2L
IL1L,IL1L,OLLL,URBL,URYVL,IL2L
IL1DR,IL1DR,URADR,URYDR,IL1DL,OLQDR
URADR,URADR,OLLR,URYDR,IL1DR,RIPR
URYDL,URYDL,OLLL,OLQDL,IL1DL,URADL
URYVL,URYVL,URBL,IL1L,OLLL,OLQVL
IL1VL,IL1VL,IL1VR,URYVL,IL2VL,M3L
IL1VR,IL1VR,IL1VL,OLQVR,URYVR,IL1R
OLLR,OLLR,URBR,RIPR,URYDR,URADR
URYVR,URYVR,OLQVR,BAGR,RIPR,IL1R
URYDR,URYDR,OLQDR,OLLR,URADR,IL1DR
URBR,URBR,OLLR,RIPR,IL1R,OLQVR
OLQDL,OLQDL,URYDL,IL1DL,OLLL,OLQDR
OLQDR,OLQDR,URYDR,IL1DR,OLQDL,RMED
RIPL,RIPL,URBL,BAGL,OLQVL,URYVL
BAGL,BAGL,OLQVL,URYVL,URBL,URAVL
BAGR,RIPR,BAGR,OLQVR,URBR,URYVR
,OLQVL,IL1VL,URYVL,URAVL,IL1VR
RMEL,RMEL,URBL,RIPL,URYDL,OLLL
URAVL,URAVL,OLQVL,URYVL,CEPVL,BAGL
URAVR,URAVR,OLQVR,BAGR,CEPVR,IL1VR
RMER,RMER,BAGR,RIPR,OLQVR,RMDVR
RMED,RMED,OLQDR,OLQDL,RID,URYDR
OLQVR,OLQVR,BAGR,CEPVR,URAVR,RIPR
SIADL,BAGL,OLQVL,RMEL,CEPVL,RMDVL
RMDVR,RMDVR,BAGR,OLQVR,AVAR,RMER
SMDDR,CEPVR,OLQVR,BAGR,CEPVL,RMEV
CEPVL,CEPVL,CEPVR,RMEV,OLQVL,BAGL
RID,RID,URXL,URXR,ALA,CEPDR
RMDVL,RMDVL,AVAL,SMDVL,SAAVL,RIAL
CEPVR,CEPVR,RMEV,CEPVL,RMDR,AVER
AVAL,AVAL,RMDVL,SAAVL,AFDL,SMDVL
SAAVR,SAAVR,RIAR,RMDVR,SMDVR,AVAR
SAAVL,SAAVL,AVAL,RIAL,SMDVL,RMDVL
ALA,ALA,CEPDR,URXR,RID,URXL
SMDVR,SMDVR,RIAR,SAAVR,CEPDR,URXR
