GT,Top1,Top2,Top3,Top4,Top5
,MI,I3,IL2DR,M4,I1R
,IL2L,NSML,I2L,IL1L,I1L
M3L,M3L,I2L,NSML,I1L,MCL
,M3R,I2R,NSMR,IL2VR,I1R
IL2DL,IL2DL,I3,M4,URADL,IL2L
IL2VL,IL2VL,NSML,I2L,IL1VL,IL2VR
IL1VL,IL1VL,IL1VR,I2L,IL2VL,IL1L
URADL,URADL,M4,IL1DL,URYDL,OLLL
IL1R,IL2R,NSMR,IL1R,I2R,MCR
IL1L,IL1L,IL2L,NSML,URBL,RIPL
OLLL,OLLL,URBL,IL2L,IL1L,URYDL
OLLR,OLLR,URBR,IL2R,URADR,IL2DR
,URBR,IL2R,OLLR,IL1R,URADR
URYVR,IL1R,URYVR,URBR,IL2R,NSMR
IL1DR,IL1DR,URADR,IL2DR,URYDR,IL1DL
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLLL
IL1VR,URYVR,IL1VR,IL2VR,IL1R,URAVR
URYVL,URYVL,IL1L,RIPL,URBL,URAVL
,RIPR,URBR,URYVR,IL1R,BAGR
URYDL,URYDL,IL1DL,IL1DR,OLQDL,URADL
URBL,URBL,RIPL,OLLL,URYDL,IL1L
URYDR,URYDR,OLLR,OLQDR,URBR,URADR
URAVL,URAVL,BAGL,URYVL,RIPL,IL1L
BAGL,BAGL,RIPL,URBL,OLQVL,RMEL
OLQDR,OLQDR,RMED,URYDR,IL1DR,OLLR
OLQVL,OLQVL,BAGL,URAVL,URYVL,RIPL
OLQDL,OLQDL,RMED,URYDL,OLQDR,URXL
RMEL,RMEL,BAGL,RIPL,URYDL,RMDVL
RMER,RMER,BAGR,RIPR,URBR,OLQVR
OLQVR,OLQVR,BAGR,RMER,CEPVR,URYVR
,RMED,RID,OLQDR,CEPDR,URXR
,CEPVR,BAGR,OLQVR,URAVR,RMER
CEPVL,CEPVL,RMEV,CEPVR,BAGL,OLQVL
RMDVL,RMDVL,BAGL,AVAL,SAAVL,RMEL
RMDVR,RMDVR,SAAVR,AVAR,BAGR,RIAR
SAAVL,SAAVL,RIAL,AVAL,SMDVL,RMDVL
URXR,URXR,CEPDR,RID,ASKR,URXL
AVAL,AVAL,AFDL,RMDVL,RMDL,AVEL
CEPDL,CEPDL,URXL,ASKL,SMDVL,RID
,RIAR,SAAVR,ADFR,SMDVR,URXR
,SMDVR,RIAR,SAAVR,CEPDR,ASKR
RIAL,RIAL,SMDVL,SAAVL,ADFL,ASKL
,RMEV,AVER,RMDR,RIH,CEPVR
AFDL,AFDL,AVAL,AVEL,AWBL,RMDL
URXL,URXL,ASKL,CEPDL,RID,ADLL
AVAR,AVAR,AFDR,SAAVR,RMDVR,AVER
,AVEL,RMDL,SIBDL,AFDL,AIBL
,SMDVL,ASKL,RIAL,CEPDL,URXL
RMDL,RMDL,AVEL,AWCL,SIBDL,AFDL
AVEL,AVEL,RMDL,AFDL,AVAL,AIBL
,CEPDR,ASKR,URXR,ADLR,SMDVR
ALA,ALA,CEPDR,URXL,RID,URXR
AFDR,AFDR,AWBR,SAAVR,ADFR,RIAR
,AWBL,AFDL,ASGL,ADFL,ASEL
,SIBDL,AWCL,RMDL,AIBL,AVEL
RMDR,RMDR,AVER,AIBR,AWCR,ASHR
,ASIL,ASGL,ADLL,ASKL,AWBL
,ASHL,AIBL,AWCL,AWAL,SIBDL
,AWCL,AIBL,SIBDL,ASHL,RMDL
AVER,AVER,AIBR,RMDR,ASHR,AWCR
,AWAL,ASHL,ASGL,ASEL,AWCL
,AVHL,ASEL,ASGL,AWBL,AVJL
,ADLL,ASIL,ASGL,ASKL,AWAL
,SAADL,SAADR,RMDDR,RMFR,RMFL
,ASGR,AWBR,ADLR,ASKR,ADFR
,AWAR,ASHR,AWBR,ASER,ASGR
,RIVL,ADLL,ASIL,ASKL,ASGL
RMDDL,RMDDL,RMDDR,AIBL,AUAL,SMDDL
,ASEL,AVDL,AVBL,RIBL,ASHL
,AWCR,ASHR,AIBR,AUAR,SIBDR
,RMDDR,SAADR,RMHR,RMFR,SMBDR
,AVJL,AVDL,ASEL,AVBL,AVHL
,RMFR,SMBDR,RMDDR,RMHR,RMFL
,AIBR,ASHR,AUAR,RIBR,AWCR
,RIBL,ASJL,AUAL,AIBL,AVBL
,SMBDR,SMBDL,RMHR,RMHL,RMFR
,ASER,AVJR,AVDR,AINR,AVBR
,RIBR,AVDR,ASHR,ASJR,AUAR
,SMBDL,RMFL,SMBVL,SIAVL,RMFR
,AVDL,AINL,AVBL,I6,AIZL
,RIVR,M1,I4,AVHR,ASIR
,AVJR,AINR,RIVR,AVHR,ASIR
RMDDR,SMBDR,AUAR,SMBVR,SMBDL,RMFL
,ASJL,SMBDL,RIML,SMBDR,I5
,SMBVL,SIAVL,SMBDL,AIAR,SMBVR
,M1,RIVR,AVJR,AVHR,I4
,AIZR,AVDR,RICR,AINR,M2R
,SIAVL,SMBVL,SMBVR,SIAVR,SMBDL
FLPL,AINL,FLPL,I6,AIZL,AVDL
SMBVL,SMBVL,SIAVL,SMBVR,SIAVR,VB2
,FLPL,RICL,AIZL,AINL,AVDL
,FLPR,RICR,AIZR,ADER,AQR
,AIMR,SIAVR,RICR,SMBVR,AVKR
,SABVR,RIS,SABVL,AIAR,VB2
,ADER,ADAR,AQR,FLPR,RMGR
,FLPL,ADEL,ADAL,RMGL,RICL
,AIMR,AVKR,RICR,ADAR,SIAVR
,ADEL,FLPL,ADAL,RMGL,AVKL
,M5,I6,AINL,FLPL,ADEL
,VB2,AIML,VB1,DB2,RIS
,VB2,AVFR,AVFL,RIS,DB2
,SABVR,SABVL,AVFR,RIFL,RIFR
,ADAL,RMGL,ADEL,FLPL,RIGL
,RMGL,ADAL,FLPL,ADEL,RIGL
,RIFR,RIFL,VA1,DB2,VB1
,VA1,VB1,RIFR,DB2,RIGL
,VD1,RIGL,DD1,VB1,AVG
,SABD,AVG,DB1,VA1,RIGL
,DD1,RIGL,VD1,VD2,AVG
,DA1,AS1,DB1,SABD,AVG
,VD2,DD1,AVG,VD1,VB3
,VA2,DA1,SABD,AS1,AVG
,VB3,VD2,VA2,DD1,DA1
