GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
I2R,I2R,NSMR,MCR,I1R,IL2VR
I2L,I2L,NSML,I1L,MCL,I1R
NSML,NSML,I2L,MCL,IL2VL,I1L
NSMR,NSMR,MCR,IL2VR,I2R,M3R
MCR,MCR,NSMR,MCL,I2R,IL2VR
MCL,MCL,MCR,NSML,I2L,I1L
M3L,M3L,IL2VL,URYVL,OLLL,IL1VL
M3R,M3R,IL2VR,IL1VR,URBR,IL1R
I3,I3,MI,IL2DR,IL2DL,M4
M4,M4,URADR,URADL,OLLR,IL1R
IL2DL,IL2DL,MI,I3,URADL,IL2DR
IL2DR,MI,IL2DR,I3,IL2DL,IL2R
OLQDR,OLQDR,RMED,RMER,URYDR,OLQDL
OLQDL,OLQDL,URYDL,RMED,OLLL,OLQDR
URYDR,URYDR,OLLR,OLQDR,RMER,IL1R
IL1DR,IL1DR,IL1DL,URYDR,OLLR,OLQDR
IL1DL,IL1DL,IL1DR,URYDL,OLQDL,URADL
RMEL,RMEL,OLQVL,OLLL,BAGL,URYVL
BAGL,BAGL,RIPL,URBL,URYVL,OLQVL
URBL,URBL,OLLL,URYDL,IL2L,URYVL
IL1L,IL1L,URYVL,OLLL,URYDL,URADL
OLQVR,OLQVR,URBR,RMER,BAGR,OLLR
URAVL,URYVL,URAVL,OLQVL,BAGL,URBL
URAVR,URYVR,IL1R,OLLR,URBR,IL1VR
CEPVL,CEPVL,OLQVL,BAGL,CEPVR,RMEV
CEPVR,CEPVR,BAGR,RMDR,RMEV,OLQVR
IL2R,IL2R,URADR,OLLR,IL1R,URBR
IL2L,IL2L,IL2DL,OLLL,URADL,URYDL
RID,RID,URXR,RMED,CEPDR,ASKR
ALA,ALA,URXR,CEPDR,RIVR,ASKR
CEPDL,CEPDL,RIAL,URXL,ASKL,SMDVL
CEPDR,CEPDR,URXR,RIAR,SMDVR,ASKR
SMDVL,SMDVL,RIAL,SAAVL,CEPDL,URXL
SMDVR,RIAR,SMDVR,URXR,SAAVR,CEPDR
URXL,URXL,URXR,CEPDL,RIAL,ASKL
RMDVL,RMDVL,AVAL,SAAVL,RMDL,AVEL
AVEL,SAAVL,AVAL,AVEL,RIAL,AFDL
AVAR,AVAR,SAAVR,RMDVR,AWBR,AFDR
RMDR,RMDR,AVER,AIBR,RMDVR,AWCR
RMDL,RMDL,AVEL,AWCL,SAADL,SIBDL
AIBL,AIBL,AVEL,AWCL,RMDL,ASHL
AWBL,AWBL,AFDL,ASEL,ASGL,AWCL
ASER,ASER,ASGR,AWBR,AVJR,AFDR
ASEL,ASEL,AVDL,RIBL,SMBDL,AIZL
ASGL,ASGL,AWBL,ASEL,AWAL,AWCL
RIVL,RIVL,AVHL,ASIL,ASGL,ADLL
RIVR,RIVR,AVJR,ASGR,AVHR,ASIR
AVHL,AVHL,RIVL,ASGL,AWBL,ASEL
AINL,AINL,AVDL,I6,AVJL,ASIL
AVJL,AVJL,AVDL,ASEL,AIZL,AVBL
AUAL,AUAL,AIZL,AVDL,RIML,AWCL
AIZL,AIZL,RICL,VB2,AIML,RIS
AIZR,AIZR,RICR,AUAR,FLPR,RIBR
ADER,ADER,FLPR,ADAR,AIZR,RICR
RICL,ADAL,VB2,VD1,AVKL,RIGL
M1,M1,RIVR,I4,AVJR,AINR
M5,M5,I6,RMGL,ADEL,ADAL
FLPL,FLPL,ADEL,RMGL,ADAL,AIYL
RMDDL,RMDDL,RMDDR,SMDDL,SMBDL,RMFL
RMDDR,RMDDR,AIBR,AVER,RMDR,AUAR
