GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,I2R,MCR
I1R,I1R,I1L,I2R,MCR,I2L
I2L,I2L,NSML,MCL,M3L,IL2L
I2R,I2R,NSMR,MCR,M3R,IL2VR
NSMR,NSMR,MCR,I2R,M3R,IL2VR
NSML,NSML,I2L,MCL,M3L,IL2L
MCL,MCL,MCR,NSML,I2L,M3L
MCR,MCR,NSMR,I2R,MCL,M3R
I3,I3,IL2DR,MI,IL2DL,URADL
M4,M4,URADR,URADL,IL2DR,IL2R
IL2DL,IL2DL,MI,I3,IL2DR,I1L
IL2DR,MI,IL2DR,MCR,I3,IL2R
OLQDL,OLQDL,OLQDR,OLLL,RMED,URYDL
OLQDR,OLQDR,RMED,OLLR,URYDR,OLQDL
URYDL,URYDL,OLLL,RMEL,URADL,OLQDL
URYDR,URYDR,OLLR,IL1R,URADR,IL1DR
IL1L,IL1L,OLLL,IL2L,URYVL,URBL
RMER,RMER,URYDR,OLLR,SAAVR,RIPR
IL1DL,IL1DL,IL1DR,URADL,URYDL,OLLL
IL1DR,IL1DR,URYDR,IL1DL,OLQDR,OLLR
OLQVR,OLQVR,URBR,BAGR,URYVR,CEPVR
OLQVL,OLQVL,URYVL,URBL,IL1VL,OLLL
M3L,M3L,IL2L,URYVL,URBL,IL1L
M3R,M3R,IL2R,URYVR,URBR,IL1R
CEPVR,CEPVR,BAGR,URYVR,OLQVR,CEPVL
URYVL,RMEL,URYVL,CEPVL,BAGL,OLQVL
IL1VL,IL1VL,IL2VL,I2L,M3L,NSML
CEPDL,CEPDL,ASKL,SMDVL,ADLL,RIAL
CEPDR,CEPDR,URXR,RIAR,SMDVR,ASKR
ALA,ALA,URXR,CEPDL,URXL,CEPDR
URXL,URXL,URXR,SMDVL,CEPDL,RIAL
RID,RID,URXR,RMED,ALA,CEPDR
SMDVL,ASKL,SMDVL,RIAL,ADLL,CEPDL
SMDVR,ASKR,SMDVR,RIAR,ADLR,URXR
ASGL,ASGL,AWBL,AWAL,ADLL,ASIL
AFDL,AFDL,AVAL,RIAL,AWBL,AVEL
SAAVL,SAAVL,RIAL,RMEL,AFDL,RMDVL
AVAR,SAAVR,RMDVR,AVAR,AFDR,RIAR
AVAL,AVAL,RMDVL,RIAL,SAAVL,SMDVL
RIAR,RIAR,ADFR,SMDVR,ASKR,SAAVR
AWBL,AWBL,AFDL,ASEL,AWCL,AWAL
AVEL,AVEL,RMDL,SIBDL,RMDVL,AFDL
AVER,AVER,RMDR,AVAR,SMDVR,AIBR
RMDR,RMDR,AIBR,AVER,AVAR,AWCR
RMDL,AWCL,RMDL,SIBDL,AVEL,AFDL
ASEL,ASEL,AWBL,AVJL,ASHL,AFDL
ASER,AWCR,ASHR,ASER,AVBR,RIBR
AWAR,AWAR,AWBR,ASGR,ASHR,AFDR
AIBR,AUAR,AIBR,AWCR,AIZR,RIMR
AIBL,AIBL,RMDDL,RMDL,SMDDL,AWCL
RIVL,RIVL,AVHL,AVJL,ASIL,ADLL
RIVR,AVJR,RIVR,AINR,AVHR,ASER
AVHL,AVHL,RIVL,AVJL,ASIL,ASEL
AUAL,AUAL,AWCL,ASHL,RIBL,AIZL
AVJR,ASER,AVJR,ASGR,AVBR,AVHR
AVJL,AVJL,AIZL,AVDL,RICL,AINL
AVDL,AVDL,AVBL,AINL,AVJL,RIBL
AINL,AINL,FLPL,AIZL,ADEL,RICL
I6,I6,AINL,AVBL,I4,AIZL
M1,M1,RIVR,AVHR,AVJR,AINR
M5,M5,RMGL,ADAL,ADEL,I6
FLPL,FLPL,ADAL,RMGL,ADEL,AVG
AIZL,RICL,ADEL,FLPL,AIZL,ADAL
AIZR,AIZR,RIBR,AVBR,RICR,ASJR
RICL,AVKL,RIGL,ADAL,VB2,VD1
AIM,RMFR,RMFL,SMBDL,RMDDL,SMDDL
RMDDR,RMDDR,RMDDL,AIBR,SMBDR,RMFR
RMDDL,AIML,VB2,AIMR,AIAR,RIS
