GT,Top1,Top2,Top3,Top4,Top5
IL2DL,IL2DL,MI,I3,I1L,MCL
I2L,I2L,I1L,NSML,MCL,I1R
I2R,I2R,NSMR,I1R,MCR,I1L
IL2VL,NSML,I2L,MCL,I1L,I1R
MCL,MCL,I1L,I1R,I2L,NSML
MI,MI,I3,IL2DR,IL2DL,M4
MCR,MCR,NSMR,I1R,I2R,MCL
NSML,NSML,I2L,MCL,I1L,M3L
NSMR,NSMR,I2R,MCR,I1R,M3R
I3,I3,MI,IL2DR,M4,IL2DL
M4,M4,I3,IL2DL,MI,IL2DR
M3R,M3R,NSMR,IL2R,MCR,M3L
M3L,M3L,NSML,MCL,I2L,IL2L
IL2DR,IL2DR,IL2R,URADR,OLLR,IL1DR
IL1R,IL1R,IL2R,URBR,NSMR,OLLR
IL2L,IL2L,IL1L,IL2DL,OLLL,NSML
URADL,URADL,OLLL,IL2DL,IL1DL,URYDL
IL1L,IL1L,IL2L,M3L,OLLL,IL2DL
IL2R,IL2R,IL1R,OLLR,URBR,URADR
IL2VR,IL2VR,IL2VL,IL1VR,IL1VL,M3L
OLLL,OLLL,URBL,IL2L,IL1L,IL2DL
OLLR,OLLR,IL2R,URBR,IL1R,URADR
IL1VL,IL1VL,M3L,URYVL,IL2VL,IL1L
URYVL,URYVL,IL1L,M3L,IL1VL,IL2L
IL1VR,IL1VR,IL1VL,IL2VR,URYVR,IL1R
URADR,URADR,OLLR,URYDR,IL1DR,URBR
URBR,URBR,OLLR,IL1R,IL2R,RIPR
URYVR,URYVR,IL1R,OLQVR,IL1VR,URBR
IL1DL,IL1DL,URYDL,URADL,OLQDL,OLLL
URBL,URBL,IL1L,OLLL,IL2L,RIPL
URYDL,URYDL,OLLL,IL1DL,OLQDL,URBL
URYDR,URYDR,IL1DR,OLLR,URADR,OLQDR
BAGR,BAGR,OLQVR,URBR,IL1R,RIPR
RIPR,RIPR,URBR,BAGR,OLLR,RMER
RIPL,RIPL,URBL,OLLL,RMEL,URYDL
BAGL,RIPL,URBL,URYVL,IL1L,BAGL
URAVL,URYVL,URAVL,OLQVL,IL1L,IL1VL
IL1DR,IL1DR,URYDR,OLQDR,IL1DL,URADR
OLQDL,OLQDL,URYDL,RMEL,IL1DL,OLLL
URAVR,URAVR,URAVL,OLQVR,CEPVR,URYVR
,URYVL,OLQVL,URAVL,CEPVL,IL1VL
OLQVR,OLQVR,BAGR,CEPVR,RMER,URYVR
OLQDR,OLQDR,RMED,URYDR,OLQDL,IL1DR
RMER,RMER,BAGR,RIPR,OLQVR,RMDVR
RMEL,RMEL,RIPL,URBL,BAGL,URYVL
OLQVL,OLQVL,BAGL,URYVL,RIPL,RMEL
RMED,RMED,OLQDL,OLQDR,RID,URYDL
CEPVL,CEPVL,OLQVL,BAGL,URAVL,URYVL
CEPVR,CEPVR,CEPVL,OLQVR,BAGR,RMEV
SAAVL,BAGL,RMDVL,RMEL,SAAVL,OLQVL
RMDVL,RMDVL,RMEL,SAAVL,AVAL,BAGL
RMDVR,RMDVR,AVAR,SAAVR,RMDR,RIAR
RIH,CEPVL,RMEV,CEPVR,RIH,BAGL
RID,RID,URXR,CEPDR,ALA,URXL
SAAVR,SAAVR,RIAR,SMDVR,AVAR,RMDVR
URXR,URXR,CEPDR,ASKR,RID,SMDVR
AVAL,AVAL,SAAVL,RMDVL,RIAL,AFDL
SMDVL,SMDVL,RIAL,SAAVL,CEPDL,RMDVL
SMDVR,SMDVR,RIAR,CEPDR,ASKR,URXR
AVAR,AVAR,RMDVR,AFDR,AVER,RMDR
RIAR,RIAR,SMDVR,SAAVR,ADFR,AFDR
URXL,URXL,CEPDL,SMDVL,ASKL,RIAL
CEPDR,CEPDR,URXR,ASKR,SMDVR,ALA
RMEV,RMEV,RIH,CEPVL,SAADL,RMDL
,RMDL,AVAL,AFDL,CEPVL,AVEL
RIAL,RIAL,SMDVL,SAAVL,RMDVL,AVAL
AFDL,AFDL,AVAL,RMDVL,SAAVL,RIAL
RMDL,RMDL,AVAL,AFDL,RMDVL,AVEL
CEPDL,CEPDL,SMDVL,URXL,ASKL,RIAL
ADFR,ADFR,AFDR,RIAR,AWAR,AWBR
ALA,ALA,URXL,CEPDR,URXR,CEPDL
ADFL,ADFL,RIAL,AFDL,SAAVL,AVEL
ASKR,ASKR,ADLR,CEPDR,URXR,SMDVR
AFDR,AFDR,AVER,RMDR,AVAR,ADFR
RMDR,RMDR,AVER,AFDR,AVAR,SIBDR
AWAR,AWAR,ASGR,ASKR,ADLR,AWBR
