GT,Top1,Top2,Top3,Top4,Top5
I1L,I1R,I1L,I2L,MCL,I2R
I3,I3,IL2DR,MI,M4,IL2DL
I2R,MCR,I2R,NSMR,I1R,MCL
I2L,I2L,NSML,I1L,MCL,I1R
NSML,NSML,I2L,MCL,I1L,MCR
NSMR,NSMR,MCR,I2R,M3R,IL2VR
MCL,MCL,NSML,MCR,I2L,I1L
M3L,M3L,NSML,IL2L,OLLL,I2L
M3R,M3R,NSMR,IL1VR,URYVR,IL2VR
IL2R,IL2R,IL1R,URBR,OLLR,URADR
IL2L,IL2L,IL1L,NSML,OLLL,IL2DL
IL2VL,I1L,I2L,I1R,NSML,MCL
IL2VR,IL2VR,NSMR,IL1VR,I2R,IL2VL
IL2DL,IL2DL,MI,I1L,I3,I1R
IL2DR,MI,I1R,MCR,IL2DR,I3
URADR,IL2DR,MI,M4,MCR,I3
URADL,URADL,OLLL,IL1DL,URYDL,M4
IL1L,IL1L,IL2L,OLLL,URYVL,OLQVL
OLQDL,OLQDL,URYDL,OLLL,IL1DL,RMED
OLQDR,OLQDR,URYDR,RMED,RID,IL1DR
RMED,RMED,OLQDL,URYDL,OLQDR,RID
RMEL,RMEL,BAGL,OLQVL,RIPL,OLLL
RMER,RMER,BAGR,RIPR,URBR,SAAVR
URYDR,URYDR,RIPR,OLLR,URADR,IL1DR
URYDL,URYDL,OLLL,IL1DL,URADL,OLQDL
OLLR,OLLR,URADR,URBR,IL1R,URYDR
OLLL,OLLL,URYDL,RIPL,IL1DL,URBL
URBL,URBL,RIPL,OLQVL,OLLL,BAGL
URBR,URBR,RIPR,IL1R,OLLR,URYVR
URYVR,BAGR,URYVR,RIPR,IL1R,URBR
URYVL,URYVL,OLQVL,URAVL,BAGL,RIPL
M4,M4,URADR,IL2DR,IL1DR,OLLR
CEPVL,CEPVL,CEPVR,OLQVL,RMEV,BAGL
CEPVR,CEPVR,RMEV,BAGR,CEPVL,OLQVR
OLQVR,OLQVR,BAGR,URYVR,CEPVR,RMER
CEPDL,CEPDL,SMDVL,URXL,RIAL,ALA
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
ALA,ALA,URXR,CEPDR,RID,URXL
URXL,URXL,URXR,ASKL,RID,ALA
SMDVL,SMDVL,ASKL,CEPDL,RIAL,URXL
RIAL,RIAL,SMDVL,ASKL,SAAVL,URXL
SAAVL,SAAVL,RIAL,AFDL,SMDVL,RMDVL
AVJL,AVJL,AVHL,ASEL,RIVL,AWBL
AVJR,AVJR,AINR,ASGR,AVHR,AVDR
RIVR,RIVR,ASGR,AVHR,ADLR,ASIR
RIVL,RIVL,I6,I4,AVJL,ASIL
AVHR,AVHL,AVJL,ASEL,AINL,AVDL
ASGL,ASGL,ASIL,ADLL,AWAL,AWBL
AWBL,AWBL,AFDL,AWAL,ASGL,ASEL
AWBR,ADFR,AWBR,ASGR,AWAR,RIAR
RMDVR,RMDVR,SAAVR,AVAR,RIAR,SMDVR
RMDVL,RMDVL,AVAL,RMDL,AFDL,SAAVL
AVAL,AVAL,RMDVL,AFDL,AVEL,RMDL
AVAR,SAAVR,AFDR,AVAR,AWBR,RIAR
AVER,AVER,RMDR,AVAR,SMDVR,SAAVR
AVEL,AVEL,RMDL,AFDL,AWCL,SIBDL
RMDL,RMDL,AWCL,SIBDL,AVEL,AFDL
RMDR,RMDR,AIBR,AWCR,AVER,ASHR
ASEL,ASEL,AVHL,AWBL,AFDL,ASHL
AVDL,AVDL,AINL,RIBL,AVJL,ASHL
AVDR,AINR,AVDR,AVJR,ASER,ASHR
RIMR,AVDR,AIBR,RIBR,RIMR,AUAR
RIML,RMDDL,SMBDL,AUAL,RIML,AWCL
AIBL,AIBL,AWCL,SIBDL,ASHL,RMDDL
AIBR,AIBR,AWCR,ASHR,RMDR,AUAR
AIZL,AIZL,AUAL,RIBL,RICL,ASJL
AIZR,AIZR,RICR,ASJR,AUAR,RIBR
RICL,RICL,AIZL,FLPL,SIAVL,SMBVL
RICR,RICR,AIZR,FLPR,ADER,ADAR
FLPR,RMGR,ADER,FLPR,ADAR,AIZR
FLPL,FLPL,ADAL,AVG,ADEL,RMGL
M1,M1,RIVR,I4,AVHR,I6
ADAL,ADAL,DD1,AVG,RIGL,VB3
RMGL,RMGL,AS1,AVG,DA1,DB1
ADEL,ADEL,VB1,ADAL,VA1,DB1
VB02,AIML,VB2,AIMR,RIS,DB2
AIMR,AIAR,AIMR,RIS,SABVR,VB2
RMDDR,RMDDR,RMDDL,RMFR,AUAR,SMDDL
