GT,Top1,Top2,Top3,Top4,Top5
OLQVL,OLQVL,URYVL,CEPVL,BAGL,URBL
URADL,URADL,OLLL,IL1DL,URYDL,M4
IL2R,IL2R,MCR,NSMR,M3R,IL1R
AUAL,AUAL,AIZL,AWCL,RICL,RIML
I1R,I1R,I1L,I2R,MCR,NSMR
FLPL,FLPL,RMGL,DB1,DA1,AVG
URXR,URXR,SMDVR,CEPDR,ASKR,ALA
SAAVL,SAAVL,AVAL,AFDL,RMDVL,RIAL
CEPDL,CEPDL,SMDVL,RIAL,ASKL,URXL
AIZL,ADEL,AIZL,VB1,AIML,ADAL
RMFL,RMFR,RMFL,SMBDL,SMBDR,SMBVR
AVHL,RIVL,AVJL,ADAL,I6,AINL
URYDR,URYDR,OLLR,URADR,RIPR,URBR
CEPVR,CEPVR,BAGR,CEPVL,URAVR,URYVR
ASEL,ASEL,AVJL,AVDL,AFDL,AWCL
I3,I3,MI,IL2DR,IL2DL,M4
M1,M1,ALA,RIVR,AVHR,RIVL
CEPDR,CEPDR,SMDVR,URXR,RIAR,ASKR
RMEV,RMEV,RIH,CEPVR,CEPVL,SAADR
SMDVL,SMDVL,RIAL,ASKL,SAAVL,URXL
URYDL,URYDL,IL1DL,OLLL,URADL,OLQDL
OLQDL,OLQDL,URYDL,RMEL,IL1DL,RIPL
RMDDR,RMDDR,AIBR,AUAR,RMDR,SMDDR
IL1DL,IL1DL,URYDL,OLLL,OLQDL,RIPL
OLQDR,OLQDR,URYDR,OLLR,OLQDL,RMER
RMEL,RMEL,URYVL,BAGL,RMDVL,RIPL
SMDDR,AIAR,RIS,AVL,AIYR,RIMR
RIVL,RIVL,AVJL,ASGL,I6,AVDL
IL2L,IL2L,IL2DL,OLLL,IL1L,URYVL
IL2DL,MI,IL2DL,I3,IL2DR,M4
I2L,I2L,MCL,NSML,I1L,MCR
AWBL,AWBL,AFDL,ASGL,ASEL,AWCL
OLLL,OLLL,URYDL,URYVL,URBL,RIPL
RMED,RMED,URYDL,ALA,OLQDL,RID
IL1L,IL1L,URYVL,IL1VL,IL2L,M3L
URXL,URXL,URXR,ALA,SMDVL,CEPDL
IL2VL,IL2VL,I2L,NSML,MCL,IL1VL
RMDDL,RMDDL,SMDDL,AUAL,SMBDL,RMFL
M3R,M3R,NSMR,I2R,MCR,IL2VR
AVEL,AVEL,RMDL,AVAL,RMDVL,AFDL
AIBR,AIBR,AWCR,AUAR,ASHR,AIZR
OLQVR,OLQVR,URYVR,CEPVR,BAGR,URAVR
M3L,M3L,M3R,NSML,IL2VL,I2L
NSML,NSML,I2L,MCL,MCR,I2R
I1L,I1L,I1R,I2L,MCL,NSML
IL1DR,IL1DR,IL1DL,OLLR,URADR,URYDR
RMER,RMER,BAGR,URYVR,RIPR,SAAVR
IL1R,IL1R,IL2R,OLLR,URYVR,M3R
SMDVR,SMDVR,RIAR,ASKR,SAAVR,CEPDR
AIBL,AIBL,RMDL,AWCL,ASHL,AUAL
SMDDL,RMDL,SMDDL,SAADL,AIBL,RMDDL
URBR,URBR,RIPR,URYVR,OLLR,BAGR
URBL,URBL,URYVL,OLQVL,OLLL,RIPL
AVER,AVER,RMDR,AVAR,AIBR,RMDVR
RIAL,RIAL,AVAL,RMDVL,SAAVL,AFDL
