GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,NSML
I1R,I1R,I1L,I2R,MCR,MCL
I2L,I2L,NSML,MCL,I1L,IL2VL
MCL,MCL,NSML,I2L,I1L,MCR
I2R,I2R,NSMR,MCR,I1R,MCL
MCR,MCR,NSMR,MCL,I2R,I1R
MI,MI,I3,IL2DL,IL2DR,M4
NSML,NSML,I2L,MCL,M3L,IL2VL
NSMR,NSMR,MCR,I2R,MCL,I1R
I3,I3,MI,IL2DL,M4,IL2DR
M4,M4,I3,IL2DL,URADL,IL2DR
M3L,M3L,NSML,IL2VL,I2L,MCL
M3R,M3R,M3L,NSMR,MCR,IL2R
IL2L,IL2L,IL1L,NSML,IL2DL,I2L
IL2DR,IL2DR,IL2R,URADR,M4,I3
IL2DL,IL2DL,URADL,IL2L,IL1DL,OLLL
IL1R,IL1R,IL2R,OLLR,NSMR,M3R
IL1L,IL1L,IL2L,M3L,URADL,OLLL
IL1VL,IL1VL,IL2VL,IL1VR,M3L,URYVL
IL2R,IL1R,IL2R,URBR,OLLR,URADR
IL2VR,IL2VR,URYVR,IL1VR,URAVR,IL1VL
OLLL,OLLL,URYDL,URADL,IL1DL,URBL
URADR,URADR,OLLR,IL1DR,IL2R,URYDR
IL2VL,IL2VL,IL1VL,URYVL,URAVL,M3L
URYVL,URYVL,IL1L,M3L,IL1VL,IL2L
URYVR,URYVR,IL1R,URBR,IL2R,OLLR
RIPL,IL1L,IL2L,URYVL,URBL,RIPL
IL1DL,IL1DL,URADL,URYDL,IL1DR,OLLL
IL1VR,IL1VL,IL1VR,URYVL,IL2VL,IL2VR
URBR,URBR,OLLR,IL1R,IL2R,URYVR
OLLR,OLLR,URBR,URYDR,URADR,IL2R
URADL,URADL,URYDL,IL1DL,OLQDL,OLLL
URAVR,URAVR,URYVR,IL1VR,OLQVR,IL1R
IL1DR,IL1DR,URYDR,URADR,IL1DL,OLQDR
URBL,URBL,RIPL,URYVL,IL1L,OLLL
URYDR,URYDR,IL1DR,OLLR,OLQDR,URADR
BAGL,URYVL,BAGL,RIPL,IL1L,URBL
URAVL,URAVL,URYVL,OLQVL,IL1VL,BAGL
URYDL,URYDL,OLQDL,IL1DL,RIPL,OLLL
OLQVR,OLQVR,URYVR,URAVR,BAGR,IL1VR
RIPR,RIPR,URBR,IL1R,RMER,URYDR
OLQDL,OLQDL,URYDL,IL1DL,RIPL,OLQDR
CEPVR,IL1VR,CEPVR,OLQVR,URAVR,URYVR
OLQDR,OLQDR,URYDR,RMED,OLQDL,IL1DR
OLQVL,OLQVL,URYVL,BAGL,URAVL,RMEL
BAGR,BAGR,OLQVR,URYVR,CEPVR,RMER
RMER,RMER,RIPR,URYDR,BAGR,URBR
RMEL,RMEL,RIPL,URYDL,BAGL,URBL
RMED,RMED,OLQDR,OLQDL,RID,URYDR
RIH,RMEV,CEPVR,CEPVL,OLQVR,URAVR
,BAGL,RMDVL,RMEL,SAAVL,RIPL
CEPVL,CEPVL,CEPVR,RMEV,BAGL,OLQVL
SIADR,RMEV,CEPVR,RIH,RMDR,CEPVL
RMDVR,RMDVR,SAAVR,AVAR,RIAR,SMDVR
RID,RID,ALA,URXR,URXL,CEPDR
RMEV,CEPVR,RMEV,RIH,SAADL,CEPVL
SAAVR,SAAVR,RIAR,SMDVR,RMDVR,AVAR
RMDVL,RMDVL,AVAL,SAAVL,RMEL,BAGL
AVAR,AVAR,RMDVR,SAAVR,AFDR,AVER
ALA,ALA,URXL,CEPDL,URXR,RID
RIAR,RIAR,SMDVR,SAAVR,CEPDR,ASKR
AVAL,AVAL,SAAVL,RMDVL,AFDL,RIAL
SMDVR,SMDVR,RIAR,SAAVR,ADFR,ASKR
SAAVL,SAAVL,CEPDL,URXL,SMDVL,RIAL
RMDR,RMDR,AVER,AVAR,SIBDR,AIBR
AFDR,AFDR,AVAR,AWBR,SAAVR,ADFR
SIBVR,RMEV,SAADL,RIH,SIBVR,SAADR
AFDL,AFDL,SAAVL,AVAL,RMDVL,RIAL
RMDL,RMDL,AVEL,AFDL,RMDVL,AVAL
URXR,URXR,CEPDR,ASKR,ALA,URXL
AVER,AVER,RMDR,AVAR,AFDR,AIBR
RIR,SAADL,RMEV,RIH,SIBDL,SAADR
ASKR,ASKR,RIAR,SMDVR,ADFR,CEPDR
CEPDL,CEPDL,URXL,SMDVL,ASKL,RIAL
RIAL,RIAL,SMDVL,SAAVL,CEPDL,URXL
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
ADFR,ADFR,RIAR,SMDVR,ASKR,AWAR
AWBR,AWBR,ADFR,AFDR,RIAR,ASGR
ADFL,AFDL,ADFL,AWBL,AVAL,AVEL
SMDVL,SMDVL,CEPDL,ASKL,RIAL,URXL
AWCR,AWCR,ASHR,RMDR,AFDR,ASER
AVEL,AVEL,RMDL,AFDL,AIBL,SIBDL
URXL,URXL,CEPDL,ASKL,ALA,ADLL
RMDDL,RMDDL,AIBL,SIBDL,SAADL,RMDL
SAADL,SAADL,SAADR,RIH,RMDDL,RMEV
RMDDR,RMDDR,SAADL,AIBR,RMDR,SIBDR
SIBDR,SIBDR,AWCR,ASHR,RMDR,AIBR
RIVL,CEPDL,ASKL,SMDVL,ADLL,URXL
AWAL,AWAL,AWBL,ADFL,AFDL,ASGL
ASHR,ASHR,AWCR,ASER,AWAR,AIBR
AWCL,AWCL,AFDL,ASHL,AWBL,SIBDL
AIBR,AIBR,ASHR,AWCR,AVER,RMDR
SIBVL,SAADL,RMDDL,SIBDL,SAADR,SIBVR
SIBDL,SIBDL,AWCL,ASHL,AFDL,AIBL
AWBL,AWBL,ADFL,ASGL,AFDL,AWAL
ADLR,ADLR,ASKR,ASIR,ASGR,RIVR
ASKL,ASKL,ADLL,CEPDL,URXL,SMDVL
RMFR,SAADR,SAADL,RMDDR,RMFR,RMDDL
ASER,ASER,AVHR,ASGR,AWAR,AWBR
ASGR,ASGR,AVHR,RIVR,ASER,ASIR
AWAR,AWAR,ASER,ASHR,ASGR,AVBR
ASHL,ASHL,ASEL,AWBL,ASGL,AFDL
RMHR,RMHR,SAADL,RMDDR,RMFL,RMHL
RMHL,RMHL,RMHR,RMDDL,SAADL,RMFL
AIBL,AIBL,ASHL,AWCL,ASEL,AUAL
ASGL,ASGL,AWBL,AVHL,ASIL,RIVL
SMBVR,RMDDR,SMBDR,RMFR,RMHR,AUAR
ADLL,ADLL,ASIL,RIVL,AVHL,ASGL
RMFL,RMFL,RMFR,SMBDL,SMBDR,RMHR
SMDDL,SMBDL,RMFL,RMDDL,SMDDL,RMHL
ASEL,ASEL,AVHL,AVJL,ASGL,AWBL
AVHR,AVHR,AVJR,ASER,AVDR,AVBR
ASIR,RIVR,ASIR,AVHR,AVJR,AVBR
AUAL,AUAL,ASEL,AWCL,ASHL,AVJL
AUAR,AUAR,AVDR,RIBR,AIZR,AWCR
RIBL,ASEL,ASHL,RIBL,AUAL,AWCL
AVBR,AVDR,RIBR,ASER,AVBR,AVJR
RIMR,RMFR,SMBVR,SMBDR,RMFL,RMDDR
SMBDL,SMBDL,RMFL,SMBDR,RMFR,SMBVL
SMDDR,ASJR,RIMR,RIBR,AUAR,RMDDR
M2R,RIVR,M2R,AVBR,AVJR,ASIR
SMBDR,SMBDR,SMBVR,ASJR,SMBDL,RMHR
RIBR,RIBR,AVDR,AIZR,AVBR,ASJR
M2L,ASJL,RIBL,AUAL,M2L,AVBL
ASIL,ASIL,RIVL,ADLL,AVHL,AVJL
AVBL,AVHL,AVJL,ASIL,AVBL,RIVL
I4,I4,RIVL,ASIL,I6,ADLL
,AVBL,AUAL,AVJL,RIBL,AVDL
RIVR,AVJR,RIVR,AVDR,AINR,AVHR
AVJR,AVJR,AVDR,AIZR,AINR,AVBR
M1,M1,RIVR,ASIR,AVHR,I4
ASJR,AIAR,SIAVR,SMBVR,ASJR,AIYR
AIAL,SIAVL,SMBVL,AIAR,SMBDL,SMBVR
AVJL,AVJL,RIVL,AINL,AVHL,I6
AIMR,AIAR,SMBVR,RICR,AIMR,AIZR
AVDL,AVDL,AINL,AVJL,AIZL,AVBL
I5,SIAVR,SMBVR,I5,RICR,ASJR
AINR,AINR,AVJR,AVDR,FLPR,AIZR
RIML,AIZL,AVJL,AINL,AVDL,RICL
SMBVL,SMBVL,SMBVR,SIAVL,SIAVR,SMBDL
ASJL,RICL,AIZL,ASJL,AUAL,FLPL
I6,I6,AINL,AVJL,AIZL,M2L
AVKR,RICR,SIAVR,AIZR,I5,SMBVR
