GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I2R,MCR,I1L,IL2DR
I1R,I1L,I1R,I2R,MCR,MCL
I1L,I1R,I1L,I2L,MCL,MCR
AMSOL,I1L,I2L,MCL,I1R,NSML
I2R,I2R,NSMR,MCR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,MCR
MCL,MCL,NSML,I2L,MCR,I2R
MI,MI,I3,IL2DR,M4,IL2DL
NSML,NSML,MCL,I2L,MCR,M3L
MCR,MCR,NSMR,I2R,MCL,M3R
NSMR,NSMR,I2R,MCR,M3R,MCL
I3,I3,MI,IL2DR,M4,IL2DL
M4,M4,IL2DR,I3,MI,IL2DL
M3L,M3L,NSML,MCL,I2L,IL2VL
IL2DL,IL2DL,URADL,IL1DL,I3,M4
M3R,M3R,NSMR,MCR,M3L,I2R
IL1DL,IL1DL,IL1DR,URADL,IL2DR,IL2DL
IL2L,IL2L,IL1L,URBL,OLLL,NSML
URADL,URADL,IL1DL,OLLL,URYDL,IL2DL
IL2DR,URADR,IL2DR,IL2R,URYDR,IL1DR
IL2R,IL2R,IL1R,URBR,URADR,OLLR
IL1VL,IL1VL,IL2VL,M3L,NSML,I2L
IL2VR,IL2VR,URAVR,URYVR,NSMR,IL1R
IL2VL,IL2VL,IL1VL,NSML,M3L,IL2VR
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
IL1VR,IL1VR,URYVR,IL2VR,IL1R,URAVR
OLLR,OLLR,URYDR,URBR,URADR,IL1DR
RIPR,IL1R,URBR,IL2R,URYVR,RIPR
OLLL,OLLL,URBL,URYDL,IL1L,IL1DL
IL1L,IL1L,IL2L,URBL,OLLL,URYVL
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,IL1DR
URADR,URYDR,URADR,OLLR,IL1DR,OLQDR
IL1R,RIPR,URBR,IL1R,URYVR,BAGR
URYVL,URYVL,URBL,IL1L,URAVL,RIPL
URYDL,URYDL,OLQDL,OLLL,IL1DL,RIPL
URBL,URBL,RIPL,OLLL,IL1L,BAGL
URYVR,URYVR,URAVR,BAGR,OLQVR,URBR
URBR,URBR,RIPR,BAGR,RMER,IL1R
URAVL,URAVL,URYVL,OLQVL,BAGL,URBL
BAGL,RIPL,URBL,BAGL,OLQVL,URYVL
OLQDR,OLQDR,RMED,URYDR,OLQDL,RMER
RMED,RMED,OLQDR,OLQDL,URYDR,RMER
OLQVR,OLQVR,BAGR,RMER,URYVR,URAVR
RMER,RMER,URYDR,RIPR,RMED,OLQDR
BAGR,BAGR,RIPR,RMER,URBR,OLQVR
RMEL,RMEL,BAGL,RIPL,URBL,URYDL
OLQVL,OLQVL,BAGL,CEPVL,RIPL,URAVL
URAVR,URAVR,CEPVR,BAGR,RMER,OLQVR
RMDVR,RMDVR,SAAVR,AVAR,RIAR,RMER
RMDVL,RMDVL,BAGL,SAAVL,AVAL,RMEL
SAADL,BAGL,CEPVL,RMDVL,AVAL,RMEL
CEPVL,CEPVL,CEPVR,BAGL,RMEV,OLQVL
RID,RID,URXR,CEPDR,ASKR,ALA
SMDVR,SMDVR,SAAVR,RIAR,ASKR,URXR
CEPDL,CEPDR,URXR,SMDVR,RIAR,ASKR
SMDVL,SAAVL,SMDVL,RIAL,RMDVL,AVAL
URXL,URXL,CEPDL,SMDVL,URXR,ASKL
SIBDR,AVAR,RMDR,AFDR,SAAVR,AVER
RIAR,RIAR,SAAVR,SMDVR,ADFR,AFDR
CEPVR,CEPVR,RMDR,AVAR,AVER,CEPVL
URXR,URXR,CEPDR,ASKR,RID,SMDVR
ALA,ALA,URXL,CEPDL,URXR,CEPDR
AVAL,AVAL,RMDVL,AFDL,RMDL,AVEL
AVAR,AVAR,AFDR,RMDR,SAAVR,AVER
CEPDR,CEPDL,URXL,SMDVL,ASKL,RIAL
RIAL,RIAL,SAAVL,RMDVL,AVAL,AFDL
ASKR,ASKR,SMDVR,RIAR,ADFR,ADLR
RMEV,RMEV,RIH,CEPVR,CEPVL,SAADL
ASKL,SMDVL,ASKL,RIAL,ADFL,ADLL
ADFR,ADLR,ASKR,SMDVR,RIAR,ADFR
AWBR,AFDR,AWBR,ADFR,AVAR,SAAVR
AFDL,RMDL,AVEL,AFDL,AVAL,SIBDL
ADFL,AFDL,AVEL,AWBL,ADFL,RMDL
AFDR,AFDR,RMDR,AVER,AWCR,AVAR
ASGR,AWBR,AWAR,ASGR,ADFR,ADLR
ADLL,ASKL,ADLL,SMDVL,ASGL,ADFL
RMDL,RMDL,AVEL,SIBDL,AIBL,AWCL
AWBL,AWBL,AFDL,ADFL,ASGL,AWAL
RIH,SAADR,SAADL,RIH,RMDR,RMDDR
AIBR,RMDR,SIBDR,AWCR,AIBR,ASHR
AVER,AVER,RMDR,AIBR,ASHR,AWCR
SIBDL,AVEL,AIBL,AWAL,SIBDL,ADFL
ASIR,ASGR,ADLR,ASIR,AVHR,RIVR
AVEL,RMDL,AVEL,AIBL,SIBDL,AWCL
ASGL,ASGL,AWBL,ADFL,AWAL,AFDL
AWAR,ASHR,ASER,AWAR,AWBR,AWCR
AVHR,AVHR,ASGR,ASER,AWBR,RIVR
M1,RIVR,M1,ADLR,AVHR,ASIR
AWAL,AWAL,AWBL,AFDL,AWCL,ASHL
RMDDR,SAADL,RMDDR,SAADR,RMDDL,SMDDL
HMC,ADLL,ASIL,ASKL,ASGL,RIVL
ASIL,ASIL,ADLL,ASGL,RIVL,ASKL
AVJR,AVJR,AVHR,ASER,RIVR,ASGR
SIBVR,RMDDR,SAADR,RMHR,SIBDR,SIBVR
RIVR,RIVR,AVJR,AVHR,ASIR,AINR
RIR,RIBR,AIBR,AWAR,AVBR,RIBL
ASHR,ASHR,ASER,AWCR,RIBR,AUAR
AWCR,AWCR,AIBR,ASHR,RIBR,AUAR
AVHL,AVHL,ASGL,AWBL,ASEL,RIVL
RMDDL,AWCL,AIBL,SIBDL,AUAL,ASHL
ASHL,ASHL,RIBL,AWCL,ASEL,AVBL
RMFR,RMFR,RMFL,SMBDL,SMBDR,SAADL
SIBVL,RMDDL,RMHL,SMBDL,AUAL,SIBDL
AIBL,AUAL,AIBL,AWCL,ASHL,RIBL
AVBR,AVDR,AVJR,AINR,ASER,AVBR
AUAR,AUAR,AIBR,RIBR,ASJR,AWCR
SAADR,RMFR,SMBDR,RMHR,RMFL,RMHL
RIBR,RIBR,AVDR,ASJR,AIZR,AVBR
ASEL,ASEL,AVBL,AVDL,AVJL,AIZL
SMDDL,RMDDR,SMBDR,AUAR,RMFR,RIMR
AVDR,AVDR,AINR,AVJR,FLPR,AIZR
AVJL,AVJL,RIVL,AVBL,AINL,ASEL
AVL,RIMR,ASJR,AVDR,RICR,AIZR
RIBL,ASJL,RIBL,AUAL,AIZL,AVBL
AINR,AINR,AVJR,AVDR,FLPR,M2R
RIML,RIVL,I6,ASIL,I4,M5
I6,I4,I6,RIVL,M1,M5
SMBDL,SMBDL,SMBVL,RMFL,SIAVL,SMBDR
AIZR,AIZR,RICR,FLPR,ADER,AVDR
SMBVL,SIAVR,SMBVR,ASJR,RICR,SMBDR
SMBDR,SMBDR,SMBVR,SMBVL,SMBDL,SIAVL
AVDL,AVDL,AIZL,FLPL,AINL,RICL
AUAL,AIZL,RICL,AUAL,RIML,SMBVL
AINL,AINL,I6,FLPL,M5,AIZL
RIVL,I6,M5,I4,RIVL,M1
RICL,AIZL,RICL,FLPL,ASJL,RIBL
ASJR,RICR,FLPR,AIZR,ADER,ASJR
SABVR,SMBVR,AIYR,SIAVR,AIAR,AIMR
FLPR,FLPR,ADER,AINR,ADAR,AQR
RICR,ADER,FLPR,RICR,ADAR,AIZR
AIAL,SMBVL,SIAVL,AIYL,AIAR,RIS
RIMR,AIAR,RIS,RICR,AIMR,SIAVR
AIML,AIML,VB2,AIAR,RIS,RICL
AIYL,RIS,SABVL,VB2,AIAR,SABVR
AIZL,FLPL,ADEL,ADAL,RICL,AIZL
AIAR,AIYL,AIML,SABVL,VB2,FLPL
AIMR,VB2,AIMR,ADAR,RIS,AIML
ASJL,RMGL,ADAL,ADEL,FLPL,AVKL
AIYR,SABVR,SABVL,VB2,DB2,RIFL
FLPL,ADAL,RMGL,FLPL,ADEL,M5
SIADL,AVFL,VB2,AVKL,AVFR,AIML
RIS,VA1,DB2,VB1,AQR,ADAR
AQR,AQR,ADAR,RMGR,SABD,ADER
AVKR,ADAR,VD1,RIFR,AVG,DB2
RIGR,VB1,VB2,RIGL,AIML,DB2
RIFL,RIFR,VA1,DB2,RIFL,VB1
ADER,RMGR,ADAR,AQR,SABD,AVG
SIAVR,VD1,VB1,RIGL,DD1,AVFL
VB2,RIGL,AVG,DB1,DD1,VB1
ADAL,RIGL,DD1,AS1,RIGR,AVG
DB1,DA1,DB1,AVG,DD1,SABD
AVKL,VD2,DD1,VB3,RIGL,AS1
SABVL,SABD,DA1,DB1,AVG,VA2
ADEL,VB3,VA2,DA1,AS1,DD1
