GT,Top1,Top2,Top3,Top4,Top5
,I2L,I1L,NSML,MCL,I1R
,I1R,I2R,MCR,NSMR,I1L
,I2R,NSMR,I1R,IL2VR,MCR
,MCL,I1L,I2L,NSML,I1R
,MCR,I1R,NSMR,I2R,MCL
,NSMR,I2R,MCR,I1R,M3R
MI,MI,I3,M4,I1L,I1R
I3,I3,MI,M4,IL2DR,IL2DL
,M4,I3,MI,IL2DR,MCR
M3R,M3R,NSMR,MCR,I2R,M3L
M3L,M3L,NSML,I2L,MCL,I1L
IL2R,IL2R,NSMR,M3R,IL1R,IL2VR
IL2DR,IL2DR,OLLR,IL2R,URADR,IL1DR
IL1R,IL1R,M3R,IL2R,URYVR,IL2VR
IL2L,IL2L,IL1L,M3L,NSML,OLLL
URADR,URADR,OLLR,IL2R,IL1R,M4
IL2DL,IL2DL,URADL,IL1DL,URYDL,OLLL
IL1VR,IL1VR,M3R,IL1VL,URYVR,IL2VR
OLLR,OLLR,URBR,IL2R,M3R,IL1R
IL1L,IL1L,IL2L,M3L,URYVL,NSML
IL2VL,IL2VL,M3L,IL1VL,URYVL,NSML
IL1DL,IL1DL,URADL,URYDL,IL1DR,IL2DL
OLLL,OLLL,URBL,URYDL,URADL,IL2L
URBR,URBR,OLLR,IL1R,URYVR,IL2R
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
IL1VL,IL1VL,IL1VR,URYVR,URYVL,URAVL
URBL,URBL,OLLL,IL1L,RIPL,IL2L
URYVL,URYVL,OLQVL,IL1L,M3L,RIPL
URAVR,URYVR,URAVR,URBR,OLQVR,IL1R
URYVR,URYVR,IL1R,OLQVR,URBR,URAVR
URADL,URADL,URYDL,IL1DL,RIPL,OLQDL
URAVL,URAVL,OLQVL,URYVL,RIPL,IL1VL
,RIPR,URBR,OLLR,IL1R,BAGR
URYDR,URYDR,OLLR,IL1DR,OLQDR,URBR
OLQVR,URYVR,OLQVR,BAGR,URAVR,URBR
URYDL,URYDL,IL1DL,OLQDL,RIPL,RMEL
OLQDR,OLQDR,URYDR,OLQDL,RMED,OLLR
OLQVL,OLQVL,RIPL,URYVL,BAGL,URBL
OLQDL,OLQDL,URYDL,IL1DL,RMED,RMEL
RMER,RMER,BAGR,RIPR,OLQVR,URBR
RMEL,RMEL,RIPL,BAGL,URBL,URYDL
CEPVL,OLQVL,BAGL,CEPVL,CEPVR,URAVL
BAGR,BAGR,CEPVR,OLQVR,URAVR,RMER
RMED,RMED,RID,OLQDL,OLQDR,URXR
,CEPVR,OLQVR,RMEV,CEPVL,OLQVL
BAGL,BAGL,OLQVL,RMEL,RIPL,CEPVL
RMEV,OLQVL,CEPVR,BAGL,CEPVL,RMEV
RMDVL,RMDVL,BAGL,AVAL,SAAVL,RMEL
,CEPVL,RMEV,CEPVR,RMDL,RIH
CEPVR,CEPVR,RMDR,RMEV,AVER,RIH
RMDVR,RMDVR,AVAR,RMDR,SAAVR,AFDR
AVAL,AVAL,RMDVL,SAAVL,AFDL,RMDL
SAAVR,SAAVR,RIAR,SMDVR,AVAR,RMDVR
RIAR,RIAR,SMDVR,SAAVR,URXR,ASKR
AVAR,AVAR,AVER,RMDVR,RMDR,AFDR
CEPDR,CEPDR,URXR,SMDVR,RID,ASKR
CEPDL,CEPDL,SMDVL,URXL,RIAL,RID
SMDVL,SMDVL,SAAVL,RIAL,CEPDL,URXL
RIAL,RIAL,SAAVL,SMDVL,RMDVL,AFDL
,RMEV,RIH,SAADL,SAADR,CEPVR
URXL,URXL,CEPDL,SMDVL,ALA,RID
URXR,URXR,RID,URXL,ALA,CEPDR
,AFDL,AWBL,SAAVL,RMDVL,RIAL
AFDR,AVER,RMDR,AFDR,AVAR,AWBR
RMDR,AVER,RMDR,AVAR,AIBR,SIBDR
,AWBL,SAAVL,RIAL,AFDL,SMDVL
SMDVR,SMDVR,ASKR,URXR,CEPDR,RIAR
AWAR,AFDR,AWBR,AWAR,AVAR,AVER
,RMDL,AVEL,SIBDL,AIBL,SAADL
,AFDR,AWBR,AWCR,AVAR,RMDR
AVER,RMDR,AVER,AIBR,AVAR,AFDR
,AVEL,RMDL,AIBL,AFDL,SIBDL
,RIAL,ADFL,AVEL,AWAL,AFDL
,ADFR,ASKR,ADLR,RIAR,AWAR
,ASKR,ADLR,ADFR,SMDVR,ASGR
,URXL,ASKL,ASKR,URXR,ADLL
,SAADL,SAADR,RMDL,RIH,AIBL
ALA,ALA,CEPDL,URXL,RID,URXR
,SIBDL,RMDL,AWCL,AIBL,ASHL
,ASKL,ADLL,SMDVL,CEPDL,URXL
,SAADL,SAADR,SIBVR,SIBVL,RMDDR
,ASGR,AWBR,AWAR,ADLR,AVHR
ASGR,AWAR,AWBR,ASGR,ASHR,ASER
,CEPDL,SMDVL,ASKL,ADLL,URXL
,SAADR,SAADL,RMDDR,AIBR,RMDDL
,ADLR,ALA,ASKR,URXR,RIVR
SIBVR,AWCR,ASHR,AIBR,RMDR,SIBDR
AIBR,AIBR,ASHR,AWCR,AVER,RMDR
SIBVL,SAADL,RMDDL,RMDDR,SAADR,SIBVR
,AWBL,ASEL,ASGL,AVJL,AVHL
,AWCL,ASHL,AIBL,SIBDL,ASEL
ASER,ASER,ASHR,AWBR,AVDR,ASGR
