GT,Top1,Top2,Top3,Top4,Top5
AMSOL,I1R,I2L,I1L,MCL,NSML
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
AMSOR,MI,I1L,I1R,I3,MCR
MCL,MCL,I2L,NSML,I1R,MCR
MCR,MCR,I2R,I1R,NSMR,MCL
I2R,I2R,MCR,NSMR,I1R,M3R
I2L,I2L,NSML,MCL,I1L,I1R
MI,MI,I3,MCR,M4,MCL
NSMR,I2R,NSMR,MCR,M3R,IL2VR
NSML,NSML,MCL,I2L,MCR,M3L
I3,I3,MI,IL2DR,IL2DL,M4
IL2VR,NSMR,I2R,IL2VR,MCR,M3R
M3R,M3R,NSMR,MCR,M3L,I2R
IL1VR,IL1VR,IL2VR,NSMR,I2R,M3R
M4,M4,I3,IL2DR,MI,URADL
M3L,M3L,NSML,IL2L,I2L,MCL
IL1VL,IL1VL,IL2VL,I2L,NSML,M3L
RIPR,IL2R,IL1R,OLLR,URADR,URBR
IL2DR,IL2DR,URADR,IL1DR,I3,M4
IL2DL,IL2DL,URADL,IL2L,IL1DL,I3
URADR,URADR,IL1DR,OLLR,URYDR,IL2DR
IL2VL,IL2VL,NSML,IL1VL,I2L,M3L
IL2R,IL1R,OLLR,URBR,URADR,IL2R
IL1R,OLLR,IL1DR,URYDR,IL1R,URADR
URYDR,URYDR,IL1DR,OLLR,URADR,OLQDR
URBR,URBR,OLLR,RIPR,IL1R,IL2R
IL1DL,IL1DL,IL1DR,URADL,URYDL,OLQDL
IL1DR,IL1DR,URYDR,OLLR,URADR,IL1DL
URYVR,URYVR,IL1VR,IL1R,URAVR,OLLR
URADL,URADL,URYDL,IL1DL,OLLL,OLQDL
OLLL,OLLL,URYDL,URBL,IL2L,URADL
SIBVL,IL2L,URBL,RIPL,IL1L,OLLL
OLLR,OLLR,URYDR,URBR,IL1DR,RIPR
BAGR,RIPR,URBR,OLLR,IL1R,BAGR
URYDL,URYDL,OLQDL,OLLL,URADL,IL1DL
OLQDR,OLQDR,URYDR,RMED,OLQDL,IL1DR
URAVR,URAVR,URYVR,IL1VR,OLQVR,URBR
OLQDL,OLQDL,URYDL,RMED,OLQDR,IL1DL
IL2L,IL1L,URBL,RIPL,URYVL,IL2L
OLQVR,OLQVR,URAVR,BAGR,URBR,RIPR
URAVL,URAVL,URYVL,OLQVL,IL1VL,IL1VR
URBL,URBL,RIPL,URYDL,IL1L,RMEL
