GT,Top1,Top2,Top3,Top4,Top5
,DA1,VA2,AS1,VB3,VD2
,VB3,VD2,VA2,AS1,DD1
,SABD,DA1,AS1,AVG,VD2
,VD2,DD1,VA2,AS1,DA1
,DB1,AVG,DA1,DD1,SABD
,AS1,RIGR,RIGL,DD1,DA1
,RIGL,RIGR,DD1,DB1,AVG
,DD1,RIGL,VD1,VD2,AS1
,DB1,AVG,RIGL,DD1,RIGR
,AVG,DB1,VA1,VB1,SABD
,VB1,RIGR,RIGL,AVG,VA1
,VA1,AVG,VB1,DB1,DB2
,RIGL,RIGR,VB1,RMGL,VD1
AQR,RMGR,AQR,ADAR,ADER,RIFR
,VA1,VB1,RIFL,DB2,VD1
,VB1,RIFR,RIGL,VB2,DB2
,RIFR,DB2,SABVR,VA1,RIFL
M5,M5,RMGL,I6,ADAL,ADEL
,ADAR,ADER,AQR,RMGR,FLPR
ADAL,ADAL,RMGL,ADEL,FLPL,VB1
,DB2,SABVR,SABVL,AQR,VB2
,SABVL,RIFL,DB2,VB2,AVFL
,SABVR,SABVL,VB2,RIFL,AVFR
,ADER,FLPR,AIZR,ADAR,RICR
RMGL,RMGL,ADEL,ADAL,FLPL,M5
I6,I6,M5,AINL,I4,RIVL
M1,M1,RIVR,AINR,AVJR,M2R
,ADER,FLPR,RICR,AIZR,AQR
,I5,AQR,RIS,SABVL,RMGR
,AIML,VB2,RIS,SABVL,AVFL
,VB2,AIML,RIS,SABVL,AVFL
,RIS,SABVR,AIMR,VB2,SABVL
,AQR,RIS,AIMR,SABVR,SIAVR
,I4,M1,I6,RIVR,M2R
,FLPR,RICR,ADER,AIZR,AQR
,AIZL,M2L,AINL,ADEL,RICL
FLPR,AVDR,AINR,FLPR,AIZR,AVJR
FLPL,FLPL,ADEL,RICL,AIZL,AINL
ADEL,ADEL,AIZL,FLPL,AINL,RICL
,M2R,AIZR,AINR,AVJR,AVDR
,AIML,SMBVR,SIAVR,SMBVL,RIS
,FLPR,RICR,AIZR,ASJR,AIYR
,RICL,AIZL,FLPL,ADEL,M2L
,RICL,AIYL,SMBVL,SIAVL,ASJL
,SIAVR,SMBVR,AIMR,AIAR,SMBVL
,AINR,AVJR,AVDR,RIVR,AVHR
,AIAR,SIAVR,SMBVR,AIMR,RICR
,ASJR,AIZR,RICR,AUAR,RIMR
,SIAVL,SMBVL,RICL,AIML,RIML
,SMBVR,SMBDR,AIAR,RICR,AIYR
,ASJR,RIBR,AIZR,SMBDR,RIMR
AVJR,AVJR,AVDR,RIBR,AVBR,AINR
,SMBVL,SMBDL,SIAVL,SMBVR,RMFL
,RIVL,ASIL,AINL,AVJL,I6
,ASIR,RIVR,AVHR,ADLR,ASGR
,SMBVR,SMBVL,SMBDR,SMBDL,RMFL
,RIMR,ASJR,AUAR,SMBDR,RIBR
AVDR,AVHR,AVJR,ASGR,RIVR,AVDR
,AUAR,AWCR,RIBR,AVDR,ASHR
AINL,AINL,AVJL,AVDL,RIVL,ASIL
,AVJL,AVDL,AIZL,AINL,AVBL
,ASER,AWBR,ASHR,ASGR,RIBR
RIVR,RIVR,ADLR,ASGR,ASIR,AVHR
,ASJL,AUAL,RIBL,SMBDL,RIML
,RMDDL,SMBDL,AUAL,RMFL,RMHL
,SMBDR,SMBDL,RMFR,RMFL,RMHR
,ASGR,AWBR,AWAR,ADLR,ADFR
AVJL,AVJL,AVDL,RIVL,AVHL,ASEL
,AIBR,RMDDR,RIBR,ASHR,SMBDR
,ASHR,AWCR,AIBR,RIBR,SIBDR
AVHR,ADLR,ASKR,ASGR,RIVR,ADFR
,RMDDR,AUAR,AWCR,AIBR,SIBDR
AVDL,AVDL,AVJL,ASEL,AVHL,ASGL
AVHL,AVHL,RIVL,AVJL,ASGL,ASIL
,AWAR,AWBR,ASGR,ASHR,AFDR
,RIBL,AIBL,ASHL,ASEL,AWCL
RIVL,ADLL,ASGL,RIVL,ASKL,ASIL
,ASKR,ADLR,CEPDR,URXR,RIAR
,RMFR,RMDDR,SMBDR,RMHR,SAADR
,ASEL,AVJL,AVDL,AWBL,ASHL
,RMDR,AVER,AWCR,ASHR,AIBR
,AWAL,ASGL,AWBL,ASIL,ADLL
,AUAL,AWCL,ASHL,ASEL,AVDL
,ASHL,ASEL,AWBL,ASGL,AWAL
AVER,AVER,RMDR,AIBR,SIBDR,AWCR
,ASKL,ADLL,URXL,CEPDL,ALA
,AFDR,AWBR,AVER,ADFR,RMDR
,ASGL,AWBL,ADLL,ASIL,AWAL
,AWBL,ASEL,ASGL,AVHL,AFDL
,RMDR,AVER,AIBR,AWCR,SIBDR
,AIBL,RMDL,SIBDL,ASHL,AWCL
,SAADL,SAADR,RMDDL,RMDDR,SIBVR
,URXR,URXL,CEPDR,ALA,ASKR
,SIBDL,RMDL,AIBL,SAADL,AVEL
SMDVR,SMDVR,RIAR,CEPDR,URXR,SAAVR
,AWAL,RIAL,AWBL,AFDL,ADFL
,SAAVR,AFDR,RIAR,AVER,AVAR
,CEPDL,URXL,SMDVL,ASKL,RIAL
,AWCL,RMDL,ASHL,AFDL,AVEL
,CEPDR,URXR,SMDVR,RID,URXL
ALA,ALA,URXL,CEPDL,URXR,RID
,SAADR,SAADL,RMDR,RMEV,RIH
,SAADL,SAADR,RMEV,RMDDL,RIH
,RMDL,AVEL,SIBDL,AWCL,AIBL
AVAR,AVAR,SAAVR,AVER,RMDR,AFDR
,SMDVL,RIAL,CEPDL,SAAVL,URXL
AVEL,AVEL,RMDL,AFDL,AVAL,AIBL
RIAR,RIAR,SAAVR,SMDVR,URXR,CEPDR
,AFDL,AWBL,AVAL,RIAL,SAAVL
,URXL,CEPDL,RIAL,URXR,RID
,RMEV,RMDR,CEPVR,AVER,RIH
RID,RID,URXL,CEPDL,ALA,URXR
AVAL,AVAL,RMDVL,AFDL,RMDL,AVEL
RIAL,SAAVL,RIAL,RMDVL,SMDVL,AVAL
RMDVR,RMDVR,RMER,SAAVR,AVAR,BAGR
SMDVL,AVAL,RMDVL,RMDL,SAAVL,AFDL
SAAVL,RMDVL,RMDL,AVAL,AFDL,AVEL
RMEV,CEPVR,RMEV,CEPVL,RIH,OLQVR
,CEPVL,CEPVR,RMEV,OLQVL,BAGL
,CEPVR,OLQVR,BAGR,CEPVL,URAVR
RMED,RMED,OLQDL,OLQDR,URYDL,IL1DL
,OLQVR,BAGR,CEPVR,RMER,URAVR
,OLQVL,CEPVL,BAGL,URAVL,URYVL
,RMER,RIPR,BAGR,URBR,OLQVR
,BAGR,OLQVR,URAVR,CEPVR,URYVR
,RMEL,RIPL,BAGL,URYDL,RMDVL
,RIPL,BAGL,OLQVL,URBL,RMEL
,URAVL,IL1VL,OLQVL,OLQVR,CEPVL
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
,BAGL,OLQVL,URAVL,RIPL,URYVL
OLQDR,OLQDR,URYDR,OLQDL,IL1DR,IL1DL
,URYDR,OLLR,OLQDR,URADR,IL1DR
,URYVR,OLQVR,IL1R,BAGR,IL1VR
,URYDL,OLQDL,RIPL,OLLL,IL1DL
,URBR,IL1R,OLLR,IL2R,RIPR
,URBL,RIPL,OLLL,OLQVL,URYVL
,IL1VL,URAVL,OLQVL,IL1VR,URYVL
,OLLR,IL2R,URBR,M3R,IL1R
,URYVL,OLQVL,URAVL,IL1VL,IL1L
,IL1VR,URYVR,IL1VL,M3R,IL1R
IL1DR,IL1DR,URADR,IL1DL,IL2DR,URYDR
,OLLL,URBL,URYDL,RIPL,IL1L
,URADR,IL2R,IL2DR,OLLR,IL1R
,URADL,OLLL,IL1DL,URYDL,RIPL
,IL1L,URYVL,URBL,IL2L,OLLL
,IL2R,IL1R,M3R,OLLR,URYVR
IL1DL,IL1DL,URADL,URYDL,IL1DR,M4
,IL2DR,IL2R,M3R,IL1R,OLLR
,M3L,IL2VL,URYVL,IL1VL,NSML
,M3R,NSMR,IL2R,IL1R,IL2VR
,IL2DL,URADL,IL1DL,I3,OLLL
,M4,I3,IL2DR,M3R,URADR
,IL2L,IL1L,OLLL,URBL,NSML
,NSMR,IL2R,M3R,I2R,MCR
I3,I3,MI,IL2DR,M4,IL2DL
MCL,MCL,I2L,NSML,IL2VL,M3L
NSML,NSML,I2L,MCL,M3L,IL2VL
NSMR,NSMR,MCR,I2R,M3R,IL2VR
MI,MI,I3,IL2DR,M4,MCR
MCR,MCR,NSMR,I2R,MCL,M3R
I2L,I2L,MCL,NSML,M3L,IL2VL
I2R,NSMR,MCR,I2R,I1R,M3R
,I3,MI,IL2DR,I1R,MCR
