GT,Top1,Top2,Top3,Top4,Top5
,I1L,I1R,I2R,MCR,NSMR
,I1L,I1R,I2R,MCR,NSMR
,I1L,I1R,I2L,MCL,MCR
,MCL,I2L,I1R,MCR,NSML
I2L,I2L,MCL,NSML,M3L,I1L
I2R,I2R,NSMR,MCR,M3R,IL2VR
,I2L,MCL,M3L,NSML,MCR
,NSML,M3L,I2L,MCL,IL2VL
,NSMR,I2R,MCR,M3R,IL2VR
,NSMR,M3R,I2R,IL2VR,MCR
MI,MI,I3,M4,MCR,IL2DL
I3,I3,MI,M4,IL2DR,IL2DL
,IL2VL,IL1VL,URYVL,URAVL,M3L
,IL2L,IL1L,M3L,I2L,NSML
,IL1VR,IL2VR,URYVR,OLQVR,URAVR
,IL2R,IL1R,I2R,NSMR,M3R
,IL2DL,URADL,I3,MI,M4
,IL1L,IL2L,M3L,URYVL,OLLL
,IL1R,URYVR,IL2R,URBR,M3R
M3L,M3L,URYVL,IL1L,OLQVL,IL1VL
,IL1VL,URAVL,URYVL,OLQVL,IL1VR
M3R,URYVR,M3R,OLQVR,IL1VR,IL2VR
,IL2DR,IL2R,URADR,I3,IL1DR
,URYVL,OLQVL,RIPL,IL1L,BAGL
,URADR,OLLR,URYDR,IL1DR,IL2R
,M4,URADL,IL1DR,IL1DL,URADR
,URYVR,RIPR,URBR,IL1R,OLQVR
,URAVR,OLQVR,CEPVR,URYVR,IL1VR
,OLLL,URYDL,URADL,IL2L,URBL
,URBL,RIPL,OLLL,RMEL,URYVL
,URBR,OLLR,URYVR,RIPR,RMER
,CEPVR,OLQVR,IL1VR,URAVR,CEPVL
,URAVL,BAGL,CEPVL,OLQVL,URYVL
,OLQVL,URYVL,BAGL,RMEL,RIPL
,OLLR,URBR,URYDR,RIPR,RMER
,URYDR,OLLR,IL1DR,URADR,URBR
,OLQVR,BAGR,URYVR,RMER,RIPR
IL1DL,IL1DL,URADL,URYDL,IL1DR,OLQDL
,CEPVR,BAGR,URAVR,OLQVR,RMDVR
IL1DR,IL1DR,URYDR,IL1DL,OLQDR,URADR
,URYDL,RMEL,RIPL,OLLL,URBL
,RMEL,BAGL,RIPL,OLQVL,URYVL
,BAGR,RIPR,RMER,URYVR,OLQVR
,CEPVL,OLQVL,BAGL,CEPVR,RMEV
,BAGR,OLQVR,RMER,CEPVR,RMDVR
OLQDL,OLQDL,URYDL,IL1DL,URADL,OLLL
RMEV,RMEV,RIH,CEPVR,CEPVL,RMDL
,RMER,RIPR,BAGR,URYDR,URBR
RMED,RMED,OLQDL,URYDL,URYDR,IL1DR
,CEPVL,RMEV,RMDL,RIH,AVEL
,CEPVR,RMEV,OLQVR,CEPVL,RMDR
OLQDR,OLQDR,OLQDL,RMED,URYDR,IL1DR
,RIH,CEPVL,RMEV,CEPVR,SAADR
,RMEV,SAADL,RMDL,RIH,SAADR
RMDVL,RMDVL,AVAL,SAAVL,RIAL,SMDVL
,RMDL,AVAL,AVEL,AFDL,RMDVL
SAAVL,SAAVL,RIAL,RMEL,SMDVL,RMDVL
AFDL,AFDL,SAAVL,AVAL,AVEL,RIAL
,SAADR,SAADL,RMDDR,SIBVR,RMFR
,SAADL,RMDDL,SAADR,SMDDL,RMDDR
RMDVR,RMDVR,AVAR,SAAVR,RMDR,AFDR
AVAL,AVAL,SAAVL,RMDVL,RIAL,SMDVL
SAAVR,SAAVR,RMDVR,RIAR,SMDVR,AVAR
