GT,Top1,Top2,Top3,Top4,Top5
AMSOL,I1L,I1R,I2L,MCL,NSML
I1L,I1L,I1R,I2L,MCL,NSML
I1R,I1R,I1L,I2R,MCR,NSMR
IL2VR,NSMR,I2R,MCR,I1R,IL2VR
I2L,I2L,NSML,I1L,MCL,M3L
I2R,I2R,NSMR,MCR,I1R,IL2R
MCL,MCL,NSML,I2L,I1L,MCR
MI,MI,I3,IL2DR,MCR,M4
NSML,NSML,I2L,MCL,IL2L,I1L
I3,I3,MI,M4,IL2DR,MCR
MCR,MCR,NSMR,I2R,M3R,I1R
IL2VL,NSML,IL2VL,I2L,MCL,IL1VL
NSMR,NSMR,I2R,MCR,IL2R,IL1R
IL1VL,IL1VL,IL2VL,NSML,I2L,M3L
M4,M4,I3,URADR,IL2DR,MI
IL2DR,IL2DR,URADR,IL2R,OLLR,I3
IL1VR,IL1VR,IL2VR,NSMR,URYVR,IL1R
IL2R,IL2R,IL1R,OLLR,URADR,URBR
IL2DL,IL2DL,URADL,IL2L,IL1DL,OLLL
M3L,M3L,NSML,IL2L,IL1L,URYVL
M3R,M3R,IL1R,URYVR,OLLR,IL2R
URADL,URADL,OLLL,IL2DL,IL1DL,URYDL
IL1R,IL1R,IL2R,URBR,OLLR,URYVR
,IL2VR,IL1VR,URYVR,IL1R,URAVR
URADR,URADR,OLLR,IL2R,URYDR,IL1R
OLLL,OLLL,IL2L,URBL,IL1L,URYDL
IL2L,IL2L,IL1L,OLLL,URBL,URYVL
OLLR,OLLR,URBR,IL1R,IL2R,URADR
URYVR,URYVR,IL1R,URBR,IL1VR,OLQVR
IL1DR,IL1DR,URADR,OLLR,URYDR,IL1DL
URYVL,URYVL,IL1VL,IL1L,OLQVL,URAVL
IL1DL,IL1DL,URYDL,IL1DR,URADL,OLLL
URAVR,URAVR,URYVR,IL1VR,OLQVR,IL1R
IL1L,IL1L,URYVL,IL2L,OLLL,URBL
URBR,URBR,OLLR,RIPR,IL1R,URYVR
BAGR,RIPR,URYVR,URBR,IL1R,OLQVR
URYDR,URYDR,OLLR,URADR,RIPR,OLQDR
URYDL,URYDL,OLLL,RMEL,RIPL,IL1DL
URAVL,URAVL,OLQVL,URYVL,IL1VL,BAGL
URBL,URBL,RMEL,RIPL,OLLL,IL2L
SIBVR,URAVR,IL1VR,URYVR,OLQVR,IL1VL
RIPL,RIPL,RMEL,URYDL,URBL,BAGL
OLQDL,OLQDL,URYDL,OLQDR,IL1DL,RMEL
OLQVL,OLQVL,BAGL,URYVL,RMEL,URAVL
OLQVR,OLQVR,URAVR,URYVR,BAGR,CEPVR
RIPR,BAGR,RIPR,OLQVR,URYVR,URAVR
OLQDR,OLQDR,URYDR,OLLR,RIPR,RMED
RMEL,RMEL,BAGL,RIPL,OLQVL,URYVL
RMED,RMED,OLQDR,URYDR,OLQDL,RMER
RMER,RMER,BAGR,RIPR,OLQVR,URYVR
CEPVL,OLQVL,BAGL,CEPVL,URYVL,RMEL
CEPVR,CEPVR,BAGR,OLQVR,CEPVL,URAVR
BAGL,CEPVL,BAGL,OLQVL,URAVL,RMEV
RIMR,CEPVR,OLQVR,BAGR,CEPVL,RMEV
RMDVR,RMDVR,BAGR,SAAVR,AVAR,RMER
RMEV,CEPVR,RMEV,RIH,CEPVL,OLQVL
SIBVL,CEPVL,CEPVR,RMEV,RIH,BAGR
SAAVL,AVAL,SAAVL,RMDVL,RIAL,RMEL
RMDVL,RMDVL,AVAL,SAAVL,RMEL,RIAL
RIAL,RIAL,SAAVL,RMDVL,SMDVL,RMEL
CEPDL,CEPDL,RIAL,SMDVL,SAAVL,URXL
SAAVR,SAAVR,RIAR,AVAR,SMDVR,RMDVR
URXL,URXL,CEPDL,RIAL,RID,ASKL
AVAL,AVAL,RMDVL,SAAVL,AFDL,RMDL
RID,RID,URXR,CEPDR,ALA,ASKR
ADFL,RIAL,SAAVL,SMDVL,ADFL,RMDVL
URXR,URXR,CEPDR,RID,ASKR,RIAR
SMDVR,SMDVR,RIAR,ASKR,SAAVR,CEPDR
AVAR,AVAR,AFDR,SAAVR,RMDR,RMDVR
RIAR,RIAR,SMDVR,SAAVR,ASKR,ADFR
AFDR,AFDR,AWBR,ADFR,AVAR,RIAR
AFDL,AFDL,RMDVL,AWBL,RMDL,AVEL
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
SIADL,RIH,RMEV,SAADL,SAADR,RMDR
SAADL,RMEV,SAADL,SAADR,RIH,SIBVR
RMDL,RMDL,AVEL,AFDL,SIBDL,AVAL
SMDVL,CEPDL,ASKL,RIAL,SMDVL,URXL
AWBL,AWBL,RIAL,ADFL,SAAVL,AFDL
AWAL,SMDVL,AWBL,SAAVL,ADFL,ASKL
ADFR,ADFR,AWBR,AFDR,RIAR,AWAR
ASKR,ASKR,ADLR,RIAR,SMDVR,CEPDR
AVER,AVER,RMDR,AIBR,AFDR,AVAR
AVEL,AVEL,RMDL,AFDL,SIBDL,AVAL
ASKL,ASKL,CEPDL,ADLL,URXL,RIAL
RMDR,RMDR,AIBR,AVER,AWCR,SIBDR
ASHL,AWAL,SIBDL,AFDL,AWBL,AWCL
ASEL,AWBL,AFDL,ASGL,ADFL,AWAL
AWBR,AWBR,ASHR,AFDR,ASER,AWAR
AWCL,AWCL,SIBDL,RMDL,ASHL,AFDL
RIR,SAADL,SAADR,SIBVR,RMDDR,RMDDL
ADLR,ADLR,ASKR,ASGR,ASIR,AWAR
ALA,ALA,CEPDL,URXL,ASKL,URXR
ASGL,ASGL,AWBL,ASKL,AWAL,ADLL
AWAR,AWAR,ASGR,AWBR,ASHR,ASER
AWCR,AWCR,ASHR,SIBDR,AIBR,RMDR
ASGR,ASGR,AWAR,AWBR,ADLR,ASER
AIBR,AIBR,ASHR,SIBDR,AVER,RMDR
ADLL,ADLL,ASKL,ASIL,ASGL,CEPDL
SIBDR,SIBDR,AIBR,ASHR,AWCR,SIBVR
SIBDL,SIBDL,AWCL,RMDDL,ASHL,AUAL
AIBL,AIBL,RMDDL,SIBDL,AWCL,ASHL
RIH,RMHR,SIBVR,RMHL,RMFR,SAADR
RIBL,ASHL,ASEL,AWCL,AWAL,SIBDL
ASER,ASER,ASHR,ASGR,AVJR,AVDR
SMBDL,RMDDR,SAADR,SMBDR,SIBVR,RMFR
AIYL,RMDDR,SIBVR,RMHR,AIBR,RMDDL
AVDL,ASEL,ASGL,AWBL,AVDL,AWAL
AVBL,ASGL,ASIL,AVHL,ADLL,AWBL
AVHR,AVHR,AVJR,ASGR,ASER,RIVR
RIBR,AVJR,AVBR,ASIR,AVHR,ASGR
ASIR,ASIR,RIVR,ADLR,ASGR,AVHR
SAADR,SMBDR,RMDDR,AUAR,ASJR,RMFR
AUAL,AUAL,AWCL,ASHL,ASEL,RIBL
ASHR,RIBR,ASHR,AVBR,ASER,AIBR
ASIL,ASIL,ADLL,ASGL,AVHL,ASKL
AUAR,ASJR,AUAR,RIMR,RIBR,SMBDR
RMHL,RMHL,SMBDL,RMFL,RMFR,RMHR
RMFL,RMFL,SMBDL,SMBDR,RMFR,RMHL
AVJR,AVJR,AINR,AVDR,RIVR,AVHR
RIVR,RIVR,ASIR,AVJR,AVHR,ASGR
ASJR,RMHL,RMHR,SMBDR,SMBDL,ASJR
RMDDR,AUAR,ASJR,RIMR,SMBDR,RMDDR
AVDR,AVDR,AINR,AVJR,AVBR,ASER
ASJL,ASJL,AUAL,RIBL,SMBDL,RMHL
AVJL,AVJL,AVDL,AVHL,ASEL,AVBL
AVHL,AVHL,AVJL,RIVL,ASIL,ASEL
AVBR,AINR,AVJR,AVDR,AVBR,AVHR
RIML,RIBL,RIML,ASJL,M2L,AIZL
RIVL,RIVL,AVHL,ASIL,AVJL,ASGL
RMFR,RMFR,RMFL,SMBDL,SMBDR,SMBVR
AIZL,AVDL,AVBL,AIZL,ASEL,AVJL
SMBDR,SMBDR,SMBVR,RMFR,RMFL,SMBDL
RMDDL,SMBDL,SMBVL,AUAL,RMFL,RMDDL
SIADR,SMBVR,SIAVR,SMBDR,ASJR,RMFR
AIZR,AIZR,RICR,AVDR,AVJR,M2R
SIAVR,SIAVR,SMBVR,SMBDR,SIAVL,SMBVL
AINL,AINL,AVDL,AVJL,AIZL,I6
AVKR,I5,RICR,RICL,SIAVR,AIZR
RMHR,SMBVL,SIAVL,AIAL,AIAR,SMBVR
SMDDR,AIAR,AIMR,SMBVR,SIAVR,AIYR
SMBVL,SMBVL,SIAVL,SMBDL,AIYL,AIML
AINR,AINR,AVDR,FLPR,AVJR,ADER
FLPR,FLPR,AINR,ADER,AVDR,AIZR
SMBVR,SIAVL,AIML,SMBVL,RIS,VB2
AIMR,AIMR,RIS,AIAR,VB2,SABVR
M2R,M2R,ADER,FLPR,RICR,AINR
I4,I4,I6,M5,M1,M2L
M2L,AIZL,FLPL,M2L,I6,RICL
RICR,RICR,I5,ADER,FLPR,ADAR
AVL,RIS,SABVR,VB2,SABVL,AIML
SIAVL,AIML,VB2,SIAVL,AIYL,RIS
I5,ADEL,FLPL,ADAL,RICL,I5
RIS,VB2,SABVR,RIS,SABVL,AIML
AIAR,VB2,SABVL,AVFL,SABVR,AVFR
M1,M1,ADER,ADAR,AINR,FLPR
I6,I6,M5,FLPL,ADEL,AINL
ADER,ADER,ADAR,AQR,FLPR,RMGR
AQR,AQR,ADER,ADAR,FLPR,RMGR
AIYR,SABVR,SABVL,VB2,RIS,DB2
DB2,DB2,SABVL,VB2,VA1,SABVR
,ADAR,RMGR,ADER,AQR,FLPR
RICL,ADAL,ADEL,RMGL,FLPL,VB1
SABVL,RIFL,VA1,DB2,SABVL,VB2
M5,M5,I6,ADEL,ADAL,RMGL
ADAR,RMGR,ADAR,RIFR,AQR,VA1
VB2,VB1,VA1,VB2,DB2,RIGL
FLPL,RMGL,ADAL,VB1,RIGL,ADEL
RMGR,RIFR,AVG,SABD,VD1,DB1
AVFL,RIFR,AVG,DB1,VA1,VD1
ADEL,RIGL,VB1,RIGR,VA1,DD1
AVKL,DD1,VD1,VD2,RIGL,RIGR
AIML,RIGL,DA1,DB1,RIGR,AVG
AVFR,SABD,AVG,DB1,DA1,VD2
ADAL,RIGL,DD1,DA1,AS1,RIGR
SABVR,SABD,DA1,VD2,DB1,AVG
RMGL,AS1,DA1,VB3,DD1,VD2
VB1,VA2,VB3,DA1,DB1,VD2
VA1,VB3,VA2,VD2,DA1,SABD
