GT,Top1,Top2,Top3,Top4,Top5
I2R,I2R,I1R,NSMR,MCR,I1L
IL2DL,IL2DL,MI,I3,I1L,MCL
I2L,I2L,I1L,NSML,MCL,I1R
MCL,I1L,MCL,I2L,NSML,I1R
NSMR,I2R,NSMR,MCR,I1R,M3R
MCR,MCR,I1R,I2R,MCL,NSMR
IL2R,NSMR,IL2R,I2R,I1R,MCR
NSML,NSML,I2L,MCL,I1L,M3L
IL1R,NSMR,IL2R,I2R,MCR,IL1R
MI,MI,IL2DL,I3,M4,MCL
IL2VL,IL2VL,I2L,NSML,IL1VL,MCL
I3,I3,MI,IL2DL,M4,URADL
IL1VL,IL1VL,IL2VL,NSML,I2L,M3L
M3R,M3R,NSMR,IL1R,IL2R,IL2VR
IL2L,IL2L,OLLL,IL2DL,IL1L,URADL
M4,M4,OLLL,URADL,I3,IL2DL
M3L,M3L,OLLL,NSML,IL2L,IL1L
IL2DR,IL2DR,URADR,IL2R,OLLR,IL1DR
URBR,IL2R,URBR,OLLR,IL1R,URYVR
IL1VR,IL1VR,IL2VR,URYVR,IL1VL,IL1R
IL1L,IL1L,OLLL,IL2L,URBL,URYVL
URYVR,IL1R,URYVR,URBR,OLLR,IL2R
URADL,URADL,OLLL,URYDL,IL1DL,IL2DL
IL1DR,IL1DR,URADR,OLLR,URYDR,IL1DL
URYVL,URYVL,IL1L,URBL,OLLL,OLQVL
URADR,URADR,OLLR,URYDR,URBR,IL1DR
RIPR,RIPR,URBR,IL1R,OLLR,IL2R
OLLR,OLLR,URBR,URADR,RIPR,URYDR
IL1DL,IL1DL,URYDL,OLLL,URADL,OLQDL
URBL,URBL,OLLL,RIPL,IL1L,IL2L
OLQVR,URBR,URYVR,OLLR,RIPR,IL1R
URYDR,URYDR,OLLR,URADR,OLQDR,IL1DR
RIPL,OLLL,RIPL,URBL,URYDL,IL1L
URAVR,URAVR,URYVR,OLQVR,BAGR,IL1VR
BAGR,BAGR,URYVR,OLQVR,RIPR,URAVR
