GT,Top1,Top2,Top3,Top4,Top5
,I1L,I1R,I2L,MCL,MCR
,I1R,I1L,I2R,MCR,I2L
,I2L,NSML,MCL,I1L,MCR
,I2R,NSMR,MCR,I1R,MCL
,MI,I3,M4,IL2DL,MCR
,I3,MI,IL2DL,M4,MCL
,M3R,NSMR,MCR,I2R,M3L
,M3L,NSML,IL2L,I2L,IL1L
URADR,URADR,M4,IL2R,IL2DR,IL1DR
IL2DR,IL2DR,M4,I3,IL2R,IL1DR
IL1VR,IL1VR,IL2VR,IL1VL,IL2VL,M3R
IL1VL,IL2VL,IL1VL,M3L,IL1VR,I2L
OLLR,OLLR,IL2R,URBR,IL1R,URYDR
,IL2R,IL1R,URBR,URYVR,RIPR
OLLL,OLLL,IL2L,URBL,IL1L,URYDL
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,URAVR
IL1DL,URADL,IL1DL,URYDL,IL2DL,OLLL
IL1DR,IL1DR,IL1DL,URYDR,IL1R,IL2DR
IL1R,IL1R,URBR,RIPR,IL2R,URYVR
,URYVL,URAVL,IL1L,URBL,RIPL
URYDR,URYDR,IL1DR,RIPR,OLLR,URBR
URYVR,URYVR,URAVR,IL1VR,IL1R,BAGR
,URBL,RIPL,IL1L,OLLL,URYVL
,URYDL,RIPL,IL1DL,OLLL,OLQDL
OLQDR,OLQDR,OLQDL,URYDR,IL1DR,RMED
,OLQVL,URYVL,URBL,URAVL,BAGL
OLQDL,OLQDL,URYDL,IL1DL,OLLL,RMED
BAGR,BAGR,URBR,RIPR,URYVR,URAVR
RMER,RMER,BAGR,RIPR,URBR,URYVR
RMEL,RMEL,RIPL,BAGL,URBL,URYDL
,BAGL,RIPL,OLQVL,RMEL,URBL
RMED,RMED,OLQDL,RID,URYDL,URXL
OLQVR,OLQVR,BAGR,CEPVR,URAVR,RMER
,CEPVL,RMEV,OLQVL,BAGL,URAVL
,SAAVR,SMDVR,RIAR,BAGR,RMER
CEPVR,CEPVR,RMEV,CEPVL,RIH,BAGR
RMDVL,RMDVL,SAAVL,RIAL,SMDVL,BAGL
RMDVR,RMDVR,AVAR,SAAVR,RIAR,RMDR
SAAVR,RIAR,SAAVR,SMDVR,ASKR,ADFR
CEPVL,RMEV,RIH,RMDL,CEPVL,SAADL
URXL,URXR,RID,URXL,CEPDR,ASKR
AVAR,AVAR,AFDR,AWBR,SAAVR,RMDVR
AVAL,AVAL,AFDL,SAAVL,AWBL,RMDL
,URXL,CEPDL,SMDVL,ASKL,RIAL
URXR,CEPDR,URXR,ASKR,SMDVR,ADLR
RIAR,ASKR,SMDVR,RIAR,ADFR,SAAVR
,RIAL,SMDVL,ADFL,SAAVL,ASKL
ALA,ALA,URXL,CEPDL,URXR,RID
RMEV,RMEV,SAADL,RIH,SAADR,RMDL
,AFDR,AWBR,AVER,AVAR,RMDR
RMDR,RMDR,AFDR,AVER,AVAR,AWCR
,SIBDL,RMDL,AWCL,AVEL,AFDL
,ASKL,ADLL,URXL,SMDVL,CEPDL
,AFDL,AWBL,AVEL,ASEL,AWCL
,AVER,RMDR,AIBR,AWCR,ASHR
RMDDR,AVER,RMDR,AIBR,RMDDR,SAADR
,ASGR,AWBR,AWAR,ASER,AFDR
,ADLL,ASIL,RIVL,ASGL,AVHL
SMBDR,SMBDR,RMDDR,RMFR,SMBDL,SAADR
,ASJL,AIBL,AWCL,ASHL,RIBL
,ASHR,ASER,AWAR,AVDR,RIBR
,RMFL,SMBDL,RMFR,RMDDL,SAADL
RIMR,AWCR,ASER,AVDR,ASHR,AUAR
,RIVR,AVJR,AVHR,ASIR,ASGR
,AVHL,AVJL,ASGL,ASIL,ASEL
,RIBR,AVBR,AVDR,ASER,AINR
,ASJR,SMBDR,SMBVR,AUAR,RMFR
,AVDR,RIBR,AINR,AIZR,ASJR
,SMBDL,RMFR,SMBDR,RMFL,SMBVR
AVJR,AVJR,AVDR,AINR,RIVR,AIZR
RMDDL,AUAL,AIZL,RIML,SMBDL,AIBL
,AIZR,FLPR,RICR,AVDR,AINR
,AINL,AVJL,AVDL,I6,AIZL
,AIYR,SMBVR,AIAR,ASJR,AVL
,RICR,AIZR,FLPR,ADER,AUAR
,AIZL,RICL,ASJL,FLPL,RIML
SMBDL,SMBVL,SMBVR,SIAVL,SMBDL,SMBDR
AINR,AINR,FLPR,AQR,AVDR,ADER
,AIAR,RIS,AIMR,SMBVR,RICR
,FLPL,AIYL,RICL,AIML,RIS
,SABVR,SABVL,RIS,AIYL,AIML
M1,M1,I6,M5,I4,RIVL
,VB2,AIML,ADEL,ADAL,VB1
,VB2,AVKR,AVFR,AVKL,DB2
,ADAL,ADEL,RMGL,FLPL,RICL
ADER,ADAR,ADER,RMGR,AQR,FLPR
,VB1,DB2,VB2,AVFR,VD1
,RMGL,AVFL,ADAL,ADEL,AVFR
AVKL,AVKL,VD1,VB1,RIGL,AVFL
,VD1,VB1,DD1,RIGL,DB2
FLPR,AVG,DD1,RMGR,ADAR,VD2
,AS1,VA1,RIFR,RIGL,RIFL
,SABD,AS1,AVG,DB1,DD1
AIMR,DB1,VB1,VB3,SABD,VA2
,VD2,VB3,DD1,AVG,VA2
