GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,MCR
M3R,M3R,NSMR,IL2R,MCR,IL2VR
M3L,M3L,OLLL,NSML,M3R,IL2VL
I3,I3,MI,M4,MCL,IL2DL
I2R,I2R,MCR,NSMR,I1R,MCL
I2L,I2L,NSML,MCL,I1L,MCR
IL2VR,NSMR,I2R,MCR,IL2VR,MCL
IL2VL,IL2VL,NSML,I2L,MCL,IL2VR
IL2DR,MI,IL2DR,I3,M4,MCR
IL2DL,IL2DL,I3,MI,M4,IL2DR
URADL,URADL,M4,OLLL,IL1DL,URBL
IL2L,IL2L,IL1L,NSML,OLLL,URBL
URYDR,URYDL,OLLL,RMEL,IL1DL,OLQDL
URYDL,URYDR,RIPR,OLLR,RMER,URADR
IL1DR,IL1DR,IL1DL,URYDR,OLLR,URADR
IL1DL,IL1DL,IL1DR,URADL,OLLL,URYDL
,IL1R,IL2R,M3R,OLLR,URADR
,IL1L,OLLL,URBL,RMEL,URYVL
CEPVR,CEPVR,BAGR,RMEV,CEPVL,URAVR
CEPVL,CEPVL,CEPVR,RMEV,RMDL,BAGL
OLQVL,OLQVL,RMEL,URBL,BAGL,URYVL
OLQVR,OLQVR,RMER,BAGR,URBR,URYVR
OLQDL,OLQDL,RMED,OLQDR,RMEL,OLLL
OLQDR,OLQDR,RMED,URYDR,OLQDL,RMER
URYVL,URYVL,RMEL,URAVL,OLLL,URBL
URYVR,URYVR,URAVR,RMER,OLLR,URBR
OLLR,URBR,OLLR,URADR,IL2R,URYDR
IL1VL,IL1VL,IL1VR,URYVL,IL2VL,IL1L
IL1VR,IL1VR,IL1VL,IL2VR,M3R,URYVR
ALA,ALA,URXR,CEPDR,URXL,RID
CEPDL,CEPDL,ALA,URXL,ASKL,SMDVL
CEPDR,CEPDR,RIAR,SMDVR,URXR,ASKR
URXR,URXR,SMDVR,CEPDR,ASKR,RIAR
URXL,URXL,URXR,RID,ALA,CEPDL
SMDVL,SMDVL,RIAL,URXL,CEPDL,SAAVL
SAAVL,SAAVL,RIAL,RMEL,AFDL,SMDVL
RMDVL,RMDVL,RMEL,SAAVL,RMDL,RIAL
RMDVR,RMDVR,SMDVR,RIAR,SAAVR,AVAR
RIAL,RIAL,AFDL,SAAVL,AWBL,RMDL
AVAL,AVAL,RMDL,AFDL,AVEL,AWBL
AVAR,AVAR,SAAVR,AFDR,AWBR,AVER
AVEL,AVEL,RMDL,AWCL,AVER,AFDL
AVER,RMDR,AVER,AVAR,AWCR,AWBR
AIBL,AIBL,AWCL,SMDDL,RMDL,ASHL
AIBR,AIBR,AVER,AWCR,RMDR,ASHR
RIVL,RIVL,AVHL,M1,I6,ASGL
AVHR,AVHL,ASGL,AWBL,RIVL,ASIL
AVJL,AVJL,AVDL,AVHL,AINL,ASGL
ASEL,ASEL,AVHL,AVDL,AWBL,AFDL
AUAL,AUAL,AIZL,RIML,RICL,AVDL
AUAR,AIZR,AUAR,RICR,RIBR,RIMR
AIZL,AIZL,AVDL,AINL,RICL,AVJL
RICL,RICL,ASJL,AIZL,M2L,AVFL
AWAL,AWAL,AWBL,ASGL,AFDL,AWCL
RMDDL,RMDDL,SMDDL,RMDL,AWCL,RMDDR
RMDDR,RMDDR,AUAR,AIBR,SMDDR,RMFR
SMDDR,AIAR,RIMR,AVL,AIMR,SMBDR
AIYL,RIS,SABVL,SABVR,DB2,AIYL
AIYR,DB2,SABVR,VA1,DB1,SABVL
ADEL,ADEL,ADAL,VB1,RMGL,RIGL
FLPL,FLPL,RMGL,ADAL,AVG,ADEL
ADAL,ADAL,RIGL,RMGL,AVG,DB1
M1,M1,RIVR,AINR,AVJR,I4
