GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,I2R
I2R,NSMR,I2R,MCR,I1R,M3R
I2L,I2L,NSML,MCL,I1L,IL2VL
NSMR,MCR,NSMR,I2R,MCL,M3R
NSML,NSML,MCL,I2L,IL2VL,M3L
MCL,MCL,NSML,I2L,MCR,IL2VL
I3,MI,I3,MCR,MCL,NSML
MI,I3,MI,IL2DL,M4,IL2DR
M4,M4,URADL,URADR,IL1DL,I3
M3R,M3R,URBR,IL1VR,IL2VR,URYVR
M3L,M3L,URYVL,IL2L,IL1L,URBL
IL2VR,I2R,NSMR,IL2VR,I1R,MCR
IL2VL,URAVL,URYVL,OLQVL,IL1VL,IL2VL
IL2DR,IL2DR,MI,I3,I1R,MCR
IL2DL,IL2DL,URADL,I3,IL1DL,MI
IL2R,IL2R,IL2DR,NSMR,MCR,URADR
URAVR,IL1R,NSMR,URAVR,URYVR,IL1VR
URYVR,URYVR,URBR,IL1R,URAVR,OLLR
CEPVR,CEPVR,BAGR,OLQVR,CEPVL,URAVR
RMER,RMER,BAGR,OLQVR,RIPR,URYVR
RMEL,RMEL,URBL,BAGL,RIPL,URYVL
URYDR,URYDR,IL1DR,OLLR,URADR,OLQDR
OLLR,OLLR,IL1DR,URYDR,URBR,URADR
OLLL,OLLL,URYDL,IL1DL,URBL,URADL
IL1R,IL1R,IL2R,URBR,URADR,OLLR
IL1L,IL1L,URBL,IL2L,OLLL,RIPL
OLQDR,OLQDR,IL1DR,URBR,URYDR,OLQDL
OLQDL,OLQDL,URYDL,IL1DL,OLLL,OLQDR
RMED,RMED,URYDL,OLQDL,URADL,OLQDR
RMEV,RMEV,RIH,SAADL,SAADR,RMDL
OLQVR,OLQVR,URBR,URYVR,OLLR,BAGR
IL1VL,CEPVL,OLQVL,BAGL,URAVL,URYVL
CEPDL,CEPDL,SMDVL,URXL,ASKL,RIAL
CEPDR,CEPDR,URXR,SMDVR,ASKR,ALA
ALA,ALA,URXR,CEPDR,URXL,CEPDL
RID,RID,URXR,CEPDR,URXL,ALA
URXR,SMDVR,URXR,ASKR,CEPDR,ASGR
URXL,URXL,URXR,CEPDL,SMDVL,ASKL
SMDVR,ASKR,URXR,CEPDR,SMDVR,ADLR
SMDVL,SMDVL,ASKL,RIAL,ADLL,ADFL
SAAVR,SAAVR,RMER,SMDVR,URXR,RIAR
SAAVL,SAAVL,RIAL,SMDVL,AFDL,AVAL
RIAR,RIAR,SMDVR,URXR,CEPDR,SAAVR
RIAL,RIAL,SMDVL,SAAVL,ADFL,ASKL
RMDVR,RMDVR,SMDVR,AVAR,SAAVR,RIAR
RMDVL,RMDVL,AVAL,SAAVL,SMDVL,RIAL
AVER,AVER,RMDR,AVAR,AFDR,AWBR
AVEL,RMDL,AVEL,AVAL,AFDL,SMDVL
AVAR,AVAR,RMDR,AWBR,AFDR,AVER
AVAL,AFDL,AWBL,AVAL,RMDL,AVEL
AFDR,RMDR,AFDR,AWBR,AVER,AWCR
AWBR,AFDR,AWBR,ASER,ASGR,AWAR
AWAR,ASGR,AWAR,AWBR,ADLR,ASER
M1,M1,I6,RIVR,I4,RIVL
RIVR,RIVR,CEPDR,URXR,ADLR,ASKR
RIVL,RIVL,I6,AVHL,AVJL,ASIL
ASER,ASER,AWBR,AVJR,AWCR,AVDR
ASGR,AVDR,RIBR,AIZR,AVJR,ASER
AVHR,AVHR,AVJR,RIVR,ASER,AVDR
AVJR,AVJR,AIZR,AVDR,RICR,AINR
AVJL,AVBL,AINL,AVJL,AVDL,ASEL
AVDR,FLPR,AQR,AVDR,AIZR,RICR
AIZR,AIMR,AIZR,RICR,ADAR,FLPR
RICR,ADAR,RICR,AQR,FLPR,AVKR
ADER,ADER,ADAR,VB1,AQR,RMGR
ADAR,VB3,RIGL,ADAR,DD1,VD2
AIBR,AIBR,RIMR,AUAR,RIBR,RMDDR
AIBL,AIBL,AWCL,ASHL,SIBDL,AVEL
AUAL,AUAL,AWCL,ASHL,ASEL,RIBL
AUAR,AUAR,AWCR,AIBR,ASHR,AVDR
RMDDR,RMDDR,RMDDL,AIBR,SMDDL,RMFR
RMDDL,RMDDL,AIBL,RMDDR,SMDDL,RMDL
AIYR,AIYL,AIYR,RIS,SABVL,SABVR
AIYL,AIYL,RIS,AIML,SABVL,DB2
AVL-alt,RMFR,SMDDL,SMBDL,RMFL,SMBDR
RIS,RIML,SMBVL,SMBDL,AIML,RMFL
