GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
URYVL,URYVL,OLQVL,BAGL,URAVL,RMEL
M3L,M3L,IL2VL,IL2L,OLLL,NSML
M3R,M3R,NSMR,IL2VR,IL2R,IL1R
I2R,I2R,MCR,NSMR,I1R,I1L
I2L,I2L,I1L,NSML,MCL,I1R
NSML,NSML,MCL,I2L,I1L,IL2VL
NSMR,NSMR,MCR,I2R,I1R,IL2VR
MCR,MCR,I1R,NSMR,I2R,MCL
MCL,MCL,MCR,NSML,I1L,I1R
I3,I3,MI,IL2DR,IL2DL,I1R
MI,MI,I3,I1R,MCR,IL2DR
M4,M4,URADR,I3,IL2DR,MCR
IL2DR,IL2DR,MI,I3,I1R,MCR
IL2DL,IL2DL,I3,IL1DL,IL2L,OLLL
OLQDL,OLQDL,RMED,URYDL,OLQDR,RMEL
OLQDR,OLQDR,RMED,IL1DR,OLQDL,URYDR
URYDL,URYDL,OLLL,RMEL,IL1DL,RIPL
URYDR,URYDR,IL1DR,RIPR,OLLR,URADR
IL1DR,IL1DL,IL1DR,URYDL,OLLL,OLQDL
OLLL,OLLL,URYDL,URADL,URYVL,RIPL
OLLR,OLLR,URADR,IL1DR,IL1R,URYVR
URBR,URBR,IL1R,RIPR,URYVR,BAGR
URBL,URBL,OLQVL,BAGL,RIPL,RMEL
RMER,RMER,BAGR,URYVR,RIPR,SAAVR
RMEL,RMEL,RMDVL,URYDL,SAAVL,RIPL
IL2L,IL2L,OLLL,IL1L,URBL,URYVL
IL2R,IL2R,IL1R,URADR,URYVR,URBR
IL1R,IL1R,URYVR,RIPR,URBR,BAGR
IL1L,IL1L,URYVL,RIPL,URBL,BAGL
URADL,URADL,OLLL,URYDL,IL1DL,URADR
OLQVR,OLQVR,BAGR,URYVR,URAVR,CEPVR
OLQVL,OLQVL,URYVL,IL1VL,URAVL,BAGL
IL1VR,IL1VR,IL2VR,IL1VL,M3R,NSMR
CEPVL,CEPVL,OLQVL,BAGL,CEPVR,RMDVL
CEPVR,CEPVR,BAGR,RMEV,CEPVL,OLQVR
CEPDR,CEPDR,URXR,ASKR,RIAR,SMDVR
CEPDL,CEPDL,URXL,SMDVL,ASKL,ALA
ALA,ALA,URXL,URXR,RMED,CEPDL
URXL,RID,ALA,CEPDR,URXR,URXL
SMDVL,SMDVL,URXL,CEPDL,ASKL,RIAL
SMDVR,SMDVR,RIAR,ASKR,ADFR,SAAVR
RIVL,AVHL,ASGL,RIVL,AWBL,ADLL
RIVR,RIVR,M1,AVHR,AVJR,AINR
ASGR,ASGR,ADLR,AWBR,AWAR,ASIR
AWAL,AWAL,AFDL,AWBL,AVEL,ASGL
RIAL,RIAL,SAAVL,SMDVL,URXL,RMDVL
RIAR,RIAR,SAAVR,SMDVR,URXR,ASKR
SAAVL,SAAVL,AFDL,RMDVL,AVAL,RIAL
RMDVR,RMDVR,AVAR,SAAVR,RMDR,RIAR
AVAR,AVAR,SAAVR,AFDR,RMDR,AVER
AVAL,AVAL,RMDVL,RMDL,AVEL,AFDL
AVDL,ASGL,AWBL,AVDL,RIVL,ADLL
AVJL,AVJL,AWBL,ASEL,AVHL,ASGL
AVJR,AVJR,AVDR,AINR,RIVR,AIZR
AINL,AINL,AVDL,AVJL,AVBL,AIZL
AVHR,RIVL,AVHL,AVJL,AVDL,ASEL
ASEL,ASEL,AVDL,AVJL,AVHL,AWBL
ASER,ASER,AVHR,ASGR,AWBR,AWAR
AWBL,AFDL,AWBL,ASEL,AWCL,AVEL
AIZL,RIBL,AIZL,AUAL,AWCL,AVDL
AIZR,RIBR,AUAR,AIZR,ASJR,RICR
AUAR,AUAR,RIBR,AWCR,ASHR,AIBR
AUAL,AUAL,AIZL,AVDL,AWCL,AVJL
AIBL,AIBL,AWCL,RMDL,SMDDL,AUAL
AIBR,AIBR,RMDR,AVER,AWCR,ASHR
AWCR,AWCR,ASHR,SIBDR,ASER,AFDR
I6,I6,M5,AINL,AIZL,ADEL
M5,M5,RMGL,ADAL,ADEL,I6
ADEL,ADEL,VB1,ADAL,DB1,VA1
FLPL,FLPL,ADAL,ADEL,RMGL,AVG
ADAL,ADAL,AVG,DD1,RIGR,RIGL
RICR,RICR,ASJR,AIZR,AIAR,FLPR
RICL,RICL,AIZL,SIAVL,ADAL,SMBVL
RMDDL,RMDDL,AUAL,SMBDL,SMBVL,RMFL
RMDDR,AIMR,ADER,VB2,RIS,ADAR
AIM,VB2,AIML,RIS,AIZL,AIMR
