GT,Top1,Top2,Top3,Top4,Top5
CEPVL,CEPVL,BAGL,OLQVL,URAVL,URYVL
CEPVR,CEPVR,BAGR,CEPVL,RMEV,OLQVR
RMEV,RMEV,CEPVL,RIH,BAGL,CEPVR
RMEL,RMEL,URYVL,RIPL,URYDL,URBL
RMER,RMER,BAGR,RIPR,URYDR,URBR
BAGL,BAGR,BAGL,URAVR,CEPVL,URAVL
RMED,RMED,URYDR,OLQDR,OLQDL,URADR
OLQDL,OLQDL,URYDL,OLLL,IL1DL,URBL
OLQDR,OLQDR,URYDR,URBR,OLLR,IL1DR
OLQVL,OLQVL,URYVL,BAGL,URBL,URAVL
OLQVR,OLQVR,BAGR,URBR,URAVR,URYVR
IL1DL,IL1DL,IL1DR,URADL,URYDL,M4
IL1DR,IL1DR,URYDR,URADR,IL1R,IL2R
IL1VL,IL1VL,URYVL,IL1VR,URAVL,IL2VL
IL1VR,IL1VR,IL1VL,URAVR,OLQVR,URYVR
URYVL,URYVL,URAVL,URBL,RIPL,OLQVL
URYVR,URYVR,URBR,IL1R,BAGR,RIPR
URAVL,URAVL,URYVL,IL1L,URBL,M3L
OLLL,OLLL,URYDL,URBL,IL1L,URADL
OLLR,OLLR,URBR,URYDR,IL1R,IL2R
IL2L,IL2L,IL1L,URYVL,M3L,URBL
IL2DL,IL2DL,MI,I3,M4,URADL
IL2DR,IL2DR,MI,M4,I3,URADR
IL2VL,IL2VL,NSML,URYVL,M3L,IL1VL
IL2VR,IL2VR,URAVR,IL1VR,NSMR,IL1R
M3L,M3L,NSML,I2L,MCL,I1L
I3,I3,MI,M4,IL2DR,MCR
RMDVL,RMDVL,AVAL,RIAL,SAAVL,BAGL
AVAL,AVAL,RMDVL,AVEL,RIAL,RMDL
AVEL,AVEL,AVAL,RMDL,RMDVL,AFDL
RMDL,AVAL,RMDL,AVEL,RMDVL,AFDL
ALA,ALA,URXL,URXR,RID,ASKL
URXL,URXL,CEPDL,SMDVL,RIAL,RID
URXR,URXR,CEPDR,RID,URXL,RIAR
CEPDL,CEPDL,URXL,RIAL,SMDVL,RID
CEPDR,CEPDR,URXR,RID,RIAR,SMDVR
SAAVL,SAAVL,RIAL,AVAL,RMDVL,RMEL
RMDVR,RMDVR,AVAR,RIAR,SMDVR,SAAVR
AVAR,AVAR,AWBR,AFDR,AVER,RIAR
AVER,AVER,RMDR,AVAR,AFDR,AWBR
RMDR,RMDR,AVER,AVAR,AWCR,AFDR
RMDDL,RMDL,SIBDL,AVEL,SAADL,AIBL
RMDDR,RMDDR,AWCR,AUAR,RMDR,AIBR
AFDL,AFDL,AVAL,AWBL,AVEL,ADFL
AUAL,AUAL,AWCL,AVDL,ASHL,ASEL
RIML,RIBL,ASJL,RIML,AVDL,AIZL
RIMR,RIBR,AVDR,RIMR,AUAR,AIZR
AVDL,AVDL,AVJL,AINL,AVBL,AIZL
ASEL,ASEL,AVJL,AVDL,AVHL,AVBL
AVJL,RIVL,AVJL,AVHL,I6,ASIL
AWBL,AWBL,ASGL,RIAL,ADFL,AWAL
AWAL,AWAL,ASGL,AWBL,ASEL,ASHL
AIBL,AIBL,RMDL,AVEL,SIBDL,AWCL
AUAR,AUAR,AVDR,RIBR,ASHR,AWCR
AINL,AINL,AVJL,AVDL,I6,RIVL
AIZL,AIZL,RICL,ASJL,AVDL,RIML
FLPL,FLPL,ADEL,RICL,ADAL,RMGL
ADEL,ADEL,ADAL,RMGL,FLPL,AIML
ADAL,ADAL,RMGL,ADEL,RIGL,RIGR
DD1,DD1,AVG,VD1,RIGL,RIGR
,URYDL,OLQDL,OLLL,RIPL,RMEL
M3R,M3R,NSMR,IL2R,IL1R,I2R
,URADL,URYDL,OLLL,M4,IL1DL
,IL1L,URBL,M4,URYVL,RIPL
,SMDVL,RIAL,CEPDL,SAAVL,RMDVL
,SMDVR,RIAR,SAAVR,URXR,ADFR
,ASGL,ASIL,RIVL,AVHL,AWBL
,RIVR,ASGR,ASIR,ADLR,AVHR
,AVHL,RIVL,ASIL,AVJL,ADLL
,I4,RIVL,RIVR,M1,ASIL
,AVJR,RIVR,AVHR,AINR,AVDR
,AINR,AVDR,AVJR,FLPR,RIVR
,AVDR,AVJR,FLPR,AINR,AVBR
,AIZR,FLPR,AVDR,AVJR,RICR
,AWCL,RMDL,ASHL,AWBL,AVEL
,SMBVL,SMBDL,ASJL,RMFL,SIAVL
,SMBDL,RMFL,SMBVL,SMBDR,RMFR
,SMBDR,RMFR,RMFL,SMBDL,RMHR
,AUAR,RMFR,SMBDR,RIMR,RMDDR
,RMFR,RMFL,SMBDR,SMBDL,RMHL
,RMDDL,SMDDL,SAADL,RMDDR,RMHL
,SAADR,SAADL,RIH,SIBVR,RMDDR
,SAADL,SAADR,RMDDR,RMFL,RMFR
,AIBR,ASHR,AWCR,AWBR,AVER
,ASHL,RIBL,AVBL,SIBDL,AIBL
,M1,ADER,I6,FLPR,ADAR
,RICL,AIZL,FLPL,SMBVL,SIAVL
,SIAVL,SIAVR,SMBVL,RICL,AIML
,VB2,RIS,AIMR,AIML,SABVR
,FLPR,AQR,ADER,SABVR,RIS
,ADAR,AQR,RIFR,AVKR,AVFR
,ADER,ADAR,FLPR,AQR,RMGR
,AQR,RMGR,ADAR,AVG,DB1
,AIML,VB2,RIS,AIMR,SABVR
,VB2,RIS,DB2,SABVL,AIML
,SABVL,DB2,SABVR,VA1,VB2
,VB1,RIGL,VB2,VA1,DB2
,VA1,DB2,RIFR,VB1,DB1
,RIGL,RIGR,VB1,AVG,DD1
,SMBVR,SMBDR,SIAVR,ASJR,RMFL
,VD1,VD2,DD1,AVG,RIGL
,SABD,DA1,DB1,AVG,AS1
,DA1,DB1,VA2,AVG,VD2
,VD2,VB3,VA2,DA1,DD1
,VA2,DA1,VB3,AS1,VD2
,AVG,DD1,AS1,DA1,DB1
VD2,VB3,VA2,VD2,DA1,AS1
,RMGR,ADAR,AVG,RIGR,VD1
,RICR,FLPR,AIZR,I5,ADER
I2L,I2L,I1L,NSML,MCL,I1R
I2R,I2R,NSMR,MCR,I1R,I1L
I1L,I1R,I1L,I2R,MCR,MCL
,AWBR,ASGR,ASER,AVHR,RIVR
,ADLL,ASKL,ASIL,ASGL,URXL
,SABVR,RIS,VB2,AQR,ADAR
SAAVR,SAAVR,RIAR,SMDVR,AVAR,AFDR
,ADAR,RMGR,AQR,ADER,RIFR
,ASKR,ADLR,URXR,RIAR,CEPDR
