GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,MI,I1L,IL2DR,I3
I2R,I2R,I1R,MCR,NSMR,I1L
IL2VR,I2R,I1L,MCR,I1R,NSMR
MCL,MCL,I1L,I2L,NSML,MCR
I2L,I2L,I1L,NSML,MCL,I1R
MCR,MCR,I2R,NSMR,I1R,I1L
MI,MI,I3,IL2DR,M4,MCR
I3,I3,MI,IL2DR,M4,MCR
NSML,NSML,I2L,MCL,I1L,M3L
NSMR,NSMR,MCR,I2R,M3R,I1R
M4,M4,I3,MI,IL2DR,MCR
M3R,M3R,NSMR,MCR,I2R,IL2VR
M3L,M3L,NSML,IL2L,I2L,MCL
IL2DL,IL2DL,URADL,I3,M4,IL1DL
IL2L,IL2L,IL1L,URYVL,M3L,NSML
IL1VR,IL1VR,IL2VR,IL1VL,M3R,NSMR
IL2R,IL2R,IL1R,OLLR,IL2DR,URBR
URADR,URADR,OLLR,URYDR,IL1DR,IL2DR
URADL,URADL,IL1DL,OLLL,URYDL,M4
IL1R,IL1R,M3R,URYVR,IL2R,OLLR
OLLL,OLLL,URBL,URYDL,IL1L,URADL
OLLR,OLLR,URBR,M3R,IL1R,IL2R
IL1DL,IL1DL,IL1DR,URADL,URYDL,OLQDL
IL1L,IL1L,URYVL,IL2L,OLLL,URBL
IL2VL,URYVL,IL1VL,URAVL,IL2VL,IL1L
URYDR,URYDR,IL1DR,OLLR,URADR,OLQDR
URBL,URBL,OLLL,URYVL,RIPL,IL1L
URYVR,URYVR,IL1VR,M3R,IL1R,OLQVR
IL1DR,IL1DR,URYDR,OLLR,RIPR,IL1R
URAVR,URAVR,IL1VR,URYVR,IL2VR,IL1VL
URBR,URBR,OLLR,RIPR,URYVR,URYDR
URYDL,URYDL,OLQDL,IL1DL,OLLL,URADL
URYVL,URYVL,OLQVL,URAVL,IL1L,IL1VL
OLQVR,IL1VR,URYVR,URAVR,OLQVR,IL2VR
RIPL,RIPL,URBL,URYVL,RMEL,URYDL
RIPR,RIPR,URYVR,URBR,RMER,URAVR
OLQDR,OLQDR,URYDR,IL1DR,OLLR,RMER
OLQDL,OLQDL,URYDL,OLQDR,RMEL,RMED
RMER,RMER,RIPR,URYDR,URBR,BAGR
OLQVL,OLQVL,URYVL,URAVL,BAGL,CEPVL
RMEL,RMEL,URYDL,RIPL,OLQDL,SAAVL
CEPVR,OLQVR,URAVR,IL1VR,CEPVR,BAGR
,RMER,RIPR,URYDR,OLQDR,BAGR
RMED,RMED,OLQDR,OLQDL,URYDR,IL1DR
IL1VL,CEPVL,URAVL,CEPVR,IL1VL,OLQVL
BAGR,BAGR,RMER,OLQVR,RIPR,CEPVR
BAGL,BAGL,OLQVL,CEPVL,RMEL,RMDVL
URAVL,CEPVL,URAVL,RMEV,CEPVR,OLQVL
RIH,CEPVL,RMEV,CEPVR,URAVR,OLQVR
