GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCR,MCL
I2L,I2L,NSML,MCL,I1L,MCR
I2R,I2R,MCR,NSMR,I1R,MCL
NSMR,MCR,NSMR,I2R,M3R,MCL
NSML,NSML,MCL,I2L,MCR,NSMR
MCL,MCL,MCR,NSML,I2L,MI
I3,I3,MI,MCR,IL2DR,MCL
M4,M4,I3,URADL,MI,MCR
IL2DL,IL2DL,I3,MI,URADL,IL2L
IL2DR,IL2DR,URADR,I3,MI,IL2R
M3R,M3R,NSMR,MCR,I2R,IL2VR
M3L,M3L,M3R,NSML,IL2VL,IL2L
IL2VL,IL2VL,IL1VL,NSML,IL2VR,IL1VR
IL2VR,IL2VR,IL1VR,IL1VL,M3R,NSMR
OLQDL,OLQDR,RMED,OLQDL,URYDR,RMER
OLQDR,OLQDL,RMED,URYDL,OLQDR,RIPL
IL1DL,IL1DL,URADL,IL1DR,URYDL,OLQDL
IL1DR,IL1DR,IL1DL,URADR,URYDR,OLQDR
URYDR,URYDR,URADR,OLQDR,OLLR,URBR
URYDL,URYDL,URADL,OLLL,OLQDL,RIPL
OLLL,OLLL,URADL,URYDL,IL1L,URBL
OLLR,OLLR,URBR,URADR,URYDR,RIPR
IL2L,IL2L,IL1L,URADL,RIPL,OLLL
IL2R,IL2R,URBR,M3R,URADR,NSMR
IL1R,IL1R,URBR,URYVR,IL2R,M3R
IL1L,IL1L,RIPL,IL2L,IL1VL,BAGL
URBL,URBL,RIPL,OLLL,BAGL,RMEL
RMER,RMER,URBR,RIPR,BAGR,URYVR
RMEL,RMEL,BAGL,SAAVL,RIPL,URYDL
OLQVL,OLQVL,BAGL,URAVL,RIPL,URYVL
OLQVR,OLQVR,BAGR,CEPVR,URAVR,URYVR
URYVL,URYVL,URAVL,IL1VL,BAGL,IL1L
URYVR,URYVR,URAVR,IL1VR,URBR,BAGR
CEPVL,CEPVL,RMEV,BAGL,CEPVR,URAVL
CEPVR,CEPVR,RMEV,BAGR,CEPVL,RIH
ALA,ALA,RMED,RID,SAAVL,URXL
RID,RID,RMED,ALA,CEPDR,URXR
CEPDL,CEPDL,SMDVL,RIAL,SAAVL,URXL
CEPDR,CEPDR,SMDVR,RIAR,URXR,ASKR
URXL,URXL,ASKL,ALA,CEPDL,RIAL
URXR,URXR,CEPDR,ASKR,URXL,ALA
RIVR,RIVR,AVHR,AVJR,ASIR,ADLR
RIVL,RIVL,AVHL,ASIL,AVJL,ASGL
SMDVR,SMDVL,RIAL,SAAVL,CEPDL,ASKL
SMDVL,RIAR,SMDVR,ASKR,SAAVR,ADFR
SAAVR,SAAVR,RIAR,SMDVR,ADFR,RMER
RMDVL,RMDVL,SAAVL,RIAL,AVAL,AVEL
RMDVR,RMDVR,AVAR,SAAVR,RIAR,RMDR
AVAR,AVAR,AFDR,SAAVR,RMDR,AVER
AVAL,AVAL,AVEL,RMDL,AFDL,SAAVL
AVER,AVER,RMDR,AVAR,AIBR,AFDR
RMDL,RMDL,AVEL,AWCL,AFDL,AVAL
AWBR,AWBR,AFDR,ADFR,AWAR,ASHR
AWBL,AWBL,AFDL,ASGL,RIAL,SAAVL
ASGL,ASGL,AWBL,AVHL,ASIL,ADLL
ASGR,ASGR,AWAR,AWBR,ADLR,ASIR
AWAL,AWAL,AWCL,ASHL,AVEL,AFDL
AIBL,AIBL,AWCL,AVEL,SIBDL,SMDDL
AIBR,AIBR,AWCR,AUAR,ASHR,RMDR
AUAL,AUAL,AWCL,RIBL,ASHL,AIBL
ASEL,ASEL,AVHL,AFDL,AWBL,ASHL
ASER,ASER,ASHR,AVBR,AVJR,AWBR
AVHR,AVHR,RIVR,AVJR,ASGR,ASIR
AINL,AINR,AVJR,AIZR,FLPR,AVDR
AINR,AINL,I6,AVDL,M5,FLPL
AVJL,AVJL,AVHL,AVDL,RIVL,AVBL
AVJR,AVJR,AINR,RIVR,AVHR,ASIR
AVDR,AVDR,AINR,AIZR,AVJR,RIBR
AVDL,AVDL,AVHL,AVBL,AVJL,ASIL
RIML,RIML,ASJL,SMBDL,SMBVL,RIS
RIMR,AIZR,FLPR,AVL,RICR,AIAR
M1,M1,I6,I4,ADAR,RIVR
AIZL,AIZL,RICL,FLPL,ADEL,ADAL
RICR,RICR,VB2,RIS,AVFR,AIMR
RICL,RICL,AVKL,SIAVL,ADAL,FLPL
ADER,ADAR,RMGR,ADER,AQR,FLPR
ADEL,VB1,ADEL,ADAL,DB1,RIGL
FLPL,FLPL,DB1,ADAL,AVG,DB2
RMDDR,RMDDR,AUAR,RMFR,SMBDR,RMFL
RMDDL,RMDDL,SMDDL,RMDDR,RMFL,SMBDL
AVL,SMBVL,AVL,SMBDL,AIAR,RIS
