GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,I2R
IL2VL,I2L,MCL,NSML,I1L,I2R
IL2VR,I2R,NSMR,MCR,IL2VR,MCL
IL2DL,IL2DL,URADL,I3,M4,MI
M4,M4,I3,IL2DR,IL2DL,MI
MI,MI,I3,MCL,MCR,IL2DR
I2R,NSMR,I2R,MCR,M3R,IL2VR
I2L,NSML,I2L,MCL,M3L,IL2VL
NSMR,NSMR,M3R,I2R,MCR,IL2R
NSML,NSML,MCL,I2L,M3L,IL2VL
MCR,MCR,MCL,NSMR,I2R,I3
M3R,M3R,NSMR,IL2R,IL1R,IL2VR
M3L,M3L,IL1L,URYVL,IL2L,IL2VL
OLQVR,IL2R,URBR,IL1R,OLLR,M3R
OLQVL,OLQVL,URYVL,URBL,BAGL,RIPL
CEPVL,CEPVL,URYVL,BAGL,CEPVR,OLQVL
CEPVR,CEPVR,OLQVR,BAGR,URYVR,URAVR
URYVR,URYVR,URBR,OLLR,IL1R,RIPR
OLQDR,OLQDR,URYDR,IL1DR,RMED,OLQDL
OLQDL,OLQDL,OLQDR,RMED,IL1DR,URYDL
IL1DL,IL1DL,IL1DR,URADL,URYDL,IL1L
IL1DR,URYDR,IL1DR,URADR,OLLR,OLQDR
URYDL,URYDL,OLLL,URADL,URYVL,URBL
RMEL,RMEL,URYVL,URBL,BAGL,URYDL
RMER,RMER,OLLR,URBR,URYDR,OLQVR
OLLL,OLLL,URYDL,URYVL,URBL,IL1L
IL1VR,IL1VR,URYVR,OLQVR,IL1VL,IL1R
IL1VL,IL1VL,URYVL,URAVL,IL1L,IL2VL
RID,RID,RMED,URXR,CEPDR,ALA
URXL,URXL,RIAL,SAAVL,CEPDL,SMDVL
URXR,URXR,ASKR,RIAR,SMDVR,CEPDR
CEPDL,CEPDL,SAAVL,ALA,URXL,RIAL
CEPDR,CEPDR,URXR,ALA,ASKR,SMDVR
SMDVL,SMDVL,CEPDL,RIAL,URXL,ASKL
SMDVR,ASKR,SMDVR,RIAR,ADLR,ASGR
AVAL,AVAL,SAAVL,RMDVL,RIAL,AFDL
AVAR,AVAR,SAAVR,AFDR,RMDR,AWBR
RMDVL,RMDVL,SAAVL,RIAL,SMDVL,AFDL
RMDVR,RMDVR,RIAR,SMDVR,AVAR,SAAVR
AVEL,AVEL,RMDL,AFDL,AWBL,AWCL
AVER,AVER,RMDR,AIBR,AWCR,RIMR
AIBR,AIBR,RMDR,ASHR,AVER,AWCR
AIBL,AIBL,AWBL,AFDL,AWCL,ASHL
RMDL,RMDL,AVEL,AFDL,AWCL,SAADL
AUAL,AUAL,AIZL,RIBL,ASHL,RICL
AWCL,AWCL,ASHL,SIBDL,RIBL,AIBL
RIML,RIML,FLPL,RICL,RIS,AIZL
AVDL,AVDL,FLPL,AINL,RIML,AIZL
AVJL,AVJL,RIVL,AVHL,ASGL,AWBL
AINL,AINL,I6,M5,RMGL,FLPL
AINR,AINR,AVJR,ASIR,AVBR,ASER
ADEL,ADEL,ADAL,AIZL,FLPL,RMGL
ASEL,ASEL,AVHL,AWBL,RIVL,ASGL
RIVL,M1,RIVL,AVHL,RIVR,I4
ADAL,RIGL,DD1,RIGR,VB3,AVG
RMDDL,RMDDL,AUAL,SMDDL,SMBDL,RMFL
RMDDR,RMDDR,RMDDL,RMDR,SMDDL,SAADL
AVL,DB2,RIS,VA1,DB1,AQR
