GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,NSMR
I1L,I1L,I1R,I2L,MCR,I2R
IL2DL,MI,I3,IL2DL,I1L,IL2DR
IL2DR,IL2DR,MI,I3,MCR,M4
I2R,I2R,NSMR,MCR,IL2VR,M3R
I2L,I2L,NSML,MCL,I1L,IL2VL
NSML,NSML,MCL,I2L,IL2VL,M3L
NSMR,NSMR,I2R,MCR,M3R,IL2VR
MCR,MCR,NSMR,I2R,MCL,M3R
MCL,MCL,NSML,MCR,I2L,NSMR
I3,I3,MI,IL2DL,IL2DR,M4
MI,MI,I3,IL2DL,IL2DR,M4
M4,M4,I3,IL2DL,IL2DR,URADL
M3L,M3L,IL2VL,M3R,IL1VL,URYVL
M3R,M3R,NSMR,IL1R,IL2VR,URYVR
IL2VR,I2R,NSMR,IL2VR,MCR,IL2VL
IL2VL,IL1VL,URAVL,URYVL,IL2VL,OLQVL
URAVL,URAVL,IL1VL,URYVL,IL2VL,IL1VR
URAVR,URYVR,URAVR,IL1R,IL1VR,OLQVR
URADR,URADR,OLLR,IL2DR,IL1R,URYDR
URADL,URADL,IL2DL,M4,I3,IL1DL
IL2L,IL2L,IL2DL,IL1L,OLLL,URBL
IL2R,IL2R,IL1R,IL2DR,NSMR,OLLR
OLLL,OLLL,URYDL,RMEL,URBL,IL1L
OLLR,OLLR,RIPR,URBR,URYDR,RMER
URBR,URBR,RIPR,IL1R,OLLR,URYVR
URBL,URBL,RMEL,RIPL,URYVL,BAGL
IL1L,IL1L,URYVL,URBL,RMEL,RIPL
URYVL,URYVL,RMEL,OLQVL,BAGL,URAVL
OLQVR,OLQVR,URYVR,URAVR,URBR,CEPVR
OLQVL,OLQVL,RMEL,BAGL,URYVL,CEPVL
CEPVL,CEPVL,BAGL,CEPVR,OLQVL,URAVL
OLQDL,OLQDL,RMED,RMEL,URYDL,OLQDR
OLQDR,OLQDR,RMED,URYDR,OLQDL,OLLR
RIPL,RIPL,RMEL,BAGL,URBL,OLQDL
BAGR,BAGR,RIPR,OLQVR,CEPVR,RMER
URYDR,URYDR,OLLR,OLQDR,RMED,RMER
URYDL,URYDL,RMEL,OLLL,OLQDL,URADL
IL1DL,IL1DL,IL1DR,URADL,URYDL,IL2DL
IL1DR,IL1DR,IL1DL,URYDR,OLLR,OLQDR
RMER,RMER,SAAVR,BAGR,RIPR,CEPVR
RID,RID,URXR,ASKR,RMED,CEPDR
ALA,ALA,URXR,ASKR,CEPDR,ASKL
URXL,URXL,ASKL,CEPDL,URXR,ALA
URXR,URXR,ASKR,CEPDR,SMDVR,ALA
CEPDL,CEPDL,URXL,ASKL,SMDVL,RIAL
CEPDR,CEPDR,SMDVR,URXR,ASKR,RIAR
ASKR,ASKR,ADLR,SMDVR,ASGR,RIAR
ADLL,ADLL,ASKL,ASIL,ASGL,AVHL
ADLR,ASIR,ADLR,ASGR,AVHR,RIVR
RIAR,RIAR,SAAVR,SMDVR,ADFR,AFDR
RIAL,RIAL,SMDVL,SAAVL,ASKL,CEPDL
SMDVL,SMDVL,RIAL,AWBL,ASKL,AFDL
SAAVL,SAAVL,AFDL,RMEL,RIAL,AVAL
RMDVR,RMDVR,SAAVR,AVAR,RMDR,RIAR
RMDVL,RMDVL,RMEL,AVAL,BAGL,SAAVL
AVAL,AVAL,AFDL,SAAVL,AWBL,RMDVL
AVAR,AVAR,RMDR,AFDR,AVER,AWBR
AVER,AVER,RMDR,AIBR,AFDR,AVAR
AVEL,AVEL,AFDL,RMDL,SIBDL,RMEV
RMDL,RMDL,AFDL,AVEL,AWCL,SIBDL
AWBR,ASGR,AWBR,ADFR,AWAR,RIAR
AWAL,AWAL,ASGL,AWBL,ASKL,AFDL
AWCL,AWCL,ASHL,SIBDL,AFDL,AWBL
AIBL,AIBL,SIBDL,RMDDL,SMDDL,SAADL
AIBR,AUAR,AIBR,RIBR,AWCR,ASHR
SIBDR,AWCR,ASHR,AIBR,RMDR,SIBDR
ASGL,ASGL,AWBL,ASHL,ASEL,AFDL
ASER,ASER,RIBR,AVDR,AIZR,AVJR
ASEL,ASEL,AWBL,AVHL,AVJL,ASHL
AVHL,AVJL,AVHL,AVDL,ASEL,AIZL
RIVL,RIVL,AVHL,AVJL,ASGL,AVDL
RIVR,RIVR,AVJR,AVHR,ASGR,ASER
ASIL,ASIL,ASGL,AVHL,ADLL,AVBL
AVJL,AIZL,RICL,AVJL,AVDL,FLPL
AINR,AINR,AVJR,AVDR,AVBR,FLPR
AINL,I6,AINL,M5,FLPL,AVJL
M1,M1,RIVR,I4,I6,ADAR
I4,I4,I6,M2R,M5,M2L
I6,M5,RMGL,ADAL,ADEL,FLPL
RMDDL,AIML,VB2,RMDDL,SMBVL,SMBDL
RIS,RIS,VB2,SABVR,VA1,SABVL
