GT,Top1,Top2,Top3,Top4,Top5
,VD2,VA2,VB3,DA1,DD1
,VB3,VA2,RIGR,AS1,DA1
,RMGL,ADAL,AS1,RIGL,DD1
,VA2,DB1,DA1,VD2,SABD
,AS1,DB1,DD1,RIGL,DA1
,DB1,DA1,DD1,AS1,VA2
,DA1,SABD,DB1,AVG,VD2
,ADAL,RIGL,VB1,RIGR,RMGL
,SABD,DB1,AVG,DA1,DD1
,RIGL,AS1,VB1,RIGR,DD1
,SABD,AVG,DA1,DB1,RIGR
,AVG,DD1,RIGR,VD1,VB1
,RIFR,AVG,SABD,VA1,DB1
,VB1,VD1,RIGL,ADAL,DD1
,VB1,RIGL,RIGR,VA1,RIFR
ADAR,ADAR,RMGR,AVG,AQR,SABD
,VA1,DB2,VB1,RIFR,RIFL
RMGR,RMGR,ADAR,AQR,ADER,RIFR
,SABVR,DB2,SABVL,RIFL,VA1
AQR,AQR,ADAR,RMGR,ADER,RIFR
ADEL,ADEL,FLPL,ADAL,RMGL,RICL
M5,M5,I6,ADEL,AINL,RMGL
,ADEL,ADAL,FLPL,RMGL,RICL
ADER,ADER,ADAR,AQR,RMGR,FLPR
,VB2,SABVR,RIS,SABVL,DB2
,VB2,RIS,SABVR,SABVL,DB2
,FLPL,ADEL,ADAL,AIZL,RICL
,AIML,VB2,RIS,SABVL,DB2
,FLPL,ADEL,RICL,ADAL,AIZL
,AIML,VB2,RIS,SMBVL,SMBVR
,AINL,FLPL,AIZL,AVDL,RICL
,AIYL,RIS,AIML,VB2,FLPL
,RIS,SABVR,SABVL,AIYL,VB2
,SIAVR,SMBVR,SIAVL,AIMR,SMBVL
I6,I6,AINL,M5,RIVL,AVJL
FLPR,FLPR,ADER,RICR,AQR,AIZR
,RICL,AIZL,ASJL,FLPL,AUAL
,RICR,I5,SMBVR,SIAVR,AIMR
M1,M1,RIVR,I4,AINR,AVJR
,SMBVL,SIAVL,ASJL,RICL,RIML
,SMBVR,AIAR,SMBVL,SIAVR,SIAVL
AVJL,AVJL,AIZL,AVDL,AINL,RICL
,SMBVL,SMBVR,SMBDL,SMBDR,SIAVL
,AIAR,SMBVR,SIAVR,RICR,AIMR
,SMBVL,SIAVL,SMBDL,RMFL,SMBVR
AVDL,AVDL,AIZL,AVJL,AUAL,AINL
,I4,M1,RIVL,RIVR,I6
,AVJL,AVBL,AINL,AIZL,AVDL
,AIZR,RICR,AVDR,ADER,FLPR
,SMBDL,ASJL,SMBVL,RMFL,SMBDR
,M2R,AVDR,AIZR,AINR,AVJR
AVDR,AVDR,AINR,AVJR,AIZR,AVBR
RIVL,RIVL,ASIL,AVHL,AVJL,ADLL
,AINR,AVDR,AVJR,AVBR,ASIR
,SMBDR,SMBDL,RMFL,RMFR,SMBVR
,RIBL,ASJL,AUAL,AVDL,ASEL
,ASEL,AVDL,AVJL,AVBL,ASHL
,RIBR,AVDR,AVBR,ASJR,AINR
,AUAR,ASJR,RIMR,RIBR,AIZR
,RMDDL,AUAL,SMBDL,RMFL,SMDDL
,RMDDR,SMBDR,RMFR,ASJR,RIMR
,ASIL,ADLL,RIVL,ASGL,ASKL
,RMFL,RMFR,SMBDL,SMBDR,RMDDL
AVJR,AVJR,AVDR,AINR,ASER,AVBR
AVHL,AVHL,ASGL,ASIL,RIVL,AVJL
,AIBL,AUAL,RMDDL,AWCL,RIBL
RIVR,RIVR,ASIR,AVJR,ASGR,AVHR
,RMDDR,RMFR,SMBDR,RMFL,RMHR
,ASEL,ASHL,ASGL,AWCL,AWBL
,ASER,AWAR,AVDR,ASGR,AVBR
,AVHR,ASGR,ASER,AVJR,RIVR
,ASGL,ADLL,ASKL,ASIL,AWAL
,RMDDL,AWCL,SAADL,SMBDL,SIBDL
,AIBR,RMDDR,AWCR,ASHR,SIBDR
,ADLL,ASKL,URXL,CEPDL,ASIL
,AWCR,ASHR,AIBR,ASER,AUAR
,SAADL,SIBDL,RMDDL,AIBL,SAADR
,ADLR,ASKR,ASIR,ASGR,CEPDR
,AWCL,ASHL,AIBL,ASEL,AVEL
,AWAL,ASGL,AWBL,ADFL,ASEL
,ASHR,AWCR,AIBR,AWAR,ASER
,ASGR,AWAR,ASKR,ADLR,AWBR
,SIBDL,AWCL,RMDL,AIBL,AVEL
,SAADL,SAADR,RMDDL,RMDDR,SIBVR
,ASKL,SMDVL,ADLL,ADFL,ASGL
,AWAR,AWBR,ASGR,AFDR,ASER
,SAADR,SAADL,SIBVR,RMDDR,RMDDL
,RMDR,AVER,AWCR,SIBDR,ASHR
,AWBL,AFDL,AVAL,ADFL,AWAL
,ASKL,SMDVL,CEPDL,URXL,RIAL
,RMDL,AVEL,AIBL,SIBDL,SAADL
,RIAL,SMDVL,ADFL,ASKL,SAAVL
,ASKR,SMDVR,RIAR,ADFR,AWBR
,AFDR,AWBR,AVER,RMDR,AVAR
AVEL,AVEL,RMDL,AFDL,SIBDL,AIBL
URXR,URXR,CEPDR,ASKR,URXL,ALA
ALA,ALA,URXL,CEPDL,URXR,CEPDR
,RMDR,AVER,AVAR,AFDR,RMDVR
,AFDL,RIAL,SAAVL,AVAL,AWBL
,RIAL,SMDVL,CEPDL,URXL,SAAVL
AVER,AVER,AVAR,RMDR,AFDR,SAAVR
,RMDL,AVEL,AVAL,CEPVL,AFDL
,SMDVL,RIAL,SAAVL,CEPDL,RMDVL
CEPDR,CEPDR,URXR,SMDVR,ASKR,RIAR
,RMEV,RIH,SAADR,SAADL,CEPVL
AVAL,AVAL,SAAVL,RMDVL,AFDL,AVEL
URXL,URXL,CEPDL,URXR,RIAL,RID
RIAR,RIAR,SMDVR,SAAVR,CEPDR,RMDVR
,SAAVL,RIAL,SMDVL,AVAL,URXL
,RMEV,RMDR,AVER,RIH,SAADR
AVAR,AVAR,SAAVR,RMDVR,AFDR,AVER
CEPDL,CEPDL,RIAL,SMDVL,URXL,SAAVL
SMDVR,SMDVR,RIAR,SAAVR,RMDVR,AVAR
RMDVL,RMDVL,AVAL,SAAVL,RIAL,BAGL
RID,RID,URXL,URXR,CEPDL,ALA
,AVAR,SAAVR,RMDVR,AFDR,RMDR
RMDVR,RMDVR,AVAR,SAAVR,BAGR,SMDVR
RMEV,CEPVL,RMEV,OLQVL,BAGL,RMDL
,CEPVR,BAGR,OLQVR,CEPVL,RMEV
RMED,RMED,OLQDL,RID,OLQDR,URXL
,CEPVL,BAGL,OLQVL,URYVL,URAVL
,RMER,BAGR,RMDVR,SAAVR,RIPR
,OLQVL,BAGL,URAVL,CEPVL,URYVL
,RMEL,BAGL,RIPL,URBL,URYDL
OLQDR,OLQDR,URYDR,OLQDL,IL1DR,RIPR
,BAGL,URBL,URYVL,OLQVL,IL1L
OLQDL,OLQDL,URYDL,OLQDR,RMED,IL1DL
,OLQVL,URYVL,BAGL,URAVL,URBL
,URAVL,URYVL,OLQVL,CEPVL,BAGL
,RIPL,URBL,IL1L,OLLL,URYDL
,URYDL,IL1DL,OLLL,OLQDL,RIPL
,URBR,RIPR,BAGR,OLQVR,OLLR
,URYDR,OLLR,RIPR,OLQDR,URBR
,URYVR,BAGR,OLQVR,RIPR,URBR
,URAVR,URYVR,OLQVR,IL1VR,BAGR
,OLQVR,URYVR,URAVR,BAGR,IL1VR
,URBL,IL1L,IL2L,OLLL,URYVL
,IL1VR,IL1VL,URYVR,URAVR,OLQVR
,URYVL,IL1L,URBL,IL2L,OLLL
,OLLR,URBR,IL1R,RIPR,URYDR
,OLLL,URBL,IL1L,IL2L,URYDL
IL1DR,IL1DR,URADR,URYDR,IL1DL,OLLR
,URADL,OLLL,IL1DL,URYDL,IL2DL
,IL1R,URYVR,URBR,OLLR,IL2R
IL1DL,IL1DL,OLLL,URYDL,URADL,IL2DL
,URADR,OLLR,URYDR,IL1DR,IL1R
,IL1VL,IL1VR,IL2VL,URYVL,M3L
,IL1VR,URYVR,IL2VR,IL1VL,URAVR
,IL2VL,IL1VL,URYVL,M3L,URAVL
,IL2DR,URADR,I3,IL1DR,OLLR
,IL1L,IL2L,M3L,OLLL,URYVL
,IL2L,IL2DL,IL1L,NSML,I2L
M4,M4,I3,IL2DL,MI,IL2DR
M3R,M3R,NSMR,IL2VR,URYVR,IL1R
M3L,M3L,NSML,I2L,MCL,IL2L
,IL2R,IL1R,OLLR,URBR,IL2DR
I3,I3,MI,IL2DL,M4,IL2DR
MI,MI,I3,IL2DL,IL2DR,M4
,NSML,I2L,MCL,I1L,M3L
,NSMR,I2R,MCR,I1R,IL2VR
,MCL,I2L,I1L,NSML,MCR
,I2L,MCL,NSML,I1L,MCR
,MCR,I2R,NSMR,MCL,I1R
I2R,I2R,MCR,NSMR,I1R,I1L
I2L,I1L,I2L,NSML,MCL,I1R
,I3,MI,IL2DL,I1L,I1R
,I2R,MCR,I1R,NSMR,I1L
,I1R,I1L,I2R,MCR,MI
