GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,I2R
I2L,I2L,NSML,MCL,I1L,MCR
I2R,I2R,NSMR,MCR,I1R,MI
NSMR,NSMR,I2R,MCR,M3R,I1R
NSML,NSML,I2L,MCL,MCR,M3L
MCL,MCL,MCR,I2L,NSML,MI
MCR,MCR,I2R,NSMR,MCL,MI
M3R,M3R,NSMR,IL2R,MCR,IL1R
M3L,M3L,NSML,M3R,IL2VL,IL2L
I3,I3,MI,M4,IL2DR,IL2DL
IL2DL,IL2DL,IL2L,I3,MI,M4
IL2DR,IL2R,NSMR,IL2DR,MCR,MI
URADL,URADL,IL1DL,URYDL,M4,OLLL
URYDL,URYDL,OLLL,OLQDL,IL1DL,RIPL
IL1DL,IL1DL,IL1DR,URYDL,URYDR,OLQDL
OLQDR,OLQDR,URYDR,IL1DR,OLLR,RMER
OLQDL,OLQDL,URYDL,RMED,OLQDR,RIPL
RMED,RMED,URYDR,OLQDR,IL1DR,OLQDL
OLLR,OLLR,URADR,URYDR,IL1DR,M4
OLLL,OLLL,URYDL,IL1DL,IL2L,RIPL
URBR,URBR,OLLR,RIPR,URYDR,IL2R
URBL,URBL,RIPL,IL2L,OLLL,BAGL
IL1L,IL1L,IL2L,URYVL,OLLL,RIPL
IL1R,IL1R,IL2R,OLLR,M3R,URADR
RMEL,RMEL,RMDVL,BAGL,RIPL,AVAL
RMER,RMER,BAGR,RIPR,URBR,URYDR
URYVL,URYVL,URAVL,RIPL,BAGL,RMEL
URYVR,URYVR,URAVR,BAGR,RIPR,OLQVR
IL2VR,IL2VR,URYVR,URAVR,IL1VR,M3R
IL2VL,IL2VL,IL1VL,URAVL,M3L,IL2L
OLQVL,OLQVL,BAGL,RMDVL,URAVL,CEPVL
OLQVR,OLQVR,BAGR,URAVR,RMER,URYVR
IL1VL,IL1VL,IL1VR,URAVL,URYVL,OLQVL
IL1VR,IL1VR,OLQVR,IL1VL,URAVR,CEPVR
CEPVL,CEPVR,BAGR,RMEV,CEPVL,OLQVR
CEPVR,CEPVL,CEPVR,RMEV,BAGL,OLQVR
RID,RID,ALA,URXR,CEPDR,OLQDR
URXL,URXL,URXR,ALA,CEPDL,ASKL
URXR,URXR,ALA,CEPDR,SMDVR,ASKR
CEPDR,CEPDR,RIAR,SMDVR,URXR,ASKR
CEPDL,CEPDL,ALA,ASKL,URXL,SAAVL
SMDVL,SMDVL,ASKL,RIAL,CEPDL,SAAVL
RIAL,RIAL,SAAVL,ASKL,URXL,ALA
SAAVL,SAAVL,AFDL,AVAL,RMDVL,RIAL
RMDVR,RMDVR,RIAR,SAAVR,AVAR,SMDVR
AVAR,AVAR,SAAVR,AFDR,RIAR,AVER
AVEL,AVEL,RMDL,AFDL,AWCL,SIBDL
AVER,RMDR,AVER,AIBR,AVAR,AFDR
RMDL,RMDL,AVAL,RMDVL,AVEL,AFDL
RIVL,RIVL,AVHL,ADLL,I4,ASIL
RIVR,RIVR,AVJR,AVHR,ASER,AVBR
M1,M1,RIVR,I4,I6,AVHR
AVJL,AVJL,AVHL,AVDL,RIVL,ASIL
AVJR,AVJR,AVBR,AVDR,ASER,RIBR
ASGL,ASGL,AWBL,AVHL,ADLL,ASIL
ASGR,ASGR,ASIR,ADLR,AWAR,RIVR
AWAR,ASKR,AWAR,ADLR,AWBR,ASGR
AWAL,AWAL,ASHL,SIBDL,AWCL,AFDL
AWBL,AWBL,AFDL,AVAL,AWCL,ASGL
ASEL,ASEL,AWBL,AWCL,AVHL,ASHL
AVDR,AVDR,AIZR,RIBR,AINR,AVJR
AVDL,AVDL,AINL,AVBL,I6,AVHL
RIML,RIML,RIBL,ASHL,AVBL,ASJL
AIBL,AIBL,AWCL,ASHL,SIBDL,SMDDL
AIBR,AIBR,AWCR,ASHR,SIBDR,RMDR
AIZL,AIZL,RICL,ADAL,ADEL,AINL
AIZR,AIZR,RICR,FLPR,ASJR,ADER
AINL,AINL,I6,M5,AVDL,ASIL
AINR,AINR,AVJR,AVDR,AIZR,FLPR
FLPL,FLPL,ADAL,ADEL,AIML,RMGL
ADAL,ADAL,RIGL,VB3,RIGR,DD1
ADEL,ADEL,VB1,ADAL,VB2,AIML
RICL,RICL,AIZL,SMBVL,AIML,SIAVL
RICR,ADER,RICR,FLPR,ADAR,AIZR
RMDDL,RMDDL,AIBL,SMDDL,RMDL,RMDDR
RMDDR,RMDDR,RMFR,RMFL,SMBDR,SMBDL
AUAL,AUAL,RIML,SMBDL,ASJL,SMBVL
AUAR,AUAR,AIAR,AIMR,AIAL,SMBDR
