GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,I2R
I2R,I2R,NSMR,MCR,IL2VR,I1R
I2L,I2L,NSML,MCL,I1L,M3L
MI,MI,I3,IL2DL,M4,IL2DR
MCR,MCR,NSMR,I2R,MCL,I1R
MCL,MCL,NSML,I2L,I1L,M3L
I3,I3,MI,IL2DL,IL2DR,M4
NSMR,NSMR,I2R,IL2VR,MCR,IL1VR
NSML,NSML,MCL,I2L,M3L,IL2VL
IL2VR,IL2DR,I3,MI,IL2R,URADR
IL2DR,IL2DL,I3,MI,URADL,IL2L
IL2DL,IL2L,IL1L,M3L,I2L,NSML
M4,M4,I3,IL1DL,URADL,URADR
IL2R,IL2R,IL1R,URBR,OLLR,M3R
URADL,URADL,URYDL,IL1DL,IL2DL,OLLL
M3R,M3R,IL1VR,IL2VR,URYVR,NSMR
URADR,URADR,URYDR,IL1DR,OLLR,M4
IL2VL,IL2VR,IL1VR,IL1VL,URAVR,URYVR
IL2L,IL2VL,IL1VL,URYVL,M3L,URAVL
M3L,M3L,URYVL,IL1L,OLQVL,OLLL
OLLL,OLLL,URYDL,URBL,IL1L,IL2L
OLLR,OLLR,URYDR,URBR,RIPR,URADR
URYVL,URYVL,M3L,IL1L,OLQVL,IL1VL
IL1R,IL1R,URYVR,IL2R,OLQVR,IL1VR
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLQDL
URYDL,URYDL,IL1DL,OLLL,OLQDL,URADL
IL1L,IL1L,IL2L,URYVL,OLLL,URBL
IL1DR,IL1DR,URYDR,OLQDR,IL1DL,URADR
IL1VR,IL1VR,IL1VL,IL2VR,OLQVR,URAVR
URBR,URBR,RIPR,OLLR,RMER,OLQVR
URAVL,URAVL,URYVL,IL1VL,OLQVL,BAGL
URYDR,URYDR,OLQDR,IL1DR,OLLR,RIPR
OLQDR,OLQDR,URYDR,IL1DR,RMED,OLQDL
URYVR,URYVR,OLQVR,BAGR,IL1R,URAVR
RIPL,RIPL,URYDL,URBL,RMEL,OLLL
URBL,URBL,RMEL,RIPL,URYVL,OLLL
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
RIPR,RIPR,URYDR,RMER,OLQDR,URBR
OLQVL,OLQVL,URYVL,BAGL,RMEL,URBL
BAGR,BAGR,OLQVR,RMER,RIPR,URYVR
RMED,RMED,OLQDR,OLQDL,URYDR,IL1DR
RMEL,RMEL,URYDL,URBL,RIPL,OLLL
IL1VL,IL1VL,OLQVL,IL1VR,CEPVL,URAVL
URAVR,URAVR,CEPVR,OLQVR,IL1VR,URAVL
OLQVR,OLQVR,CEPVR,BAGR,URAVR,URYVR
BAGL,BAGL,OLQVL,URAVL,URYVL,CEPVL
RMER,RMER,BAGR,CEPVR,OLQVR,RIPR
CEPVR,CEPVR,CEPVL,OLQVR,RMEV,BAGR
CEPVL,CEPVR,CEPVL,OLQVL,BAGL,URAVL
RMEV,CEPVR,CEPVL,RMEV,URAVL,OLQVL
SIADL,CEPVR,CEPVL,RMEV,RIH,URAVR
RID,RID,RMED,CEPDL,OLQDL,OLQDR
RMDVR,RMDVR,AVAR,SAAVR,BAGR,RMER
AVAR,AVAR,SAAVR,RMDVR,AFDR,RMDR
RMDVL,RMDVL,CEPVL,BAGL,AVAL,RMEL
SAAVR,SAAVR,AVAR,RIAR,RMDVR,SMDVR
SAAVL,SAAVL,RMEL,RMDVL,RIAL,SMDVL
AVAL,SAAVL,AVAL,RMDVL,RMEL,RIAL
RIAR,RIAR,URXR,SMDVR,CEPDR,SAAVR
RIAL,RMDVL,SAAVL,SMDVL,RIAL,AVAL
SMDVR,SMDVR,RIAR,CEPDR,URXR,SAAVR
