GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,I2R,MCR
I1R,I1R,I2R,MCR,I1L,NSMR
I2L,I2L,MCL,NSML,I2R,MCR
NSML,NSML,MCL,I2L,NSMR,IL2VL
M3R,M3R,NSMR,I2R,IL2R,MCR
M3L,M3L,IL2VL,M3R,NSML,IL1VL
I3,I3,MI,IL2DL,MCL,IL2DR
MI,MI,I3,IL2DL,MCL,MCR
M4,M4,URADL,IL2DL,MCR,MCL
IL2DL,IL2DL,URADL,IL1DL,I3,MI
IL2DR,IL2DR,URADR,IL2R,OLLR,I3
IL2R,URADR,OLLR,IL2R,URBR,IL1R
IL2L,IL2L,NSML,MCL,IL1L,M3L
IL1DR,IL1DR,IL1DL,OLQDR,URYDR,OLLR
URYDL,URYDL,OLQDL,IL1DL,OLLL,URADL
URYDR,URYDR,OLQDR,OLLR,RMER,RIPR
OLQDL,OLQDL,OLQDR,RMED,IL1DL,URYDL
IL1R,IL1R,IL2R,OLLR,URBR,URYVR
IL1L,IL1L,OLLL,URYVL,URADL,IL2L
OLLL,OLLL,IL1DL,URYDL,RIPL,OLQDL
URBL,URBL,OLLL,RIPL,IL2L,URYVL
BAGL,BAGL,RIPL,OLQVL,URBL,URYVL
RMEL,RMEL,SAAVL,BAGL,OLQVL,RIPL
RMER,RMER,BAGR,OLQVR,RIPR,URAVR
OLQVR,URYVR,URBR,OLQVR,IL1R,URAVR
OLQVL,OLQVL,URYVL,URBL,OLLL,M3L
URYVL,URYVL,OLLL,M3L,IL1L,IL2L
URYVR,IL2R,IL1R,NSMR,I2R,M3R
IL1VR,OLQVR,IL1VR,CEPVR,BAGR,URYVR
IL1VL,OLQVL,CEPVL,IL1VL,URYVL,URAVL
CEPVR,CEPVR,BAGR,OLQVR,CEPVL,RMEV
CEPVL,CEPVL,CEPVR,RMEV,RIH,RMDL
IL2VL,URAVL,URYVL,IL2VL,IL1VL,OLQVL
IL2VR,IL2VR,URYVR,URAVR,IL1VR,OLQVR
RMEV,RMEV,SAADL,SAADR,SIADR,RIH
RIH,RIH,CEPVR,RMEV,RMDR,CEPVL
CEPDL,CEPDL,ALA,URXL,SMDVL,ASKL
CEPDR,CEPDR,SMDVR,RIAR,URXR,ASKR
RID,RID,RMED,ALA,OLQDR,CEPDR
URXR,URXR,ALA,ASKR,CEPDR,URXL
URXL,URXL,ALA,RID,URXR,CEPDL
SMDVL,SMDVL,ASKL,RIAL,CEPDL,SAAVL
SMDVR,RIAR,SMDVR,ASKR,SAAVR,ADFR
ASGL,ASGL,ASIL,AVHL,AWAL,AWBL
RIVR,RIVR,AVHR,ASGR,AVJR,ASER
RIVL,RIVL,AVHL,ASIL,ADLL,AVJL
AVJL,AVJL,AVHL,RIVL,ASEL,AVBL
AVJR,AVJR,RIVR,ASGR,AVHR,ASER
AWBL,AWBL,AFDL,ASGL,SAAVL,AWAL
RIAL,RIAL,SAAVL,SMDVL,CEPDL,URXL
AVER,AVER,RMDR,AIBR,AVAR,AFDR
AVEL,AVEL,AFDL,RMDL,SIBDL,ASHL
RMDL,RMDL,AFDL,AVEL,SIBDL,AWCL
RMDR,RMDR,AVER,AVAR,RMDVR,AWBR
AVAR,SAAVR,RMDVR,AVAR,AFDR,RIAR
AVAL,AVAL,AFDL,SAAVL,RMDVL,AVEL
RMDVL,RMDVL,SAAVL,AVAL,SMDVL,AFDL
AIBL,AIBL,ASHL,AUAL,SIBDL,AWCL
AWCL,AWCL,ASHL,AFDL,AWBL,ASEL
AWCR,AWCR,ASHR,AIBR,ASER,RMDR
ASEL,ASEL,AVJL,RIBL,AVHL,AVBL
AUAR,AUAR,AIBR,AWCR,ASHR,RIBR
AVDL,AVDL,AINL,AVJL,AIZL,RIML
AVDR,AVDR,AIZR,RIBR,AINR,AVJR
AINL,AINL,I6,AVJL,AVDL,AVBL
AINR,AINR,AVJR,AVDR,AVBR,ASIR
M1,M1,RIVR,I4,I6,FLPR
AIZL,AIZL,RICL,ADAL,ADEL,AIML
AIZR,RICR,AIZR,FLPR,ADER,ADAR
RICR,AIAR,RICR,SABVR,RIS,AIMR
FLPL,FLPL,RICL,ADAL,ADEL,AVG
ADEL,ADEL,ADAL,VB1,RMGL,AIML
ADER,ADER,FLPR,ADAR,AIZR,RICR
M5,M5,RMGL,ADAL,I6,AS1
RMDDR,RMDDR,SMBDL,SMBDR,RMFR,RMFL
RMDDL,RMDDL,RMDDR,AIBL,AUAL,SAADL
