GT,Top1,Top2,Top3,Top4,Top5
IL2DR,I1R,I1L,MI,I3,I2R
IL2VR,I2R,I1R,NSMR,MCR,I1L
I2L,I2L,NSML,I1L,MCL,I1R
MCL,MCL,I1L,NSML,I2L,MCR
I2R,I2R,NSMR,MCR,I1R,M3R
MCR,MCR,I2R,NSMR,I1R,I1L
IL2DL,IL2DL,MI,I3,I1L,MCL
MI,MI,I3,M4,MCR,I1R
NSML,NSML,I2L,MCL,I1L,M3L
I3,I3,MI,M4,IL2DR,IL2DL
NSMR,NSMR,I2R,MCR,IL2R,IL2VR
M4,M4,I3,MI,MCR,IL2DR
IL2R,IL2DR,IL2R,URADR,I3,MI
IL1VR,IL2VR,IL1VR,NSMR,I2R,M3R
M3L,M3L,IL2L,IL2VL,NSML,OLLL
IL2VL,IL2VL,IL1VL,M3L,IL1VR,IL2VR
M3R,M3R,URYVR,IL1R,NSMR,IL2VR
OLLL,OLLL,URBL,IL2L,URYDL,IL1L
URADR,URADR,IL1DR,OLLR,M4,IL2DR
IL2L,IL2L,OLLL,IL1L,URBL,M3L
IL1VL,IL1VR,IL1VL,IL2VR,URYVR,M3R
IL1R,IL2R,IL1R,URBR,URYVR,OLLR
URADL,URADL,URYDL,IL1DL,OLLL,OLQDL
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLLL
OLLR,OLLR,URBR,IL2R,IL1R,URADR
IL1DR,IL1DR,IL1DL,URADR,OLLR,URYDR
URYVR,IL1R,URYVR,IL2R,URBR,OLQVR
IL1L,IL1L,URYVL,IL2L,URBL,OLQVL
URBR,URBR,OLLR,IL2R,IL1R,RIPR
URBL,URBL,OLLL,IL2L,IL1L,URYDL
OLQVR,URYVR,OLQVR,IL1R,URAVR,IL1VR
RIPL,RIPL,URYDL,OLLL,URBL,URADL
URYVL,URYVL,OLQVL,IL1VL,URAVL,IL1L
URYDL,URYDL,OLQDL,IL1DL,OLLL,URADL
BAGR,BAGR,OLQVR,URYVR,URBR,RIPR
URAVL,URAVL,URYVL,OLQVL,IL1VL,URAVR
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
URAVR,URAVR,OLQVR,URYVR,BAGR,IL1VR
,URYDL,OLQDL,RIPL,OLLL,URBL
RIPR,RIPR,BAGR,URBR,RMER,OLLR
OLQVL,OLQVL,BAGL,URYVL,URBL,RIPL
OLQDR,OLQDR,OLQDL,URYDR,RMED,IL1DR
BAGL,BAGL,RIPL,URBL,OLQVL,URYVL
URYDR,URYDR,OLQDR,RMER,RIPR,OLLR
CEPVR,OLQVR,BAGR,URYVR,URAVR,CEPVR
RMED,RMED,OLQDL,URYDL,OLQDR,RMEL
RMEL,RMEL,BAGL,RIPL,URYDL,URBL
RMER,RMER,BAGR,RIPR,OLQVR,SAAVR
CEPVL,CEPVL,OLQVL,BAGL,URYVL,IL1VL
SIADL,CEPVL,BAGL,OLQVL,RMEV,URAVL
RMEV,RMEV,CEPVL,CEPVR,RIH,URAVR
RIH,CEPVR,RMEV,BAGR,OLQVR,CEPVL
RMDVL,RMDVL,SAAVL,AVAL,RIAL,SMDVL
RMDVR,RMDVR,AVAR,SAAVR,RIAR,AFDR
