GT,Top1,Top2,Top3,Top4,Top5
,I1R,I1L,I2L,I2R,NSML
,I3,MI,IL2DL,I1L,I2L
,M4,IL2DR,I3,MI,URADR
,M3L,IL2L,OLLL,I2L,NSML
,M3R,IL2VR,I2R,NSMR,URYVR
,IL2R,OLLR,IL2DR,M3R,URBR
IL1VL,IL1VL,IL2VL,IL1VR,URYVL,M3L
,IL1L,IL2VL,URYVL,IL2L,URAVL
,IL1R,M3R,IL2R,URYVR,URBR
IL1DL,IL1DL,URADL,IL2DL,URYDL,IL1DR
,OLLR,IL2R,IL2DR,URBR,URYDR
IL1VR,IL1VR,URYVR,IL1VL,IL2VR,M3R
OLLL,OLLL,URBL,URYDL,IL2L,IL1DL
IL1DR,IL1DR,URYDR,URADR,OLLR,IL2DR
URBL,URBL,OLLL,RMEL,IL2L,RIPL
URYVL,URYVL,URBL,IL1L,RIPL,OLQVL
URYDL,URYDL,IL1DL,URADL,OLLL,OLQDL
OLQDL,OLQDL,RMED,URYDL,IL1DL,OLLL
OLQVL,OLQVL,URYVL,URAVL,BAGL,CEPVL
OLQVR,OLQVR,URYVR,RMER,URBR,BAGR
RMER,URBR,RMER,RIPR,BAGR,OLLR
OLQDR,OLQDR,OLQDL,URYDR,RMED,IL1DR
,CEPVR,BAGR,OLQVR,URYVR,URAVR
RMEL,RMEL,BAGL,RIPL,URBL,SAAVL
,SAAVL,RMEL,RMDVL,SMDVL,RIAL
,CEPVL,BAGL,OLQVL,CEPVR,RMDVL
,RMDVR,RMER,BAGR,SAAVR,AVAR
RMDVL,RMDVL,SAAVL,RIAL,AVAL,AFDL
,RMEV,RIH,CEPVR,RMDR,AVER
RIAL,RIAL,SMDVL,SAAVL,URXL,CEPDL
AVAR,AVAR,SAAVR,AFDR,AVER,RMER
URXR,URXR,CEPDR,SMDVR,RID,URXL
,RIAR,SMDVR,CEPDR,SAAVR,URXR
,RMDL,AVEL,AFDL,RMDVL,AVAL
AFDR,AFDR,SAAVR,AVAR,AWBR,SMDVR
SMDVL,SMDVL,URXL,CEPDL,RIAL,ASKL
AVAL,AVAL,AVEL,AFDL,RMDL,AWBL
,RMDL,AVEL,AFDL,AIBL,AWCL
,SMDVL,RIAL,AWBL,AFDL,SAAVL
,RMDR,AVER,SAADR,RIH,SIBVR
,ASKR,ADLR,RIAR,SMDVR,ADFR
URXL,CEPDL,URXL,SMDVL,ALA,CEPDR
,AVEL,RMDL,AIBL,SIBDL,AFDL
,SIBDL,AIBL,AWCL,RMDL,AVEL
ASKL,ASKL,URXL,ADLL,CEPDL,RID
,AWCL,AIBL,SIBDL,ASHL,RMDL
AVHL,ASGL,AWBL,AVHL,AWAL,ADFL
RMDDL,RMDDL,RMDDR,AIBL,SAADL,AIBR
,AWAR,AVER,ASHR,AWCR,AIBR
,SAADL,SAADR,RMDDR,RMFR,SIBVR
AVJL,AVJL,AVHL,ASGL,AWBL,ASEL
,ASEL,AIBL,ASHL,RIBL,ASGL
,AIBR,AWCR,ASHR,RMDDR,AVER
,ADLL,ASIL,ASKL,ADLR,ASGL
,ALA,CEPDR,RIVR,URXR,ADLR
,AUAL,ASJL,RIBL,AIZL,AWCL
RMDDR,RMDDL,RMDDR,SMBDL,RMFL,RMFR
,RIVL,ASIL,ASGL,AVHL,AVJL
,RIBR,AIBR,AVDR,ASJR,ASHR
AVDL,AVDL,AVJL,ASEL,AVBL,RIBL
,AVDR,ASER,AINR,ASHR,ASGR
SMBDR,SMBDR,SMBDL,RMFR,SMBVR,RMFL
AINL,AINL,AVJL,AVDL,AVBL,ASEL
,AUAR,AIZR,AWCR,RIBR,AVDR
,SMBVL,SMBDL,SIAVL,SMBVR,RMFL
,AIAR,AVL,SMBVR,AIAL,SMBDL
,AIZL,RICL,AVJL,FLPL,AINL
,AVJR,AVDR,AINR,RIVR,AVHR
,AIAR,AIMR,SMBVL,SIAVL,AIAL
,AIZR,AVDR,FLPR,AINR,RICR
,FLPR,AIYR,RICR,I5,AIZR
,SIAVL,SMBVR,SMBVL,VB2,SIAVR
,SMBVR,RIS,AIMR,AIAR,SIAVL
,I6,M5,I4,RIVL,M1
ADAL,ADEL,FLPL,RICL,ADAL,RMGL
,SABVL,VB2,SABVR,AIYL,RIS
,SABVR,AQR,RIS,SABVL,FLPR
,VB2,DB2,SABVL,RIS,AVFL
FLPL,FLPL,ADAL,ADEL,RMGL,RICL
,VB2,VB1,DB2,AVFL,VA1
,DB2,AQR,RIS,VA1,SABVR
,VB2,ADAL,AVFR,AVFL,AVKL
,RMGR,RIFR,ADAR,AQR,SABVR
,M5,I6,ADAL,ADEL,AINL
,VA1,AVG,VB1,DB2,RIFR
FLPR,ADAR,ADER,AQR,RMGR,FLPR
,VB1,RIGL,VA1,RIGR,ADAL
,RIGL,AVG,VA1,VD1,VB1
,DB1,AVG,SABD,DD1,VB1
,SABD,DA1,AVG,AS1,DD1
,RMGL,ADAL,AS1,DD1,RIGL
,DA1,VD2,SABD,AS1,DD1
,AS1,DA1,SABD,VD2,DD1
,VA2,VB3,DA1,VD2,DB1
