GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I2L,I2L,NSML,I1L,MCL,I1R
I2R,I2R,I1R,MCR,NSMR,I1L
MCL,MCL,NSML,I1L,I2L,I1R
MI,MI,I3,IL2DR,IL2DL,I1R
MCR,MCR,NSMR,I1R,I2R,I1L
NSML,NSML,MCL,I2L,IL2VL,M3L
I3,I3,MI,IL2DR,IL2DL,M4
NSMR,NSMR,MCR,I2R,I1R,M3R
IL2DR,IL2DR,URADR,MI,I3,IL2R
IL2DL,IL2DL,MI,I3,URADL,M4
M4,M4,I3,URADR,IL2DL,URADL
M3R,M3R,NSMR,MCR,M3L,IL2R
M3L,M3L,IL2VL,IL1VL,NSML,IL1L
IL1VR,IL1VL,IL2VR,IL1VR,IL2VL,M3R
IL1L,IL1L,IL2L,M3L,IL1VL,IL2VL
IL1R,IL1R,IL2R,M3R,URYVR,URADR
IL1DR,IL1DR,URADR,IL1DL,URYDR,I3
IL1DL,IL1DL,IL1DR,URADL,URADR,URYDL
IL2R,IL2R,URADR,URYDR,IL1R,OLLR
IL2L,IL2L,IL1L,OLLL,URBL,URYDL
URADL,URADL,IL1DL,URYDL,OLLL,URADR
URYVR,URYVR,IL1R,OLQVR,IL1VR,URBR
IL2VR,IL2VR,IL1VR,IL1VL,URAVR,IL2VL
IL2VL,IL1VL,IL2VL,IL1VR,URAVL,URYVL
URBL,OLLL,URYDL,URBL,IL1DL,OLQDL
URYVL,URYVL,IL1VL,IL1L,URBL,OLQVL
OLQVR,OLQVR,URYVR,IL1VR,URAVR,IL2VR
URBR,URBR,OLLR,OLQVR,IL1R,URYVR
IL1VL,IL1VR,IL1VL,OLQVR,URYVR,URAVR
OLLR,OLLR,URYDR,URBR,OLQDR,URADR
URADR,URADR,URYDR,IL1DR,OLQDR,OLLR
URYDL,URYDL,OLQDL,IL1DL,OLLL,IL1DR
OLQDL,OLQDL,OLQDR,URYDL,IL1DL,IL1DR
URAVR,URAVR,OLQVR,URYVR,IL1VR,CEPVR
BAGL,URBL,RIPL,BAGL,RMEL,URYDL
OLQDR,OLQDR,URYDR,OLQDL,IL1DR,URADR
OLQVL,OLQVL,URYVL,URAVL,BAGL,IL1VL
RIPR,RIPR,URYDR,BAGR,URBR,OLQVR
URYDR,URYDR,OLQDR,IL1DR,OLQDL,URADR
OLLL,URYDL,OLQDL,URBL,RMEL,RIPL
URAVL,URAVL,CEPVL,BAGL,OLQVL,URYVL
BAGR,BAGR,OLQVR,URYVR,RIPR,CEPVR
RIPL,RIPL,BAGL,URBL,RMEL,URYDL
RMED,RMED,OLQDR,OLQDL,URYDR,URYDL
RMER,RMER,BAGR,URYDR,OLQDR,OLQVR
CEPVR,CEPVR,OLQVR,BAGR,CEPVL,URAVR
CEPVL,CEPVL,CEPVR,BAGL,OLQVL,RMEV
