GT,Top1,Top2,Top3,Top4,Top5
IL2VL,I1L,I1R,I2L,MCL,NSML
IL2DR,IL2DR,I1R,MI,I3,I1L
I2R,I2R,NSMR,I1R,MCR,M3R
I2L,I2L,NSML,I1L,MCL,I1R
MCL,MCL,NSML,I1L,I2L,I1R
IL2VR,IL2VR,I2R,NSMR,IL2VL,M3R
MCR,MCR,NSMR,I2R,I1R,M3R
NSML,NSML,I2L,MCL,IL2VL,IL2L
NSMR,NSMR,I2R,MCR,M3R,IL1R
IL2R,IL2R,IL1R,IL2DR,NSMR,I2R
MI,MI,IL2DR,I3,IL2DL,M4
IL2DL,IL2DL,MI,I3,URADL,IL2L
I3,I3,IL2DR,MI,IL2DL,M4
IL1L,IL1L,IL2L,IL2DL,URBL,NSML
IL2L,IL2L,IL2DL,IL1L,URADL,OLLL
IL1VR,IL1VR,IL1VL,IL2VL,IL2VR,M3R
IL1R,IL1R,IL2R,OLLR,URBR,URYVR
M3L,M3L,IL2L,IL1L,OLLL,URBL
M4,M4,IL2DR,I3,URADR,MI
M3R,M3R,IL1R,IL2R,OLLR,URBR
URADL,URADL,IL2DL,OLLL,IL1DL,URYDL
OLLR,OLLL,URBL,IL1L,IL2L,URYDL
URYVR,URYVR,IL1R,URBR,RIPR,M3R
IL1VL,IL1VL,URAVL,IL1L,URYVL,IL2VL
IL1DL,IL1DL,URADL,IL1DR,URYDL,IL2DL
URBL,URBL,IL2L,IL1L,RIPL,OLLL
URADR,URADR,OLLR,URYDR,IL1DR,IL2DR
URYVL,URYVL,IL1L,URAVL,URBL,RIPL
URBR,URBR,OLLR,IL1R,RIPR,URYVR
OLLL,OLLR,URBR,URYDR,IL1R,URADR
IL1DR,IL1DR,URYDR,URADR,IL2DR,IL1DL
URYDL,URYDL,OLLL,OLQDL,IL1DL,URADL
URAVR,URAVR,URAVL,URYVR,OLQVR,CEPVR
URYDR,URYDR,IL1DR,OLLR,URADR,OLQDR
BAGL,BAGL,RIPL,URBL,IL1L,URAVL
RIPL,RIPL,URBL,IL1L,BAGL,IL2L
RIPR,RIPR,BAGR,OLQVR,RMER,URBR
OLQDL,OLQDL,URYDL,IL1DL,OLQDR,RMED
OLQVR,OLQVR,BAGR,CEPVR,URAVR,URYVR
OLQVL,OLQVL,BAGL,URAVL,URYVL,CEPVL
OLQDR,OLQDR,URYDR,RMED,IL1DR,OLQDL
RMER,RMER,RIPR,BAGR,RMDVR,SAAVR
RMEL,RMEL,BAGL,RIPL,URBL,URYVL
RMED,RMED,OLQDL,OLQDR,URYDL,URYDR
BAGR,BAGR,CEPVR,OLQVR,RMDVR,RMER
CEPVL,CEPVL,CEPVR,BAGL,URAVL,OLQVL
CEPVR,CEPVR,BAGR,CEPVL,OLQVR,RMEV
RMDVL,RMDVL,BAGL,AVAL,RMEL,SAAVL
RMDVR,RMDVR,AVAR,SAAVR,RIAR,BAGR
SAAVR,AVAR,RMDR,AFDR,RMDVR,CEPVR
RIH,RMEV,RIH,CEPVR,CEPVL,RMDR
RMEV,RMEV,RMDL,CEPVL,RIH,CEPVR
AVAL,AVAL,RMDVL,AFDL,SAAVL,RMDL
SAAVL,SAAVL,RIAL,RMDVL,SMDVL,AVAL
AVAR,AVAR,RMDVR,SAAVR,RMDR,AFDR
RID,RID,URXR,CEPDR,ALA,RMED
RMDL,RMDL,RMDVL,AVEL,AVAL,CEPVL
SMDVR,SMDVR,SAAVR,RIAR,RMDVR,AVAR
AFDL,AFDL,AVEL,AVAL,RMDL,RMDVL
RIAL,RIAL,SMDVL,SAAVL,RMDVL,AVAL
URXL,URXL,CEPDL,ALA,SMDVL,URXR
RIAR,RIAR,SAAVR,AVAR,SMDVR,RMDVR
AVEL,AVEL,RMDL,AVAL,AVER,AFDL
SMDVL,SMDVL,RIAL,SAAVL,RMDVL,ASKL
CEPDL,CEPDL,URXL,SMDVL,ASKL,RIAL
URXR,URXR,CEPDR,URXL,RID,ASKR
CEPDR,CEPDR,URXR,SMDVR,ASKR,RIAR
AWBL,AFDL,AVAL,AVEL,AWBL,RMDL
AFDR,AVAR,AFDR,RMDR,AVER,SAAVR
RMDR,RMDR,AVER,AWCR,AVAR,SIBDR
ASKR,ASKR,SMDVR,RIAR,ADFR,SAAVR
ADFR,ADFR,AFDR,RIAR,AVAR,SAAVR
AWCL,SIBDL,RMDL,AWCL,AVEL,AFDL
SIBDL,SIBDL,RMDL,AVEL,AFDL,AIBL
AVER,AVER,RMDR,AVAR,AIBR,AFDR
ADFL,ADFL,AWBL,AFDL,RIAL,AVAL
ASKL,ASKL,SMDVL,RIAL,ADFL,ADLL
ALA,ALA,URXR,URXL,CEPDR,ASKR
AWAR,AWAR,AFDR,AWBR,ADFR,RIAR
AWBR,AFDR,AWBR,AVAR,AWAR,ASHR
RIVR,AWBR,AFDR,ADFR,SMDVR,ASGR
SAADR,SAADL,SAADR,RMDDL,RMDDR,SIBDL
AWAL,AWAL,AFDL,AWBL,AVEL,AWCL
AIBL,AIBL,AVEL,SIBDL,RMDL,RMDDL
AWCR,AWCR,SIBDR,ASHR,AIBR,RMDR
ADLR,ADLR,ASKR,SMDVR,ADFR,AWBR
SIADR,SAADR,SAADL,RMDDR,RMFR,SIBVR
ASHL,AWCL,SIBDL,AIBL,ASHL,AVEL
SIBVR,RMDDR,SAADR,SAADL,SIBVR,AIBR
ADLL,ADLL,ASGL,AWBL,ASKL,ASIL
AIBR,AIBR,RMDDR,ASHR,AWCR,RMDR
SMDDL,RMDDL,AIBL,AWCL,SIBDL,SAADL
ASER,ASER,AVHR,AWBR,AWAR,ASGR
ASGL,ASGL,AWBL,AWAL,ASEL,ASHL
RMFR,RMDDR,SMBDR,SMBDL,RMFR,SAADR
ASHR,ASHR,AWCR,AIBR,RIBR,ASER
SIBDR,AWCR,AUAR,RIBR,ASHR,SIBDR
SIADL,SMBDL,RMFL,RMDDL,RMHL,RMFR
ASGR,ASGR,AVHR,RIVR,AWBR,ASIR
ASEL,ASEL,ASHL,AWCL,AIBL,AWBL
AIYL,RMFR,SMBDR,RMFL,RMHR,SMBDL
RIBR,RIBR,ASER,AVBR,ASHR,AVJR
RIR,RMHL,RMHR,SMBDR,SMBDL,RMDDR
RIBL,RIBL,AIBL,ASHL,AVBL,ASJL
RMDDL,SMBDL,RMFL,RMDDL,RMFR,RMHL
AVBR,AVHR,ASER,AVJR,AVBR,RIBR
AUAR,AUAR,ASJR,RIBR,AWCR,AIZR
RMDDR,AUAR,ASJR,SMBDR,RMDDR,RIMR
AUAL,AUAL,SMBDL,RMDDL,ASJL,RMFL
ASIL,ASIL,AVHL,ASGL,AVJL,ASEL
AVHL,ASEL,AVHL,AVJL,ASGL,AVBL
ASIR,RIVR,AVHR,AVJR,ASIR,AINR
RMFL,SMBDR,SMBDL,RMFL,SMBVR,RMFR
RIML,AVJL,AVBL,AVDL,ASEL,AVHL
ASJR,ASJR,RIBR,AIZR,AUAR,AVDR
SAADL,SMBVL,SMBDL,SMBDR,RMFL,SMBVR
AVJR,AVJR,AVDR,AINR,AVBR,AIZR
AVDR,AVDR,AVJR,AIZR,AINR,AVBR
RMHR,ASJL,SMBVL,SMBDL,SIAVL,AIAR
AVJL,AVJL,AVDL,AIZL,AVBL,ASEL
AVFR,SMBVR,AIAR,SIAVR,SMBVL,SIAVL
SMBDL,SMBVL,SIAVL,SMBDL,SMBVR,RMFL
SMDDR,SMBVR,AIAR,AIMR,RICR,SIAVR
AVHR,AVJR,AINR,AVDR,AVHR,AIZR
AVBL,AVJL,AVDL,AVHL,AVBL,AINL
AVDL,AVDL,AIZL,AVJL,AINL,AVBL
RIMR,RICR,SMBVR,I5,AIAR,AIMR
RICR,AIZR,RICR,FLPR,M2R,AVDR
AINR,AINR,FLPR,AVDR,AIZR,AVJR
AIAR,SIAVL,AIAR,I5,SMBVL,SIAVR
AVL,I5,RICR,AIZR,M2L,AIAR
RIVL,RIVL,AVJL,AVHL,AINL,ASIL
RMHL,AIAR,SIAVL,SABVR,SABVL,RIS
AIAL,SIAVL,SMBVL,AIYL,RICL,SABVL
ASJL,RICL,AIZL,FLPL,ASJL,M2L
AIYR,SABVR,AIMR,AIAR,AIYR,SABVL
AINL,AINL,AVDL,AVJL,AIZL,FLPL
AIZR,AIZR,ADER,RICR,FLPR,ADAR
M2L,I6,M2L,I4,AINL,M5
M2R,M2R,RIVR,AINR,M1,AVJR
I4,I4,I6,RIVL,M1,ASIL
SIAVR,RIS,VB2,SIAVR,AIMR,AVKR
AIZL,AIZL,FLPL,RICL,ADEL,AINL
I5,RICR,ADER,FLPR,ADAR,AIZR
SMBVL,VB2,SABVL,RIS,AIML,AVFL
RIS,SABVR,VB2,RIS,SABVL,AIMR
VB2,VB2,SABVR,RIS,SABVL,DB2
AIML,AIML,SABVL,RIS,DB2,VB2
I6,I6,M5,AINL,I4,RIVL
FLPR,FLPR,ADER,AQR,ADAR,RMGR
M1,M1,RIVR,I4,I6,AINR
ADER,ADER,ADAR,FLPR,AQR,RMGR
RICL,FLPL,ADAL,ADEL,RMGL,RICL
ADAR,ADAR,RMGR,AQR,ADER,FLPR
ADEL,ADEL,ADAL,FLPL,RMGL,M5
,VB2,DB2,VA1,VB1,RIFL
AIMR,VA1,VB1,VB2,DB2,RIFR
VD1,AVFL,AVFR,RIFR,VB1,DB2
FLPL,ADAL,ADEL,FLPL,RMGL,AVKL
AQR,AQR,RMGR,ADAR,RIFR,ADER
M5,M5,I6,ADEL,FLPL,ADAL
RMGR,RMGR,AQR,ADAR,RIFR,VA1
ADAL,RMGL,ADEL,RIGL,VB1,ADAL
AVFL,VA1,RIFL,VB1,RIFR,AVFL
RMGL,ADAL,RIGL,VB1,VD1,RMGL
DB2,RIFR,VA1,VB1,RIGL,VD1
RIFL,VB1,RIGL,VD1,VA1,RIFR
SABVL,RIFR,VA1,VD1,AVG,DB1
SABVR,AVG,SABD,DB1,VD1,AS1
VB1,VB1,RIGL,DD1,RIGR,DB1
AVKL,RIGL,AS1,DD1,VD1,RIGR
VA1,SABD,AVG,DB1,DA1,DD1
AVG,DD1,AVG,AS1,DA1,DB1
RIFR,AS1,SABD,DA1,VD2,DD1
SABD,SABD,DA1,AVG,VD2,DB1
VD2,VD2,DD1,DA1,AVG,VB3
RIGR,VB3,DA1,VD2,DD1,AS1
DA1,DA1,SABD,VD2,VB3,AS1
DB1,VB3,VD2,DA1,VA2,AS1
RIGL,VB3,VD2,VA2,DA1,AS1
AS1,VA2,AS1,DA1,VD2,VB3
