GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,MCL
I1L,I1L,I1R,I2L,MCL,MCR
I2L,I2L,NSML,I1L,MCL,I1R
I2R,I2R,MCR,NSMR,I1R,I1L
MCL,MCL,NSML,I2L,I1L,MCR
MCR,MCR,NSMR,I2R,I1R,MCL
MI,MI,I3,IL2DR,M4,IL2DL
NSMR,NSMR,MCR,I2R,M3R,I1R
NSML,NSML,MCL,I2L,I1L,M3L
I3,I3,MI,IL2DR,M4,IL2DL
IL2DL,IL2VL,IL1VL,NSML,M3L,I2L
M4,M4,IL2DR,I3,MI,IL2DL
IL1VL,IL1VL,IL1VR,IL2VL,IL2VR,M3R
IL2VL,IL2DL,I3,M4,MI,URADL
IL2R,IL2R,IL2DR,URADR,OLLR,IL1R
IL2DR,IL2VR,IL1VR,M3R,IL1VL,IL2VL
IL2L,IL2L,IL1L,M3L,OLLL,NSML
URADL,URADL,IL1DL,OLLL,M4,URYDL
IL1L,IL1L,IL2L,M3L,OLLL,URYVL
M3L,M3L,M3R,IL1L,IL1VL,IL2VL
M3R,M3R,OLLR,URBR,M3L,IL1R
IL1DL,IL1DL,IL1DR,URADL,URYDL,M4
IL1R,IL1R,OLLR,IL2R,URBR,URADR
IL2VR,IL2DR,URADR,IL1DR,URYDR,OLLR
URADR,URADR,OLLR,IL1DR,URYDR,IL2DR
URBR,URBR,OLLR,URADR,URYDR,IL1DR
IL1VR,IL1VR,IL1VL,IL2VR,URYVR,OLQVR
URYDL,URYDL,IL1DL,OLLL,URADL,OLQDL
URYVR,URYVR,URBR,OLQVR,IL1R,OLLR
IL1DR,IL1DR,URYDR,IL1DL,OLQDR,URADR
URYVL,URYVL,OLQVL,IL1L,IL1VL,URAVL
OLLL,OLLL,URBL,URYDL,IL1L,RIPL
URYDR,URYDR,IL1DR,OLQDR,OLLR,URADR
OLQVR,OLQVR,URYVR,IL1VR,URAVR,BAGR
OLLR,OLLR,URBR,URYDR,OLQDR,IL1DR
RIPR,RIPR,URBR,BAGR,OLLR,URYDR
OLQDL,OLQDL,OLQDR,URYDL,IL1DL,IL1DR
URAVL,URAVL,URYVL,URAVR,CEPVL,OLQVL
URBL,URBL,RIPL,OLLL,RMEL,OLQVL
RIPL,RIPL,URYDL,OLQDL,URBL,RMEL
OLQVL,OLQVL,BAGL,URYVL,URAVL,CEPVL
BAGR,BAGR,RIPR,URBR,OLQVR,RMER
URAVR,URAVR,CEPVR,OLQVR,BAGR,IL1VR
OLQDR,OLQDR,URYDR,RMED,IL1DR,OLQDL
RMEL,RMEL,RIPL,BAGL,URBL,URYVL
RMER,RMER,BAGR,RIPR,URBR,URYDR
RMED,RMED,OLQDR,OLQDL,URYDR,RID
CEPVR,CEPVR,BAGR,OLQVR,URAVR,RMEV
BAGL,BAGL,OLQVL,CEPVL,RMEL,RMDVL
RIH,CEPVR,CEPVL,RMEV,RIH,OLQVL
CEPVL,CEPVL,CEPVR,RMEV,RMDL,RMDVL
RMDVL,RMDVL,AVAL,RMDL,SAAVL,CEPVL
SIADL,RMEV,CEPVR,RMDR,RIH,AVER
SAADL,RMEV,RIH,RMDL,CEPVL,CEPVR
RMDVR,RMDVR,SAAVR,RIAR,SMDVR,AVAR
SAAVL,SAAVL,RIAL,AVAL,RMDVL,SMDVL
RMEV,CEPVR,RMEV,RIH,SAADL,RMDR
SMDVL,SMDVL,RIAL,SAAVL,URXL,CEPDL
SMDVR,SMDVR,CEPDR,RIAR,URXR,SAAVR
AVAL,AVAL,RMDL,AFDL,RMDVL,AVEL
RIAR,RIAR,SAAVR,SMDVR,CEPDR,URXR
RID,RID,URXL,URXR,ALA,CEPDL
SAAVR,SAAVR,RIAR,SMDVR,AVAR,RMDVR
RIAL,RIAL,SAAVL,SMDVL,AVAL,RMDVL
URXR,URXR,CEPDR,URXL,ASKR,RID
AVAR,AVAR,SAAVR,AVER,RMDR,AFDR
AFDL,AFDL,AVAL,SAAVL,RIAL,AWBL
RMDL,RMDL,AVAL,AVEL,AFDL,RMDVL
ADFL,RIAL,SMDVL,SAAVL,ADFL,ASKL
ADFR,ADFR,RIAR,ASKR,SAAVR,SMDVR
CEPDL,CEPDL,URXL,SMDVL,ASKL,RIAL
SIBVR,SIBVR,RMDR,SAADR,SAADL,RMEV
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
URXL,URXL,ASKL,URXR,CEPDL,SMDVL
AWBR,RIAR,AWBR,ADFR,SAAVR,SMDVR
ASKR,ASKR,CEPDR,URXR,ADLR,RIAR
ASKL,ASKL,ADLL,RIAL,URXL,SMDVL
AVEL,AVEL,RMDL,AFDL,AIBL,SIBDL
AVER,AVER,RMDR,AIBR,SIBDR,AWCR
