GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I2R,I1L,MCR,MI
AMSOL,I1L,I1R,MI,I3,I2L
I1R,I1R,I2R,MCR,I1L,NSMR
I1L,I1L,I2L,MCR,MCL,I1R
I2R,I2R,MCR,NSMR,M3R,I1R
I2L,I2L,MCL,NSML,I1L,MCR
IL2DL,I3,MI,IL2DL,M4,I1L
NSML,MCL,NSML,I2L,MCR,I1L
MCR,MCR,I2R,NSMR,MCL,I3
NSMR,NSMR,MCR,I2R,M3R,MCL
MCL,NSML,MCL,I2L,M3L,MCR
MI,MI,I3,M4,IL2DL,MCR
I3,I3,MI,IL2DL,M4,IL2DR
IL2VR,IL2VR,NSMR,M3R,I2R,MCR
M3L,M3L,NSML,IL2L,IL2VL,I2L
M3R,M3R,NSMR,I2R,MCR,IL2VR
M4,M4,I3,IL2DL,MI,IL2DR
IL1VR,IL1VR,IL2VR,NSMR,M3R,I2R
IL2VL,IL2VL,NSML,IL1L,M3L,IL1VL
IL2R,IL2R,IL1R,URBR,M3R,OLLR
IL2DR,IL2DR,IL2R,URADR,M4,I3
URAVR,IL1VR,URAVR,URYVR,M3R,IL2VR
IL1VL,IL1VL,IL1VR,IL1L,URYVL,IL2VL
IL2L,IL2L,IL1L,OLLL,URBL,RIPL
URADR,URADR,URYDR,OLLR,IL1DR,IL1R
URADL,URADL,IL1DL,URYDL,OLLL,IL2DL
URYVR,URYVR,IL1R,URBR,IL1VR,URAVR
URBR,URBR,IL1R,RIPR,IL2R,OLLR
CEPVR,URAVR,IL1VR,URYVR,IL1R,OLQVR
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
OLLL,OLLL,URYDL,IL1DL,URBL,IL1L
IL1DL,IL1DL,URYDL,OLLL,URADL,OLQDL
URYDR,URYDR,OLLR,URADR,URBR,IL1DR
URYVL,URYVL,IL1L,URAVL,OLQVL,RIPL
URBL,URBL,IL1L,OLLL,RIPL,URYDL
OLLR,OLLR,URBR,URYDR,RIPR,IL1R
IL1R,RIPR,URBR,BAGR,IL1R,URYVR
OLQVR,OLQVR,URYVR,BAGR,URBR,URAVR
OLQDR,OLQDR,URYDR,RMED,OLQDL,URBR
URAVL,URAVL,OLQVL,URYVL,BAGL,RIPL
OLQVL,OLQVL,RMEL,BAGL,RIPL,URBL
OLQDL,OLQDL,URYDL,RMED,IL1DL,OLQDR
RMEL,URYDL,RMEL,RIPL,OLLL,OLQDL
RMER,RMER,BAGR,RIPR,SAAVR,RMDVR
RMED,RMED,OLQDL,OLQDR,URYDR,URYDL
BAGR,BAGR,CEPVR,OLQVR,URAVR,RMER
RMDVL,RMEL,URYDL,RMDVL,RIPL,BAGL
BAGL,BAGL,RMEL,RIPL,RMDVL,OLQVL
CEPVL,CEPVL,RMEV,CEPVR,RMDL,BAGL
RMDVR,RMDVR,SAAVR,AVAR,RIAR,SMDVR
SAADR,CEPVR,RMEV,BAGR,OLQVR,RMDR
RMEV,RMEV,CEPVR,RIH,SAADR,CEPVL
SAAVL,RMDVL,AVAL,RMDL,AVEL,AFDL
SMDVR,SAAVR,RIAR,SMDVR,RMDVR,ADFR
SMDVL,SAAVL,RIAL,SMDVL,RMDVL,URXL
RID,RID,URXL,URXR,CEPDL,ALA
URXL,URXL,CEPDL,SMDVL,RIAL,SAAVL
RIAR,RIAR,SAAVR,ADFR,SMDVR,ASKR
AVAL,AVAL,RMDVL,AVEL,AFDL,RMDL
CEPDL,CEPDL,URXL,SMDVL,URXR,RIAL
SMDDL,RIH,SAADR,RMEV,SAADL,RMDL
AVAR,AVAR,AFDR,RMDR,AVER,RMDVR
AFDR,AFDR,SAAVR,AVAR,ADFR,AWBR
RIAL,RIAL,SMDVL,SAAVL,ADFL,URXL
RMDR,RMDR,AVER,AVAR,SIBDR,AWCR
ALA,ALA,URXR,URXL,CEPDR,CEPDL
AVEL,AVEL,AVAL,RMDL,AFDL,RMDVL
URXR,URXR,URXL,CEPDR,ALA,ASKR
AFDL,AFDL,AVAL,AWBL,RMDVL,ADFL
ASKR,ASKR,SMDVR,RIAR,ADLR,URXR
AVER,AVER,RMDR,AIBR,AVAR,AFDR
CEPDR,CEPDR,URXR,ASKR,SMDVR,RIAR
AWBR,AWBR,ASGR,ADFR,SMDVR,RIAR
AIBL,RMDL,SIBDL,AWCL,AVEL,AIBL
AWBL,AWBL,AVAL,AFDL,ADFL,RIAL
ASKL,ASKL,SMDVL,ADLL,URXL,CEPDL
ASHR,ASHR,AWCR,AWAR,AIBR,AWBR
AWAL,AWAL,ASGL,AWBL,SMDVL,ADFL
AWCR,AWCR,ASHR,AIBR,SIBDR,RMDR
SIADL,SAADL,SAADR,RMDDL,SIBDL,SIBVL
SIBVR,SIBDR,SAADR,AIBR,AWCR,SIBVR
ADLR,ADLR,ASKR,URXR,ASIR,SMDVR
ASGR,ASGR,AWAR,ADLR,ADFR,AWBR
AWAR,AWAR,ASGR,ASHR,AWBR,ASER
AIBR,AIBR,AWCR,ASHR,SIBDR,AUAR
SMDDR,RMDDR,SAADR,AIBR,RMDDL,RMFR
ASHL,ASHL,AWCL,AIBL,SIBDL,AWAL
ASIR,ASIR,ADLR,ASGR,RIVR,ASKR
ASGL,ASGL,AWAL,AWBL,ASHL,AVHL
AVHR,AVHR,RIVR,ASGR,AVJR,ASIR
ADLL,ADLL,ASKL,ASIL,ASGL,SMDVL
RMHL,RMHL,RMDDL,RMHR,SIBVL,RMFL
AWCL,AWCL,SIBDL,AIBL,ASHL,RIBL
ASER,ASER,AVJR,ASHR,RIBR,AVHR
AVHL,AVHL,ASGL,AWBL,ASIL,RIVL
RMFR,RMFR,RMFL,SMBDR,SMBDL,RMHR
AVJR,AVHR,AVJR,RIVR,ASGR,ASIR
AUAR,AUAR,RIBR,AWCR,AIBR,RIMR
ASEL,ASEL,ASHL,ASGL,AVJL,AWBL
AVBR,AVJR,AVHR,AVBR,ASIR,AINR
RIVR,RIVR,AVHR,AVJR,ASIR,ASGR
RIBR,RIBR,AVBR,AVJR,ASER,ASJR
RIBL,RIBL,ASHL,AVBL,AWCL,AVDL
RMFL,SMBDL,RMFL,RMFR,SMBDR,SMBVL
ASIL,ASIL,RIVL,AVHL,ASGL,ADLL
AVJL,AVHL,AVJL,RIVL,ASGL,ASEL
SIADR,SMBDR,RMFR,SMBVR,SMBDL,RMFL
HMC,ASIL,RIVL,AVHL,AVJL,ASGL
M1,M1,RIVR,I4,ASIR,AVHR
AUAL,AUAL,AVDL,RIBL,AIZL,ASJL
ASJR,ASJR,RIBR,AIZR,RIMR,AVBR
AVDL,AVDL,AVJL,AINL,AVBL,ASEL
RIMR,AVDR,AVJR,AINR,AIZR,AVBR
AVDR,AINR,AVJR,AVDR,AVBR,RIVR
RIVL,RIVL,AVJL,AVHL,ASIL,I6
ASJL,AIZL,AVDL,AVBL,ASJL,RIBL
AIZR,AIZR,RICR,AVJR,FLPR,AVDR
SIAVR,SMBVR,SIAVR,SMBVL,SIAVL,SMBDR
AINL,AVJL,I6,AINL,RIVL,AVHL
RIML,AINL,AVDL,AVJL,I6,AIZL
RICR,RICR,AIZR,FLPR,ADAR,ADER
AVL,SMBVL,SIAVL,AIAR,AIYR,SMBVR
FLPL,RICL,ASJL,AIZL,FLPL,ADEL
AIZL,AIZL,RICL,FLPL,AINL,AVDL
AIAR,AIAR,AIMR,RIS,SMBVR,SABVR
FLPR,FLPR,ADER,RICR,AIZR,ADAR
