GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
IL2VR,I1R,I2R,NSMR,MCR,I1L
IL2VL,MCL,NSML,IL2VL,I2L,MCR
I2L,I2L,NSML,MCL,I1L,I1R
I2R,I2R,NSMR,MCR,I1R,IL2VR
NSMR,NSMR,I2R,MCR,IL2VR,I1R
NSML,NSML,MCL,IL2L,I2L,IL2VL
MCR,MCR,NSMR,I2R,MCL,I1R
M3R,M3R,NSMR,IL2VR,URYVR,OLLR
M3L,M3L,IL2L,OLLL,URBL,NSML
I3,I3,MI,IL2DR,IL2DL,MCR
MI,MI,I3,IL2DL,IL2DR,M4
M4,M4,I3,IL2DL,IL1DL,URADL
IL2DR,IL2DR,MI,I3,I1R,MCR
IL2DL,IL2DL,MI,I3,I1L,IL2DR
URADL,URADL,OLLL,IL1DL,URYDL,IL2L
URADR,URADR,OLLR,URYDR,URBR,IL1DR
RMED,RMED,URYDR,OLQDR,URYDL,OLQDL
OLQDL,OLQDL,URYDL,OLLL,IL1DL,RMEL
OLQDR,OLQDR,URYDR,URBR,RID,RMER
IL1DR,IL1DR,IL1DL,URYDR,OLQDR,OLLR
URYDR,URYDR,RIPR,URBR,OLLR,OLQDR
IL2R,IL2R,NSMR,MCR,IL1R,IL2DR
IL1R,IL1R,URYVR,URBR,OLQVR,OLLR
IL1L,IL1L,URYVL,URYDL,OLQVL,OLLL
URBL,URBL,OLLL,URYDL,RMEL,IL2L
RMER,RMER,URYDR,BAGR,URBR,RIPR
RMEL,RMEL,URYDL,OLLL,SAAVL,URBL
OLLR,OLLR,URBR,URYDR,URYVR,RIPR
URYVR,BAGR,OLQVR,URYVR,URAVR,URBR
URYVL,URYVL,RMEL,OLQVL,BAGL,CEPVL
URAVL,URAVL,URYVL,IL1VL,OLQVL,URAVR
IL1VR,IL1VR,URYVR,IL1VL,IL2VR,OLQVR
RID,RID,URXL,ALA,URXR,CEPDL
CEPDR,CEPDR,URXR,SMDVR,RIAR,ALA
CEPDL,CEPDL,SMDVL,URXL,SAAVL,RIAL
RIAL,RIAL,SMDVL,SAAVL,URXL,CEPDL
SMDVL,ASKL,SMDVL,ADLL,RIAL,URXL
SMDVR,SMDVR,RIAR,URXR,CEPDR,SAAVR
ASIR,ASIR,ADLR,RIVR,AVHR,ASGR
M1,M1,RIVR,AVHR,I4,AVJR
RIVL,RIVL,AVHL,ASGL,AWBL,AVJL
AVAL,AVAL,SAAVL,RMDVL,SMDVL,AFDL
AVAR,AVAR,SAAVR,AFDR,AVER,RMDR
RMDVR,RMDVR,RIAR,AVAR,SAAVR,RMDR
RMDVL,RMDVL,AVAL,AFDL,SAAVL,RMDL
RMDL,RMDL,AVEL,CEPVL,SIBDL,AFDL
AVEL,AVEL,RMDL,AFDL,AVER,AVAL
AWAL,AWAL,ASGL,AWBL,ASHL,AFDL
AWAR,ASKR,AWAR,ADLR,AWBR,ASGR
ASGR,ASGR,AWBR,ASER,AWAR,AVHR
ASEL,ASEL,AWBL,AFDL,ASGL,AVHL
AVJL,AVJL,AINL,AVHL,AIZL,RIVL
AVJR,AVJR,AVDR,AINR,AIZR,AUAR
AVDL,AVDL,AINL,RIML,AVJL,RIBL
AWCL,AWCL,ASHL,AWBL,AFDL,SIBDL
AIBR,AIBR,RMDR,AVER,AWCR,ASHR
AIBL,AIBL,SMDDL,RIML,RIBL,SMBDL
AUAL,AUAL,AIBL,AWCL,ASHL,RIBL
AUAR,AWCR,AUAR,ASHR,RIBR,AIBR
AIZR,AUAR,AIZR,RIBR,AVDR,RICR
AIZL,AIZL,RIML,AIML,AVJL,ASJL
RICL,RICL,AIML,VB2,SIAVL,SMBVL
RICR,RICR,FLPR,AIZR,ADAR,ADER
FLPL,FLPL,DB2,AIYL,DB1,AIML
ADEL,ADEL,VB1,ADAL,VB2,AIML
ADER,ADER,ADAR,FLPR,AQR,RMGR
ADAL,ADAL,RIGL,RIGR,VB3,VB1
RMGL,RMGL,AS1,AVG,DB1,DA1
M5,M5,I6,AINL,I4,RMGL
RMDDL,RMDDL,SMBDL,SMDDL,RMFL,RMDDR
RMDDR,AIMR,AIAR,AUAR,AIZR,RIMR
