GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,NSML
I1R,I1R,I1L,I2R,MCR,I2L
I2R,I2R,MCR,NSMR,I1R,MCL
I2L,I2L,NSML,MCL,M3L,I1L
NSML,NSML,MCL,I2L,IL2L,M3L
NSMR,NSMR,MCR,I2R,MCL,M4
MCR,MCR,NSMR,I2R,MCL,MI
MCL,MCL,NSML,I2L,M4,MCR
IL2DL,IL2DL,I3,MI,M4,IL2DR
IL2DR,MI,I3,IL2DR,M4,IL2DL
I3,I3,M4,MI,IL2DR,IL2DL
M3R,M3R,OLLR,URYVR,NSMR,URBR
M3L,M3L,OLLL,URYVL,IL1L,IL2L
URAVL,URAVL,URYVL,IL1VL,IL1L,IL2VL
RMEV,RMEV,CEPVR,CEPVL,RIH,SAADL
OLQVL,OLQVL,URYVL,RMEL,BAGL,CEPVL
OLQVR,OLQVR,URYVR,RMER,BAGR,CEPVR
OLLR,OLLR,RMER,URYDR,URBR,RIPR
OLLL,OLLL,URYDL,RMEL,URYVL,RIPL
URBL,URBL,URYVL,RMEL,IL1L,RIPL
URBR,URBR,RMER,RIPR,BAGR,OLLR
IL2R,IL2R,IL1R,URADR,OLLR,IL2DR
IL2L,IL2L,IL1L,OLLL,URYVL,URBL
URYDL,URYDL,URADL,OLLL,IL1DL,M4
URYDR,URYDR,URADR,OLLR,OLQDR,RIPR
OLQDL,OLQDL,RMED,URYDL,RMEL,OLQDR
OLQDR,OLQDR,RMED,URYDR,RMER,OLQDL
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLQDR
IL1DL,IL1DL,URYDL,OLQDL,RMEL,OLLL
IL1VL,IL1VL,IL2VL,M3L,IL1L,URYVL
IL1VR,IL1VR,URYVR,CEPVR,URAVR,IL1VL
IL1R,IL1R,URYVR,URBR,OLLR,BAGR
IL2VL,I2L,IL2VL,MCL,NSML,I1L
IL2VR,IL2VR,URYVR,IL2VL,NSMR,IL1VR
RID,RID,CEPDR,URXR,ALA,RMED
URXR,URXR,CEPDR,ASKR,ALA,RID
URXL,URXL,RIAL,SAAVL,URXR,ALA
CEPDL,CEPDL,URXL,RIAL,SMDVL,SAAVL
CEPDR,ASKL,ALA,ADLL,URXL,URXR
SMDVR,SMDVR,ASKR,CEPDR,RIAR,URXR
SMDVL,SMDVL,RIAL,ASKL,URXL,ADLL
AVHL,AVHL,ASEL,RIVL,AVBL,ASIL
ASGL,ASGL,ASIL,ADLL,AWAL,AWBL
AWAL,AWAL,AFDL,RIAL,ADLL,ASKL
AWAR,AWAR,ASGR,AWBR,AFDR,ADLR
RIAR,RIAR,SMDVR,ASKR,ADFR,URXR
SAAVR,RIAR,SMDVR,RMER,SAAVR,URXR
RMDVR,RMDVR,AVAR,CEPVR,RMDR,AVER
AVAL,AVAL,AVEL,RMDVL,AFDL,RMDL
AVAR,SAAVR,AVAR,RMER,AFDR,RMDVR
RMDR,RMDR,AVER,AVAR,AIBR,AWCR
RMDL,RMDL,AVEL,CEPVL,AFDL,AIBL
AVER,AVER,RMDR,AVAR,AIBR,AFDR
AWBL,AWBL,AFDL,ASGL,AVEL,AWAL
ASEL,ASEL,RIBL,ASHL,AWCL,AVHL
AIBR,AIBR,AUAR,AWCR,ASHR,RIMR
AWCL,AWCL,SIBDL,ASHL,AIBL,AFDL
ASHL,ASHL,SIBDL,AIBL,RIBL,AWCL
RIVL,RIVL,I6,AVJL,AINL,ASIL
AVJL,AVJL,RIVL,AVDL,AVBL,AIZL
AIZL,AIZL,RIML,RICL,RIBL,ASJL
RICL,RICL,AIZL,AIML,ADAL,AVKL
AUAL,AUAL,AIBL,SMBDL,SMDDL,RMDDL
AVDL,AVDL,AINL,RIML,AVBL,AIZL
FLPL,FLPL,I6,RMGL,M5,ADAL
AINL,AINL,I6,M5,AVDL,FLPL
M1,RIVR,M1,AVHR,AVJR,AINR
ADEL,ADEL,VB1,ADAL,RMGL,AIML
AVKL,VD2,VD1,DD1,AVKL,RIGL
VB02,VB2,ADER,ADAR,VA1,VB1
ADAL,ADAL,RIGL,RMGL,DD1,RIGR
RMDDL,RMDDL,RMDDR,SMDDL,RMFL,SMBDL
