GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,MCR,I2R,NSMR
I1L,I1L,I1R,I2L,MCR,I2R
I2L,I2L,NSML,MCL,I1L,I2R
NSML,NSML,I2L,MCL,IL2VL,M3L
MCL,MCL,MCR,NSML,I2L,NSMR
I3,I3,MI,IL2DR,IL2DL,MCR
MI,MI,I3,IL2DR,MCR,I1R
M4,M4,IL1DL,IL2DR,MCR,M3R
IL2DL,IL2DL,I3,MI,IL2DR,I1L
IL2R,IL2R,NSMR,MCR,IL2DR,I2R
IL2L,IL2L,IL1L,OLLL,URBL,URYVL
M3R,M3R,NSMR,MCR,I2R,IL2VR
M3L,M3L,M3R,URYVL,IL2VL,OLLL
IL1L,IL1L,IL1VL,URYVL,URBL,IL1DL
IL1R,IL1R,URYVR,URBR,OLQVR,RIPR
IL1VL,I2R,I2L,IL2VL,MCR,NSML
IL1VR,IL1VR,URYVR,IL1VL,M3R,IL2VR
URYVR,URAVR,OLQVR,BAGR,URYVR,CEPVR
CEPVR,CEPVR,BAGR,RMEV,RMDR,OLQVR
CEPVL,CEPVL,RMEV,BAGL,CEPVR,RMDL
OLQVL,OLQVL,URBL,URYVL,BAGL,URAVL
RMEL,RMEL,BAGL,URYVL,URBL,OLQVL
RMER,RMER,BAGR,URYVR,OLQVR,RIPR
OLLR,OLLR,URBR,URYVR,IL1R,URYDR
OLLL,OLLL,URYDL,URBL,URYVL,RIPL
URADL,URADL,IL1DL,URYDL,OLLL,URBL
URADR,URADR,OLLR,URYDR,IL2R,IL2DR
OLQDR,OLQDR,URBR,URYDR,RIPR,RMER
OLQDL,OLQDL,URYDL,URBL,OLLL,IL1DL
RMED,RMED,URYDL,OLQDR,OLQDL,URYDR
URYDR,URYDR,URBR,IL1DR,OLLR,RIPR
IL1DR,IL1DR,IL1DL,URYDR,OLQDR,OLLR
IL1DL,IL1DL,URYDL,OLLL,OLQDL,IL1L
CEPDR,CEPDR,URXR,SMDVR,ASKR,CEPDL
URXL,URXL,CEPDL,SMDVL,ASKL,RIAL
URXR,URXR,SMDVR,SAAVR,ASKR,RIAR
RID,RID,CEPDL,URXR,URXL,RMED
ALA,ALA,CEPDL,URXR,URXL,CEPDR
SMDVL,SMDVL,CEPDL,ASKL,RIAL,URXL
SMDVR,SMDVR,RIAR,SAAVR,ASKR,ADFR
SAAVL,SAAVL,RIAL,AFDL,SMDVL,CEPDL
RIAR,RIAR,SAAVR,SMDVR,AFDR,ADFR
RMDVL,RMDVL,RIAL,SMDVL,RMDL,AFDL
RMDVR,RMDVR,SAAVR,AVAR,RIAR,SMDVR
AVAR,AVAR,AFDR,SAAVR,AWBR,AVER
AVAL,AVAL,AFDL,RMDL,AWBL,RIAL
RMDL,RMDL,AWCL,RMDDL,AIBL,SIBDL
AVER,RMDR,AVER,AIBR,ASHR,AWCR
AVEL,AVEL,RMDL,AFDL,AIBL,AWCL
AWBL,AWBL,ASEL,AFDL,ASGL,AVHL
AIBL,AUAL,AIBL,RIML,AWCL,SMBDL
AWAL,ASGL,AWAL,AWBL,AFDL,AWCL
AWAR,AVBR,ASER,RIBR,ASHR,AWCR
ASKR,ASKR,ADLR,RIAR,ASIR,SMDVR
RIVL,RIVL,AVJL,AVHL,ASEL,ASGL
AVJL,AVJL,AIZL,AVDL,RIML,ASEL
AINL,AINL,FLPL,I6,AVDL,AVJL
ADEL,ADEL,VB1,ADAL,FLPL,AIZL
I4,I4,M1,I6,M5,RIVR
I6,M5,I6,RMGL,ADAL,FLPL
ASEL,ASEL,AVDL,AWCL,RIML,SMBDL
FLPL,FLPL,AS1,RMGL,DB1,DA1
ADAL,ADAL,DB1,VB1,RIGL,VA1
RICL,RIS,VB2,RICL,ADAR,AIML
AVDL,AVDL,FLPL,RIML,AIZL,RICL
RIH,RMEV,SAADL,RIH,SAADR,SIBVL
