GT,Top1,Top2,Top3,Top4,Top5
I1L,I1L,I1R,I2L,MCL,MCR
I1R,I1R,I1L,I2R,MCR,I2L
IL2VR,I2R,MCR,NSMR,I1R,I1L
IL2VL,I2L,NSML,MCL,IL2VL,I2R
I3,I3,MI,IL2DR,MCR,IL2DL
MI,MI,I3,IL2DR,MCR,MCL
M4,M4,URADL,URADR,MCR,IL2DR
M3L,M3L,NSML,IL2VL,M3R,I2L
M3R,M3R,IL2R,NSMR,IL1R,IL2VR
I2R,NSMR,MCR,I2R,I1R,M3R
I2L,IL2VL,IL1VL,URAVL,NSML,URYVL
NSML,NSML,I2L,MCL,I1L,MCR
NSMR,NSMR,MCR,I2R,IL2R,M3R
MCR,MCR,NSMR,I2R,MCL,I1R
MCL,MCL,NSML,I2L,MCR,I1L
IL1VL,IL1VL,IL2VL,IL1VR,IL2VR,NSML
IL1VR,IL1VR,IL2VR,M3R,NSMR,IL1VL
IL2DL,IL2DL,URADL,IL1DL,IL2DR,I3
IL2DR,IL2DR,URADR,IL2R,IL1DR,URYDR
OLQDL,OLQDL,RMED,IL1DL,OLQDR,URYDL
OLQDR,OLQDR,URYDR,RMED,OLLR,OLQDL
IL1DL,IL1DL,URADL,IL1DR,URYDL,OLQDL
IL1DR,IL1DR,IL1DL,URYDR,URADR,OLLR
URYDR,IL1DL,URYDR,IL1DR,URADL,RMED
URYDL,URYDL,IL1DL,OLLL,OLQDL,RMEL
RMEL,RMEL,URYDL,RIPL,OLQDL,SAAVL
RMER,RMER,BAGR,SAAVR,RMDVR,RIPR
OLLR,OLLR,URYDR,RIPR,URADR,URBR
OLLL,OLLL,URYDL,IL1DL,URADL,RIPL
BAGL,BAGL,RIPL,RMEL,CEPVL,OLQVL
IL1R,IL1R,OLLR,RIPR,BAGR,URYDR
IL1L,IL1L,IL2L,URADL,URYVL,M3L
URBL,URBL,RIPL,OLLL,URYVL,IL1L
URBR,URBR,RIPR,URYDR,OLLR,RMER
IL2L,IL2L,IL1L,URADL,OLLL,M3L
OLQVL,OLQVL,BAGL,URYVL,CEPVL,RIPL
OLQVR,OLQVR,BAGR,CEPVR,RMER,URBR
URYVR,URYVR,IL1R,OLLR,RIPR,URBR
URYVL,URYVL,URAVL,RIPL,OLQVL,IL1L
URAVL,URAVL,RMEV,CEPVL,CEPVR,URAVR
URAVR,URAVR,CEPVR,BAGR,URYVR,OLQVR
CEPVL,CEPVL,RMDL,AVAL,RMDVL,AVEL
RID,RID,RMED,ALA,URXR,URXL
CEPDR,CEPDR,SMDVR,URXR,RIAR,ALA
CEPDL,CEPDL,SMDVL,RIAL,URXL,SAAVL
URXR,URXR,SMDVR,ALA,RIAR,CEPDR
URXL,URXL,URXR,ALA,RID,RIAL
SMDVL,SMDVL,RIAL,SAAVL,AVAL,AVEL
ADLR,ASKR,ADLR,ASIR,ASGR,RIAR
ADLL,ADLL,ASKL,ASIL,ALA,RIAL
ASIR,ADLR,ASIR,ASGR,RIVR,ASKR
AVHR,ASER,AVHR,AVJR,ASGR,RIVR
AVHL,AVHL,RIVL,ASIL,ASEL,AVJL
RIVL,RIVL,AVHL,ASIL,AVJL,I6
RIVR,RIVR,AVJR,AVHR,ASER,ASGR
AVJR,AVJR,AINR,AVDR,AIZR,AVBR
AVJL,AVJL,AINL,AIZL,AVDL,RIVL
RMDVL,RMDVL,AVAL,RIAL,SAAVL,AVEL
RMDVR,RMDVR,RIAR,SMDVR,AVAR,SAAVR
RMDL,RMDL,AVEL,AWCL,AFDL,AVAL
AVAL,AFDL,AVAL,AVEL,RMDL,AWCL
AVAR,SAAVR,AVAR,AWBR,AFDR,AVER
AIBL,AIBL,RMDDL,AVEL,AWCL,ASHL
AWBL,AWBL,AFDL,SAAVL,AVAL,RIAL
ASEL,ASEL,AFDL,AWBL,AVHL,ASGL
ASGL,ASGL,AWBL,AWAL,ASIL,ADLL
AVDR,AVDR,AINR,FLPR,AIZR,RIBR
AVDL,AVDL,AINL,FLPL,AIZL,I6
RIML,AVDL,RIML,FLPL,RICL,AIZL
AUAL,AUAL,AWCL,ASHL,AIBL,AIZL
AIZR,AIZR,RICR,AIAR,AIMR,FLPR
AIZL,AIZL,AIML,ADEL,RICL,FLPL
RICR,RICR,AIZR,FLPR,AIMR,ADER
FLPL,AVG,FLPL,DD1,DB1,RMGL
M1,M1,RIVR,I4,AVJR,AINR
ADER,ADAR,ADER,RMGR,AQR,FLPR
RMDDR,RMDDR,AUAR,AIBR,RMDDL,RIMR
SMBD,SMBDL,RMFL,RMFR,SMBDR,SMBVL
