,real_X,real_Y,real_Z,real_R,real_G,real_B,aligned_x,aligned_y,aligned_z,aligned_R,aligned_G,aligned_B,ID
0,118.80000000000001,70.29,21.0,0.011399346108239686,3.562190170870666,18.30878171735034,25.77333031840768,43.192370798980335,18.98513750820309,0.011399346108239686,3.562190170870666,18.30878171735034,RMEL
1,117.15,72.60000000000001,5.0,-0.11922651492428256,1.1207298104623211,18.30849902157362,11.776644413441296,45.02762619685328,24.410327680160236,-0.11922651492428256,1.1207298104623211,18.30849902157362,RMER
2,112.86,79.2,19.0,23.77600221777141,4.416238991384248,16.42461436552728,21.62423446045664,47.19336388258398,13.419308801778058,23.77600221777141,4.416238991384248,16.42461436552728,CEPVL
3,112.53,80.85000000000001,10.0,10.065496957659866,2.6224931495534416,16.112518228031007,13.700090042887304,47.6837882980909,16.295923731117632,10.065496957659866,2.6224931495534416,16.112518228031007,CEPVR
4,118.47,77.22,20.0,9.493497104648508,31.54481995843308,9.620409715710446,23.250077980514835,42.69084696947938,14.816415676295605,9.493497104648508,31.54481995843308,9.620409715710446,OLQVL
5,116.49000000000001,78.21000000000001,8.0,-0.06675287844113259,15.89796427411785,2.143106421528917,12.889948389977832,44.77649377679005,19.30574781645133,-0.06675287844113259,15.89796427411785,2.143106421528917,OLQVR
6,120.12,61.050000000000004,12.0,-0.1214594356256932,0.7805701947705863,9.957948473111307,20.566787457447557,43.5962563822755,29.21817305507068,-0.1214594356256932,0.7805701947705863,9.957948473111307,RMED
7,122.76,76.89,20.0,2.274836630438155,8.870918708182732,18.30878171735034,23.569999356439634,39.14196974151682,15.441689322008848,2.274836630438155,8.870918708182732,18.30878171735034,URYVL
8,123.09,64.35000000000001,16.0,6.595538187667737,31.54481995843308,18.30849902157362,23.274544365039553,40.53783780256143,25.540986484872818,6.595538187667737,31.54481995843308,18.30849902157362,OLQDL
9,122.76,65.67,10.0,-0.11029483211864001,20.54486580521996,4.037168125537093,17.932584697853784,40.930658204604114,27.302839983921842,-0.11029483211864001,20.54486580521996,4.037168125537093,OLQDR
10,124.41000000000001,68.64,18.0,24.260918163427753,6.7550188383291365,18.30849902157362,23.982777515121352,38.83305812184777,21.941318663830764,24.260918163427753,6.7550188383291365,18.30849902157362,URYDL
11,128.37,67.98,17.0,24.26129031687799,3.5402914831651895,6.2749878940339165,23.529547246168654,35.64498345368453,23.197767165335947,24.26129031687799,3.5402914831651895,6.2749878940339165,IL1DL
12,127.71000000000001,68.31,11.0,23.09310063658999,1.6599241655216086,1.399333832984811,18.407747570067738,36.43139950113698,25.582836913693654,23.09310063658999,1.6599241655216086,1.399333832984811,IL1DR
13,126.39,71.94,20.0,-0.08424409060218259,29.09411348543798,18.30878171735034,24.96664096653972,36.693857036846566,19.058812443684715,-0.08424409060218259,29.09411348543798,18.30878171735034,OLLL
14,127.38000000000001,73.26,5.0,-0.11885436147404745,8.852426483009218,6.957698194807012,12.190737556374295,36.39305670852953,24.944742068892964,-0.11885436147404745,8.852426483009218,6.957698194807012,OLLR
15,119.46000000000001,83.49000000000001,12.0,24.260918163427753,1.8273274670923623,1.4570037714352093,15.120405108565642,41.48289527272135,14.319498513244525,24.260918163427753,1.8273274670923623,1.4570037714352093,IL1VR
16,124.41000000000001,85.8,10.0,23.528520173365067,1.711994378510186,1.0162810555324113,13.172483293397423,37.159633890836645,14.150611117643223,23.528520173365067,1.711994378510186,1.0162810555324113,IL1VL
17,130.68,68.31,18.0,-0.11959866837451766,0.5056200046907149,17.31510606218784,24.41363951154958,33.62814679449059,22.75448301271865,-0.11959866837451766,0.5056200046907149,17.31510606218784,URADL
18,125.07000000000001,74.58,23.0,4.233852392475754,3.4570764698843788,0.6120260948261889,26.75891501974806,37.34750586978015,15.855196445097661,4.233852392475754,3.4570764698843788,0.6120260948261889,IL2L
19,126.39,76.56,4.0,1.6771581893605745,3.3762946441263986,0.3137820503890805,10.505555358154648,36.874707440143595,23.113338346443655,1.6771581893605745,3.3762946441263986,0.3137820503890805,IL2R
20,125.73,84.15,19.0,4.447468472910705,7.220730930198936,0.2688334218909761,21.152098021218475,35.8411924256324,11.367941539890964,4.447468472910705,7.220730930198936,0.2688334218909761,IL2VL
21,127.38000000000001,88.44,9.0,0.12341753462900662,1.8930235302087917,-0.020929749244603005,11.868282399186032,34.40760973177967,13.131343045879518,0.12341753462900662,1.8930235302087917,-0.020929749244603005,IL2VR
22,128.70000000000002,81.51,17.0,4.9602959273346805,31.54481995843308,18.30849902157362,20.286486058057285,33.76191495402885,14.283820273637332,4.9602959273346805,31.54481995843308,18.30849902157362,M3L
23,128.37,79.86,8.0,9.110551204356584,31.544333320928516,11.389802582186144,13.157841955494929,34.64430591012683,19.34220642465847,9.110551204356584,31.544333320928516,11.389802582186144,M3R
24,135.63,69.3,20.0,11.301046412440417,6.812928701372508,0.15943015630125015,26.120764114227978,29.27927113881117,21.68105270251168,11.301046412440417,6.812928701372508,0.15943015630125015,IL2DL
25,135.63,69.96000000000001,7.0,-0.01874508336080391,2.137315557500996,0.017234180612278147,15.11691360273414,29.793680723294116,27.020765518829755,-0.01874508336080391,2.137315557500996,0.017234180612278147,IL2DR
26,126.06,66.0,17.0,4.1181126694526355,6.760371850879364,18.30878171735034,23.877416711252167,37.812203160666215,24.287624077974456,4.1181126694526355,6.760371850879364,18.30878171735034,URYDR
27,105.93,67.65,24.0,24.26129031687799,10.466603085655118,18.215492111033516,28.191251256023833,54.13336500999483,18.176326362454382,24.26129031687799,10.466603085655118,18.215492111033516,RMDVL
28,102.96000000000001,67.32000000000001,22.0,24.26129031687799,31.54481995843308,18.30878171735034,26.435967210847473,56.74781325816143,19.001293131499693,24.26129031687799,31.54481995843308,18.30878171735034,AVAL
29,98.67,67.98,20.0,24.26129031687799,31.54481995843308,18.30849902157362,24.368072657500065,60.348694277080455,19.04646806525745,24.26129031687799,31.54481995843308,18.30849902157362,AVEL
30,100.65,70.62,20.0,15.862531251972115,6.338457134420517,18.30878171735034,23.842613025997913,58.37908694521302,17.48894179108685,15.862531251972115,6.338457134420517,18.30878171735034,RMDL
31,100.32000000000001,64.68,22.0,0.19226592292250128,1.6088272275421636,18.30878171735034,26.924446635515146,59.26943195649373,20.496189171278743,0.19226592292250128,1.6088272275421636,18.30878171735034,AFDL
32,104.61,69.63000000000001,4.0,23.80949602829257,3.2775072306994715,4.219789597296687,10.95575919413156,55.914212268725564,25.62826017705374,23.80949602829257,3.2775072306994715,4.219789597296687,RMDVR
33,101.97,70.29,5.0,7.848951008059574,7.041648328518595,18.30878171735034,11.482949876753214,57.99826420395908,24.49707214433166,7.848951008059574,7.041648328518595,18.30878171735034,AVAR
34,98.67,71.28,8.0,24.260918163427753,20.648032956187983,15.687343779847678,13.562033466961608,60.50393040658278,22.196451053410733,24.260918163427753,20.648032956187983,15.687343779847678,AVER
35,99.33,72.60000000000001,6.0,5.411345909019629,2.9933109280328436,18.30849902157362,11.61239040187138,59.88633286889706,22.27499850076879,5.411345909019629,2.9933109280328436,18.30849902157362,RMDR
36,92.73,67.98,20.0,19.863180841999505,2.5173794485671546,2.8405169026913306,24.035250795989775,65.3167965752643,18.482795955733494,19.863180841999505,2.5173794485671546,2.8405169026913306,AIBL
37,91.74000000000001,70.29,9.0,18.025114951288316,1.8424132297339126,4.258801614483722,14.246602962662651,66.37203949413347,21.74905210798434,18.025114951288316,1.8424132297339126,4.258801614483722,AIBR
38,87.12,68.31,23.0,24.260918163427753,3.546131133219983,3.3578501740846085,26.144003725278893,69.8328958686333,16.399323288778447,24.260918163427753,3.546131133219983,3.3578501740846085,AUAL
39,83.82000000000001,66.33,18.0,24.260918163427753,31.374010194330364,16.48398047863798,22.26534501530591,73.05613373785117,19.616799103927477,24.260918163427753,31.374010194330364,16.48398047863798,RIML
40,84.48,69.63000000000001,10.0,19.178046340116676,19.328758681309168,9.209370056363,14.833132323445756,72.4769576108575,21.052160923194016,19.178046340116676,19.328758681309168,9.209370056363,RIMR
41,83.49000000000001,62.040000000000006,23.0,24.260918163427753,31.54481995843308,12.813175817959452,27.452063186202523,73.61369481131305,20.200222320819876,24.260918163427753,31.54481995843308,12.813175817959452,AVDL
42,88.11,63.03,23.0,4.490638273137977,5.095584947758585,18.30878171735034,27.472274539541772,69.63202528388165,19.984102595056264,4.490638273137977,5.095584947758585,18.30878171735034,ASEL
43,97.02000000000001,58.74,22.0,8.072243078200637,12.21801146458867,18.30878171735034,28.171446168355317,62.73502856188196,24.11022619834779,8.072243078200637,12.21801146458867,18.30878171735034,AWBL
44,92.07000000000001,64.68,23.0,4.029912301746916,5.315058462317916,2.3115931044526294,27.296405623045143,66.12397381479687,19.268998390564782,4.029912301746916,5.315058462317916,2.3115931044526294,ASHL
45,87.78,55.77,22.0,23.618953461772197,8.53027245498643,18.30878171735034,28.36967355617892,70.81595757892212,25.196997016379484,23.618953461772197,8.53027245498643,18.30878171735034,AVJL
46,90.75,76.23,17.0,24.26129031687799,12.426778954047546,18.30849902157362,19.43292466908603,66.1297149907047,14.173415750813646,24.26129031687799,12.426778954047546,18.30849902157362,RMDDL
47,87.78,77.22,10.0,24.26129031687799,8.04947460047508,10.515424544798488,13.188382633102098,68.81537773517377,16.34723828528419,24.26129031687799,8.04947460047508,10.515424544798488,RMDDR
48,108.9,57.09,14.0,-0.11848220802381235,0.6019742305948115,18.30849902157362,22.561147465191734,53.35960901587201,29.882958834793044,-0.11848220802381235,0.6019742305948115,18.30849902157362,ALA
49,108.24000000000001,57.09,10.0,16.234312548756986,3.2429559678752753,10.12982750535563,19.187320966513433,54.094021272367996,31.597580003679774,16.234312548756986,3.2429559678752753,10.12982750535563,CEPDR
50,105.27000000000001,56.1,17.0,4.819621923145811,31.54481995843308,13.563450409368063,25.099041140987076,56.37646082608278,28.86008535968528,4.819621923145811,31.54481995843308,13.563450409368063,URXL
51,105.93,57.42,10.0,10.281718112246462,17.994885281293367,7.516587745377783,18.978340211092068,55.98686440093596,31.160197061141197,10.281718112246462,17.994885281293367,7.516587745377783,URXR
52,106.59,64.02,20.0,0.5506496954989084,10.128876657486213,18.30878171735034,25.766435517522158,54.19491772821122,22.41615634397393,0.5506496954989084,10.128876657486213,18.30878171735034,SAAVL
53,106.26,66.33,6.0,-0.11029483211864001,4.142262076313509,10.972826311527626,13.512133172146644,54.83494994813884,27.07798128307504,-0.11029483211864001,4.142262076313509,10.972826311527626,SAAVR
