GT,Top1,Top2,Top3,Top4,Top5
AMSOR,I1R,I2R,MCR,I1L,MI
AMSOL,I1R,I1L,MI,I2L,MCL
I1L,I1L,I2L,MCL,MCR,I1R
I1R,I1R,MCR,I1L,I2R,I2L
IL2VL,I2L,NSML,MCL,I1L,MCR
I2R,I2R,MCR,NSMR,MCL,I1R
I2L,I2L,NSML,MCL,M3L,I1L
MCR,MCR,MCL,I2R,NSMR,I2L
MCL,MCL,I2L,NSML,MCR,M3L
MI,MI,I3,M4,MCR,MCL
NSML,NSML,I2L,MCL,IL2VL,M3L
NSMR,NSMR,I2R,MCR,MCL,M3R
I3,I3,MI,M4,IL2DR,IL2DL
M4,M4,I3,IL2DL,MI,IL2DR
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,I2R
M3L,M3L,IL2VL,NSML,IL2L,IL1VL
M3R,M3R,NSMR,IL2VR,I2R,M3L
IL1VL,IL1VL,IL2VL,NSML,M3L,IL1VR
IL2L,IL2L,URADL,IL2DL,OLLL,IL1DL
IL2DL,IL2DL,URADL,IL1DL,I3,URYDL
IL2DR,IL2DR,URADR,IL1DR,I3,M4
IL1L,IL1L,IL2L,OLLL,IL1VL,M3L
URADR,URADR,IL1DR,OLLR,IL2DR,URYDR
IL1VR,IL1VR,IL1VL,IL2VR,IL2VL,URYVR
IL2R,IL2R,IL1R,OLLR,URBR,RIPR
OLLL,OLLL,URYDL,URADL,IL1DL,IL2L
URADL,URADL,URYDL,IL1DL,OLLL,OLQDL
IL1R,IL1R,IL2R,RIPR,OLLR,URBR
IL1DL,IL1DL,URYDL,URADL,IL1DR,OLQDL
OLLR,OLLR,URADR,URBR,RIPR,IL2R
IL1DR,IL1DR,URYDR,URADR,IL1DL,IL2DR
URBL,URBL,IL2L,OLLL,RIPL,URYDL
URYVL,URYVL,IL1VL,URAVL,URBL,BAGL
RIPR,RIPR,URBR,IL1R,OLLR,RMER
URYVR,URYVR,IL1VR,URAVR,OLQVR,RIPR
URYDL,URYDL,IL1DL,OLQDL,URADL,OLLL
URBR,URBR,RIPR,RMER,OLLR,IL2R
URYDR,URYDR,IL1DR,OLQDR,URADR,OLLR
RIPL,RIPL,URYDL,URBL,OLLL,URADL
URAVR,URAVR,URYVR,IL1VR,OLQVR,IL2VR
OLQDL,OLQDL,URYDL,IL1DL,RMED,OLQDR
BAGL,BAGL,RIPL,URBL,URYVL,URAVL
OLQDR,OLQDR,URYDR,RMED,IL1DR,OLQDL
BAGR,BAGR,RIPR,RMER,URBR,OLQVR
RMEL,RMEL,RIPL,URYDL,URBL,BAGL
OLQVL,OLQVL,URAVL,BAGL,CEPVL,URYVL
RMED,RMED,OLQDL,OLQDR,URYDL,RID
OLQVR,OLQVR,CEPVR,BAGR,URAVR,RMER
RMER,RMER,BAGR,RIPR,URBR,OLQVR
URAVL,URAVL,CEPVL,BAGL,OLQVL,RMEV
,RMEV,CEPVR,BAGR,URAVR,OLQVR
RMDVL,RMDVL,SAAVL,CEPDL,BAGL,RMEL
CEPVR,CEPVL,RMDL,RMEV,BAGL,URAVL
RID,RID,CEPDR,ALA,URXR,RMED
AVL,CEPVR,RMEV,RIH,SAADR,AVER
RMDVR,RMDVR,AVAR,SMDVR,SAAVR,BAGR
URXR,URXR,CEPDR,SMDVR,RIAR,SAAVR
ALA,ALA,CEPDR,URXR,RID,URXL
SAAVR,SAAVR,SMDVR,RIAR,RMDVR,AVAR
SIADL,RMEV,RIH,SAADR,SMDDL,SAADL
SIADR,RIH,RMEV,SAADR,CEPVR,SAADL
