GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,I2L,MCR
I1L,I1L,I2L,I1R,MCL,MCR
M4,M4,URADL,IL1DL,OLLL,URYDL
MI,I3,MI,IL2DL,M4,IL2DR
M3R,M3R,M3L,IL2VR,NSMR,I2R
M3L,IL2L,M3L,OLLL,IL1L,I2L
I2R,MCR,I2R,I1R,NSMR,I2L
IL2VR,I2R,I2L,NSMR,MCR,I1R
IL2DR,IL2DR,I3,IL2DL,MI,M4
IL2R,IL2R,IL2VR,IL1R,OLLR,URBR
IL1DR,IL1DR,IL1DL,IL2DR,URADR,I3
IL1D,OLQDR,IL1DR,RMER,URYDR,OLQDL
IL1R,IL1R,IL1VR,OLQVR,RIPR,BAGR
IL1VR,IL1VR,IL1VL,IL2VR,URAVL,IL2VL
IL1VL,CEPVL,OLQVL,RMDVL,BAGL,RMDL
MCR,MCL,MCR,I2L,NSML,NSMR
NSMR,NSMR,MCR,I2R,I2L,MCL
OLQVR,OLQVR,CEPVR,RIH,CEPVL,BAGR
RMER,RMER,BAGR,RMDVR,SAAVR,RIPR
OLQDR,OLQDR,URXR,CEPDR,RMED,RMER
OLLR,OLLR,URBR,RIPR,URYDR,RMER
URAD,URADR,RMED,OLLR,IL1DR,URYDR
URYD,URYDR,OLQDR,IL1DR,RMER,URADR
OLQVL,OLQVL,IL2L,URYVL,URBL,RMEL
URYV,URYVR,BAGR,RMER,URAVR,OLQVR
CEPVR,RIH,SMDDL,CEPVR,CEPVL,SAADR
CEPVL,AWCL,RMDL,SMDDL,AVEL,BAGL
URXR,URXR,RIVR,ASGR,CEPDR,AWBR
URXL,URXL,ASKL,CEPDL,ASGL,ADLL
CEPDL,AWBL,RIVL,CEPDL,SMDVL,RIAL
CEPDR,CEPDR,AWBR,SMDVR,RIVR,SAAVR
RMDVR,RMDVR,RMDR,AVAR,AVER,AIBR
SAAV,SAAVR,SMDVR,AWBR,AFDR,RIAR
AIZ,ADAR,ADER,RICR,FLPR,AIZR
AVD,AQR,DB1,SABD,DA1,AVG
RMDR,SMDDR,AWCR,SAADL,AVER,RMDDR
AVJ,AIZR,AVJR,RICR,AINR,AVDR
AIN,FLPR,AINR,AVDR,AQR,ADER
AVH,ASER,AVJR,RIVR,AINR,AVHR
ADE,ADAR,VB3,DD1,SABD,DB1
RIA,AWBR,SMDVR,RIAR,AFDR,AVER
ASK,SMDVR,AWBR,ASHR,ASGR,AWAR
AIBR,RIMR,AVL,RIS,RIML,AIAR
AIBL,ASHL,AWCL,AUAL,RIBL,ASEL
M1,M1,RIVR,RIVL,AVHR,I6
SAAD,SAADL,SMBVL,SMBVR,SMBDR,RMFR
SAAD,RIML,SMBVL,AIYL,SMBVR,RMFL
