GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,NSMR
I1L,I1L,I1R,I2L,MCR,MCL
I2R,I2R,MCR,NSMR,I1R,MCL
I2L,I2L,MCL,NSML,MCR,I1L
NSMR,NSMR,I2R,MCR,MCL,IL2DR
NSML,NSML,MCL,I2L,MCR,M3L
M3R,M3R,NSMR,IL2DR,I2R,IL2R
M3L,M3L,IL2VL,NSML,I2L,MCL
IL2DR,MI,I3,IL2DR,IL2DL,M4
I3,I3,MI,IL2DL,IL2DR,MCL
M4,M4,IL2DL,IL2DR,I3,MCL
URAVL,IL1VL,URAVL,IL1VR,URYVL,IL2VL
IL2VR,IL2VR,IL1VR,URYVR,IL2R,NSMR
IL2R,IL2R,IL2DR,URADR,OLLR,IL1R
IL2L,URAVL,IL1VL,IL1VR,CEPVL,OLQVL
URYVR,URYVR,BAGR,OLQVR,RMER,RIPR
URYVL,URYVL,URAVL,OLQVL,IL1VL,BAGL
RMER,RMER,SAAVR,BAGR,RMDVR,RIPR
RMEL,BAGL,RMEL,OLQVL,RMDVL,URYVL
RMED,RMED,CEPDL,ALA,URXL,OLQDL
CEPV,CEPVR,SMDDR,RMDR,AVER,SAADR
CEPV,CEPVL,RMEV,RIH,SAADR,SMDDL
OLLR,OLLR,URADR,URYDR,RIPR,URBR
OLLL,OLLL,URBL,URYDL,RMEL,RIPL
URBL,URBL,IL2L,RIPL,URYVL,OLLL
OLQVL,OLQVL,CEPVL,URAVL,BAGL,URYVL
OLQDR,OLQDR,OLQDL,RMED,URXR,URXL
OLQDL,OLQDL,URYDL,RMEL,RMED,SAAVL
IL1L,IL1L,IL2L,URYVL,OLLL,IL2VL
IL1R,IL1R,RIPR,URBR,BAGR,RMER
IL1VL,RIH,CEPVR,RMEV,SAADR,SMDDR
IL1DR,IL1DR,URADR,URYDR,OLQDL,IL1DL
IL1DL,IL1DL,URYDL,OLQDL,IL1DR,URADL
URYDR,URYDR,URADR,IL1DR,OLQDR,RMER
ALA,RIVL,ADLL,RIAL,URXL,ASKL
URXL,ASKL,ASGL,RIAL,SMDVL,ADLL
URXR,URXR,URXL,ASKL,ASKR,CEPDR
CEPDR,CEPDR,URXR,ALA,ASKR,ADLR
CEPDL,AWBL,RIAL,ASGL,SMDVL,ASKL
RID,URXL,ALA,CEPDL,RID,ASKL
SAAVR,SAAVR,SMDVR,CEPDR,RIAR,URXR
SAAVL,AVAL,AVEL,AFDL,SAAVL,RMDVL
RIAR,RIAR,SMDVR,AWBR,SAAVR,AFDR
RIAL,ADFL,RIAL,AWAL,AFDL,ASGL
SMDVR,ASKR,ADLR,CEPDR,SMDVR,URXR
SMDVL,AWBL,ASHL,AVAL,RIAL,SAAVL
AVAL,AWCL,RMDL,AVEL,AFDL,AIBL
AVAR,AWBR,AVAR,AFDR,AVER,RMDR
RMDVR,RMDVR,AVAR,SMDVR,AFDR,SAAVR
RMDVL,RMDL,RMDVL,AVEL,AVAL,AWCL
AVEL,RMDDL,AIBL,AWCL,ASHL,SAADL
AVER,RIMR,RIBR,ASHR,AWCR,SMDDR
RMDR,AWCR,RMDR,AVER,AIBR,SMDDR
AIBL,AUAL,RIBL,ASHL,RMHL,RIML
AWAR,AWAR,ASGR,AWBR,ASHR,ADLR
ASHR,ASHR,AINR,ASER,ASGR,AVDR
AVHR,ASER,AVJR,AINR,AIZR,AVHR
RIVR,RIVR,AVJR,AINR,AVHR,M1
ASEL,ASEL,AINL,AVBL,AVJL,RIBL
AVDR,AVDR,FLPR,AINR,AQR,AIZR
AVDL,FLPL,RICL,AIZL,ADEL,AVDL
ADER,ADAR,ADER,SABD,DB1,VA1
RICR,RICR,ADAR,ADER,AIZR,FLPR
ADAR,VB3,AVG,DD1,DB1,DA1
M1,I6,RIVL,AVJL,ADAL,M1
AVL,RMFL,RMFR,SMBVL,AVL,SAADL
AVKR,VD1,VD2,DD1,AVG,RIGL
AVKL,DD1,AVFL,VD1,RIGL,AVG
AQR,AQR,RIS,DB2,AIYL,FLPR
