GT,Top1,Top2,Top3,Top4,Top5
,I1L,I2L,I1R,MCL,NSML
I2R,I1R,I2R,MCR,NSMR,I1L
I2L,I2L,I1L,NSML,MCL,I1R
MCL,MCL,I2L,I1L,MCR,I1R
MCR,MCR,I1R,I2R,NSMR,MCL
MI,MI,I3,I1L,MCL,IL2DL
IL2DL,IL2DL,I3,MI,I1L,M4
NSML,I2L,MCL,NSML,I1L,MCR
NSMR,I2R,NSMR,MCR,I1R,M3R
I3,I3,MI,IL2DL,M4,MCL
M4,M4,I3,MCL,IL2DL,MCR
IL2L,IL2L,NSML,IL1L,OLLL,IL2DL
M3L,M3L,NSML,I2L,IL2VL,MCL
M3R,M3R,NSMR,I2R,MCR,IL2R
OLQVL,NSML,IL2L,I2L,M3L,IL2VL
IL2VR,NSMR,IL2VR,I2R,MCR,M3R
IL2DR,IL2DR,URADR,I3,IL1DR,IL2R
IL2R,IL2R,IL1R,IL2DR,OLLR,URADR
URADL,URADL,OLLL,URYDL,IL1DL,IL1L
URBL,IL2L,OLLL,IL1L,URBL,M3L
IL1R,IL1R,IL2R,OLLR,NSMR,URADR
IL2VL,IL1VL,IL2VL,IL1VR,IL1L,M3L
IL1DL,IL1DL,URYDL,IL1DR,OLLL,OLQDL
OLLL,OLLL,URBL,IL2L,IL1L,URYDL
IL1L,IL1L,IL2L,OLLL,URBL,RIPL
IL1DR,IL1DR,URADR,URYDR,OLQDR,IL2DR
URADR,URADR,OLLR,URYDR,IL1DR,IL2DR
URYDL,URYDL,OLLL,OLQDL,IL1DL,RIPL
URYVL,URYVL,IL1L,URBL,OLLL,RIPL
IL1VL,IL1VR,IL1VL,IL2VR,IL2VL,URAVL
IL1VR,IL2VR,IL1VR,IL1VL,IL1R,URYVR
OLLR,OLLR,IL2R,URBR,URADR,RIPR
URYVR,URYVR,IL1R,URBR,IL2R,RIPR
URYDR,URYDR,URADR,OLLR,IL1DR,OLQDR
URBR,URBR,IL2R,RIPR,OLLR,IL1R
OLQDL,OLQDL,URYDL,IL1DL,OLLL,RMED
OLQDR,OLQDR,URYDR,IL1DR,RMED,OLQDL
RIPL,RIPL,URBL,BAGL,IL1L,OLQVL
BAGL,OLQVL,BAGL,URBL,RIPL,URAVL
BAGR,RIPR,URBR,IL1R,URYVR,OLQVR
,IL1VL,OLQVL,IL1VR,URAVL,URYVL
RMEL,RMEL,URBL,BAGL,RIPL,OLLL
URAVL,URAVL,OLQVL,URAVR,IL1VL,URYVL
URAVR,URAVR,URYVR,OLQVR,IL1VR,CEPVR
