GT,Top1,Top2,Top3,Top4,Top5
,VB3,VA2,VD2,AS1,DD1
,VB3,VA2,AS1,VD2,DA1
,VA2,DA1,VB3,AS1,SABD
,VA2,DD1,DA1,VD2,VB3
,VD2,DD1,VA2,VB3,DA1
,DA1,SABD,DB1,VD2,VA2
,SABD,DA1,DB1,AVG,VD2
,AS1,DA1,DD1,SABD,AVG
RIGR,AVG,SABD,DA1,DD1,DB1
RIGL,DD1,AVG,RIGL,DB1,DA1
,DB1,SABD,DD1,RIGL,VA1
VB1,RIGL,VB1,VA1,RIGR,DB1
RMGL,RMGL,ADAL,ADEL,RIFL,VD1
,VA1,VB1,RIFL,RIGL,RIFR
,SABD,VD1,RIFR,VB1,VA1
ADAL,ADAL,RMGL,ADEL,RIFL,FLPL
,RIFR,RIFL,AVFR,RMGR,AVFL
,RIFR,VB1,VA1,RIFL,DB2
ADAR,RMGR,ADAR,AQR,RIFR,AVG
,RIFL,VA1,VB1,RIFR,AVFL
,VB1,VA1,RIFL,DB2,AVFL
,RIFR,AVFR,DB2,RIFL,VB1
AQR,AQR,ADAR,RMGR,ADER,RIFR
,SABVL,RIFL,VB2,AVFL,RIS
M5,M5,ADAL,ADEL,I6,RMGL
RMGR,ADAR,RMGR,AQR,ADER,FLPR
,SABVL,RIS,VB2,AVFL,AVFR
,RIS,VB2,SABVL,SABVR,AIML
FLPL,ADEL,FLPL,ADAL,RICL,RMGL
,RIS,VB2,SABVR,AQR,AIML
ADEL,ADEL,FLPL,AIZL,AINL,RICL
,VB2,AIML,ADEL,FLPL,SABVL
,VB2,RIS,AIML,SABVL,AVKL
ADER,ADER,ADAR,AQR,FLPR,RICR
I6,I6,AINL,M5,I4,AVJL
M1,M1,I4,I6,RIVR,AINR
,AIML,AIYL,SABVL,VB2,FLPL
FLPR,FLPR,RICR,AQR,ADER,ADAR
,FLPL,AIZL,RICL,AINL,ADEL
,AIMR,AVKR,SIAVR,I5,SMBVR
,RICR,I5,AIZR,FLPR,ADAR
,AIML,VB2,AIYL,I5,SMBVR
AIZL,I4,I6,M1,RIVL,ASIL
,AIYL,RICL,FLPL,AIML,SMBVL
,M2R,AINR,AIZR,AVJR,AVDR
,I5,SABVR,SMBVR,AIYL,SIAVR
,M2L,AIZL,AINL,I6,AVJL
,AIZL,AINL,AVDL,AVJL,RICL
,RICL,AIZL,ASJL,AIYL,FLPL
,SMBVR,AIMR,SIAVR,AIAR,I5
,AIAL,SIAVL,SIAVR,SMBVR,AIAR
,AINR,AVDR,AVJR,M2R,AVHR
,AIZR,RICR,FLPR,AVDR,M2R
,SMBVR,SIAVL,AIAL,SMBVL,SIAVR
,AVDR,AIZR,AINR,RICR,AVJR
,ASJL,SMBVL,RICL,SIAVL,SMBDL
AINR,AINR,AVDR,AVJR,ASER,AVHR
,AIAR,AIAL,SMBVL,SMBVR,SMBDL
,ASJR,AIZR,RIBR,RICR,RIMR
,SMBVR,RIMR,AIAR,SMBDR,AIAL
,SMBVL,ASJL,SMBDL,RMHL,SIBVL
,ASJL,RIBL,AUAL,RMHL,SMBDL
AINL,AVJL,AINL,AVHL,ASEL,ASIL
AVJR,AVJR,AINR,AVHR,AVDR,ASER
,RIMR,SMBDR,AUAR,ASJR,AIAR
,RIBL,ASEL,ASHL,AVBL,AVDL
,AUAL,RIBL,ASHL,AWCL,ASEL
,RIBR,ASER,AVDR,AVBR,ASHR
RIVR,RIVR,ASIR,AVHR,ASGR,AVJR
,SMBDL,RMFL,RMHL,SMBVL,RMDDL
AVDL,AVDL,ASEL,AVJL,AVBL,ASHL
RIVL,RIVL,ASIL,ADLL,AVHL,ASGL
AVDR,ASGR,ASER,AVDR,AVHR,AVJR
,SMBDR,SMBDL,RIBL,RMDDR,RMHR
,RMFL,SMBDL,RMFR,RMHR,SMBDR
,SMBDR,RMHR,RMFR,SMBDL,RMFL
AVHR,AVHR,ASER,ASGR,AVJR,ASIR
