GT,Top1,Top2,Top3,Top4,Top5
I1R,I1R,I1L,I2R,MCR,I2L
I1L,I1L,I1R,I2L,MCL,I2R
I2L,I2L,I1L,MCL,MCR,NSML
I2R,MCR,I2R,NSMR,I1R,MCL
NSMR,NSMR,I2R,MCR,MCL,M3R
NSML,NSML,MCL,I2L,M3L,I1L
I3,I3,MI,M4,IL2DR,IL2DL
M3L,M3L,M3R,OLLL,IL2L,IL2DL
M3R,M3R,IL2R,IL2DR,NSMR,I2R
IL2VR,IL2VR,IL1VR,IL1VL,IL2VL,NSMR
IL2VL,IL2L,IL2VL,IL1VL,IL1L,URAVL
CEPVL,BAGR,CEPVR,OLQVR,URAVR,URAVL
CEPVR,CEPVL,BAGL,OLQVL,URAVL,RMEL
URYVL,URYVL,OLLL,RMEL,URYDL,URBL
URYVR,URYVR,IL1R,RIPR,URBR,OLLR
OLQVR,OLQVR,URBR,URYVR,RMER,RIPR
IL1L,IL1L,OLLL,URYDL,IL1DL,URADL
IL1R,IL1R,IL2R,OLLR,URYDR,URADR
RMEL,OLLL,URYDL,RMEL,OLQDL,URBL
OLQDL,OLQDL,RMED,OLQDR,IL1DL,URYDL
OLQDR,OLQDR,URYDR,RMER,IL1DR,RIPR
CEPDL,CEPDL,ALA,URXL,CEPDR,URXR
URXL,URXR,URXL,CEPDR,CEPDL,SAAVR
RID,CEPDR,SMDVR,URXR,RIAR,ASKR
SMDVL,CEPDL,SMDVL,URXL,RIAL,SAAVL
RMDVR,RMDVR,SMDVR,AVAR,SAAVR,BAGR
RMDVL,RMDVL,SMDVL,RIAL,SAAVL,CEPDL
AVAR,SAAVR,AVER,AVAR,RMDR,RMDVR
AVAL,SAAVL,AVAL,RIAL,RMDL,RMDVL
RMDL,RMDL,AWCL,AVEL,AVAL,SAADL
AVEL,AVEL,AWCL,RMDL,AVAL,ASHL
AIBL,AWCL,ASHL,AIBL,SAADL,RMDDL
AIBR,AWCR,SMDDR,AIBR,RIBR,ASHR
AUAR,RIBR,AUAR,ASJR,RIMR,AIAL
AUAL,AUAL,RIBL,AIZL,AWCL,ASHL
ASEL,ASEL,AWBL,ASGL,AWCL,AVJL
ASER,ASER,RIBR,AWCR,ASHR,AIZR
AWBL,AWBL,ASGL,ASEL,AFDL,RIAL
AWAL,ASKL,ADLL,URXL,AWAL,RIAL
ASGL,ASGR,AWBR,ASHR,AWAR,ADLR
ASGR,ASGL,ADLL,AWBL,AVHL,RIVL
AVHR,ASER,AVJR,AINR,AVHR,RIBR
RIVL,RIVL,RIVR,AVJL,AVHL,I4
RIVR,RIVR,AVHR,AVJR,ASIR,AINR
AVJL,AVJL,RIVL,ASEL,AVBL,AVHL
AVJR,AINR,AVJR,AIZR,AVDR,AVBR
AVDL,AVDL,AINL,AVBL,AVJL,AIYL
AINL,I6,ASIL,AINL,RIVL,AVHL
M1,M1,ADAR,DD1,I4,AVG
RICL,RICL,AIZL,VB2,AVKL,FLPL
AIZL,ADAL,FLPL,AIZL,RICL,ADEL
FLPL,FLPL,DD1,AVG,VA1,DA1
ADEL,ADAL,VB3,VA1,DD1,SABD
RMDD,RMDDL,SMBDL,RIML,AUAL,SMBVL
